Compound Name,mz_x,rt_x,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA5.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA4.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA1.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA3.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA2.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB4.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB5.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB3.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB2.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB1.mzML,Compound formula,mz_y,rt_y,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
233,114.128,0.61,63919465.526156045,60785400.46891336,64410478.77349189,59016530.59414177,57326756.47387767,49292747.38726954,57643151.85803476,55187268.60309015,58081047.61348023,69950925.95838626,C7H15N,114.128,0.61,0.96,0.296,1/1,61091726.36731615,5.017619896967561,58031028.28405219,12.97232177519723,0.9498999575677171,0.9894791224663719
234,291.1957,32.3,296570243.7157447,247036717.2695942,281207255.12954485,287356413.33377826,392903082.2422688,248730967.1273554,240883280.35380727,262863731.25225085,264413770.86750263,366191943.7764744,C18H26O3,291.1957,32.3,0.96,0.719,1/1,301014742.33818614,18.162279941494468,276616738.6754781,18.44793200367459,0.9189474792058616,0.9572369575061059
235,146.1177,0.46,144676.01155383285,121611.49400511474,71045.84264876628,93016.34640577386,99299.45890889192,1400584861.843407,1405871918.0217743,1445708274.7922268,1366257076.7242796,1517384750.66185,C7H15NO2,146.1177,0.46,1.03,0.155,1/1,105929.83070447591,26.595580607997306,1427161376.4087074,4.0484470982136225,13472.705156965805,13080.29626889884
236,362.2122,32.34,1365842.258449694,1489897.8401566166,1366798.5892746854,1259961.3805369886,2704110.7124345754,617495.399871939,577928.2573755195,543211.8137329542,566513.3805486268,1537241.5696093838,C24H27NO2,362.2122,32.34,0.94,0.781,1/1,1637322.156170512,36.76026526250944,768478.0842276847,56.0317509200104,0.46935056814051607,0.4993091150431022
237,220.9536,8.56,32647987.57048912,32772742.86985244,32680341.52559738,32602647.39124806,29647095.985238984,33439390.288060408,32959639.43800832,32647597.15294772,31422969.60384936,31171057.020382907,C4H7Cl2O4P,220.9536,8.56,0.98,0.68,1/1,32070163.0684852,4.228133461675113,32328130.700649746,3.0519793421178263,1.0080438515892065,1.028616175091027
238,279.1595,31.24,2622074.505257284,2371636.177446757,2635684.427148168,2640284.573205081,3177326.056447805,1302072782.5999906,1289766271.199432,1279830734.3045945,1283399972.664757,1756627284.6826286,C16H22O4,279.1595,31.24,0.96,0.715,1/1,2689401.1479010186,10.981205625442819,1382339409.0902805,15.148558628165947,513.9952476666216,535.4117163193976
239,275.2123,4.48,1042926233.4473436,1050804352.85869,1025915104.428076,1061466068.3908306,1194009607.1725712,779018111.0925673,586795239.7194802,894353955.9604342,948709476.6068596,947942738.4416788,C17H26N2O,275.2123,4.48,0.86,0.01,1/1,1075024273.2595024,6.303845045200609,831363904.364204,18.42767849942581,0.7733443095600868,0.8992375692559149
240,215.049,2.29,1578073.072306041,1725955.2877210027,2175161.2856471604,1583089.588829428,1966390.49861076,33992855.21485548,34576549.82466012,34099794.349455066,30710957.149195265,29167990.242846742,C8H10N2O3S,215.049,2.29,0.93,0.321,1/1,1805733.9466228783,14.389301195661208,32509629.356202535,7.440279937584162,18.00355440899958,19.358660654838257
241,428.2553,6.94,493879520.76640034,521594876.2676004,605401940.6604725,506296008.8148482,499819532.5372294,170857642.7125788,82783307.39158629,238574119.33700752,275295211.56119365,393236941.4062261,C24H33N3O4,428.2553,6.94,0.94,0.355,1/1,525398375.80931014,8.736441997161055,232149444.48171848,50.0118639814751,0.44185413425407233,0.47005758963199185
242,214.0996,3.81,763669081.7547786,781108117.6212388,830205560.4097911,749760935.7635313,876804380.2404622,879135.7178676546,800887.4275197675,863609.8726152399,722552.6245554885,577828.8557926136,C11H16ClNO,214.0996,3.81,0.97,0.633,1/1,800309615.1579604,6.555976922480014,768802.8996701529,16.03656556473568,0.0009606318418633658,0.000990342105013779
243,427.1176,4.43,200207.1333436377,25713.421525084123,10207.036369618289,146184.50264096967,333545.9248695035,389376.4557336055,671085.3468352234,209738.27126972924,49510.68371711498,186675.2014882664,C21H19ClN4O4,427.1176,4.43,1.04,0.449,1/1,143171.60374976267,93.04278012757527,301277.19180878793,79.49107348400348,2.1043082840321077,2.0233733500308726
244,347.2223,12.95,144548367.0116764,147247916.6890114,147211459.42130545,182845655.1729883,148766296.82848147,146166334.0184781,150664948.15284765,145224644.90413788,172851313.1798738,178545549.15236545,C21H30O4,347.2223,12.95,1.05,0.674,1/1,154123939.0246926,10.464031084858126,158690557.8815406,9.95042524672271,1.0296295233936135,0.9805995460891557
245,488.1642,6.66,140155182.32315487,143028330.95383254,156812749.10737678,143998101.6008329,141052476.36589545,141365090.9986385,149779634.48297626,139362151.38174343,129142572.32205498,136152803.49978948,C22H26ClN7O2S,488.1642,6.66,0.97,0.184,1/1,145009368.0702185,4.670643208504633,139160450.53704053,5.414221077476651,0.9596652436251861,0.989345611984728
246,489.229,10.63,492895424.7048842,455841965.06510615,363105302.1334448,527876773.3933271,458277305.1418006,538282.5840917409,413633.3957287936,991630.477366536,1195863.2175838351,1114994.5212930162,C23H32N6O4S,489.229,10.63,0.94,0.324,1/1,459599354.0877126,13.367238796216077,850880.8392127843,41.44671286506439,0.001851353426946717,0.0019695249222837414
247,245.1752,32.84,9769108.270251423,6746366.5326667,13920004.675054494,5373184.252503543,6784489.155213611,6233802.473906861,9501184.928872509,4121176.7859727214,4315258.422389381,6468031.335858297,C14H20N4,245.1752,32.84,0.75,0.134,1/1,8518630.577137955,40.145124948362955,6127890.789399954,35.39583981754365,0.7193516298084112,0.9591355064112149
248,233.0924,9.39,3104803.649064771,3128629.7058379604,3062272.481578194,3182365.906084975,2698526.5547475955,954422656.1015874,911552219.3995216,949321800.0247412,879897284.9176764,807514548.9861224,C12H12N2O3,233.0924,9.39,1.09,0.085,1/1,3035319.659462699,6.365243433497861,900541701.8859298,6.682090911768751,296.6875989744488,272.19045777472365
249,558.2312,22.12,129749539.90991496,130887331.15591684,119958783.46585517,122949293.60620704,133544996.82157972,134527110.20549062,135490588.6300323,131705381.72905888,113858382.23688154,114469908.66691428,C28H36ClN5O3S,558.2312,22.12,0.89,0.034,1/1,127417988.99189475,4.484839263146382,126010274.29367551,8.65423381662111,0.9889519940680528,1.1111820158068009
250,406.2343,3.49,630876971.4214132,613744720.9680305,724227115.6882961,661688079.470796,725970206.5028667,1300109915.8604732,1358918817.9103322,1396895200.4656272,1234064323.5884416,1230899584.6865957,C21H31N3O5,406.2343,3.49,1.07,0.295,1/1,671301418.8102806,7.750848566493944,1304177568.502294,5.672939187235217,1.9427600358921235,1.8156635849459097
251,445.1615,5.13,78849670.05915828,76145329.03908612,75674037.02101494,75038242.63664462,82068962.81616426,59336847.16357181,54816288.54686164,58300016.43416854,54711963.452123925,46205056.602389306,C22H24N2O8,445.1615,5.13,0.98,0.613,1/1,77555248.31441364,3.7543173521162867,54674034.439823054,9.443618178023923,0.7049688528901518,0.7193559723368895
252,417.1186,3.38,53026108.20922882,38637535.70305518,51527506.40423618,49175238.42694341,52760584.55586167,57871164.78529867,64869311.74293965,64847795.86766638,59353365.14369796,59733384.08068736,C21H20O9,417.1186,3.38,0.93,0.064,1/1,49025394.659865044,12.244842124913491,61335004.32405801,5.365526438356725,1.2510863961340082,1.3452541893914065
253,529.2294,31.03,2071296.6446999505,2970030.8040855643,2186066.207085025,2500707.78881404,2620830.218485493,2365893.208440366,2522398.8242262034,2336915.953907032,1946275.2663478688,2053412.3659548447,C27H30F6N2O2,529.2294,31.03,0.93,0.108,1/1,2469786.3326340145,14.504368295592403,2244979.123775263,10.586922561183393,0.908977061744853,0.977394690048229
254,359.1972,3.76,370576648.8979457,342221810.81418264,363283779.8053043,345608390.52138805,400788004.4553989,398977958.7035047,351266694.7429897,381211907.6061674,391811204.3440226,355026475.41480005,C20H26N2O4,359.1972,3.76,1.07,0.067,1/1,364495726.89884394,6.446438435595956,375658848.1622969,5.734391715558526,1.0306262061243614,0.9632020617984686
255,313.1776,3.3,219447380.1513716,210842089.16253796,238532401.35202587,220571716.1720398,238248595.0159508,248132819.78728852,277181628.54261315,267277880.42264763,229215509.0160191,223188880.2796191,C16H20N6O,313.1776,3.3,1.02,0.814,1/1,225528436.37078524,5.4672814122613085,248999343.6096375,9.389968360695171,1.104070722151704,1.0824222766193177
256,330.1505,10.87,461211691.7837747,446085856.4978075,384602609.40166384,425743585.8364529,451584956.4791073,478032573.5300233,307533734.6820532,532260598.6787157,554059089.1171862,375482824.044819,C19H20FNO3,330.1505,10.87,0.99,0.903,1/1,433845739.9997612,7.0140012689881415,449473764.01055944,23.394790127642125,1.0360220755211444,1.046486944970853
257,433.2228,22.78,171670377.4124729,154420947.3040375,157145568.83750904,154582394.6025028,155959218.04967114,139353317.18461964,145478042.2282084,136266024.03723684,122667905.42152505,138184483.58627656,C24H32O7,433.2228,22.78,0.89,0.049,1/1,158755701.24123868,4.600937266858475,136389954.49157327,6.166064602638525,0.8591184658264377,0.9653016469959974
258,234.1128,11.29,204135326.65753552,161217216.85593063,166651697.18489653,162187709.7014256,160940161.92594567,169306130.7169864,166017578.4738487,163249788.57160926,204307884.2198228,158778558.42114082,C13H15NO3,234.1128,11.29,1.02,0.775,1/1,171026422.46514678,10.905232802857654,172331988.0806816,10.611533867724022,1.0076337071004386,0.9878761834318026
259,413.1203,7.36,106311986.04050852,111646487.09273133,104941878.68783648,115722483.95677803,116392047.4201342,132614604.44276716,103258077.05839516,139957939.96982735,132398770.55859426,117042254.83356284,C21H21ClN4OS,413.1203,7.36,1.05,0.159,1/1,111002976.63959773,4.734367424772501,125054329.37262936,11.81001748244591,1.1265853687748688,1.072938446452256
260,328.1583,3.23,190898984.64405605,147985537.47999913,149954200.31685108,181807706.97296292,184565410.47742665,213404664.21847945,247730877.101764,205374149.8734629,199028531.75392383,195240081.9112138,C16H25NO4S,328.1583,3.23,1.06,0.033,1/1,171042367.97825915,11.943833337004522,212155660.9717688,9.919701707768468,1.2403690587278087,1.1701594893658571
261,163.0868,5.67,248092828.13170755,259899195.016023,272287516.9918231,253883156.33996132,273738495.0549902,262078074.9190385,258570463.13068405,249127134.07216945,248673012.9751521,261918180.72585696,C9H10N2O,163.0868,5.67,0.94,0.229,1/1,261580238.30690104,4.30163405366041,256073373.1645802,2.6157762985825785,0.9789477019442888,1.0414337254726478
263,223.0869,10.36,1140030815.9565248,1156287355.5430255,1299746584.137633,1405341373.472653,1311327688.402784,774873.7451545628,38948.17939341924,149923.63774612936,18466.643520834168,32604.871291037594,C14H10N2O,223.0869,10.36,0.94,0.631,1/1,1262546763.5025241,8.895580913529507,202963.41542119664,159.6256957012854,0.00016075714681501447,0.0001710182412925686
264,119.0606,5.09,241884868.52995312,251158655.0932093,278336240.53509784,245398581.1682456,302921888.76754457,306850040.6887042,302673146.92708606,294596119.0849619,283117218.86762416,286377291.8639159,C7H6N2,119.0606,5.09,0.92,0.143,1/1,263940046.81881008,9.880577111840944,294722763.4864584,3.454516207654973,1.1166276851075203,1.2137257446820873
266,226.109,3.91,532807520.9805317,521185563.9506672,531078728.1942209,534021188.9441191,599612304.7259961,334242553.8265797,312817744.1590015,389904464.2064151,511216112.55342185,526147002.4010074,C12H11N5,226.109,3.91,0.98,0.645,1/1,543741061.3591069,5.819193847236124,414865575.4292851,23.86311191163922,0.762983715800879,0.7785548120417133
267,296.2012,6.79,1495662596.6515472,1602472703.7538786,1686255903.9958906,1626955005.0250733,1630604995.0570476,1629391673.6250613,1363780807.8680456,1755146688.7036126,1837241365.4770656,1949557017.8927083,C20H25NO,296.2012,6.79,0.99,0.897,1/1,1608390240.8966875,4.357031834616553,1707023510.7132983,13.162511407436886,1.0613242155471063,1.0720446621687942
268,425.2443,5.75,312144700.47042334,287637794.925807,264479288.8665917,290980235.1802308,272504540.4418516,333188856.951621,310991474.72906923,318857163.1678039,302166969.401452,283677263.0896334,C25H32N2O4,425.2443,5.75,1.16,0.084,1/1,285549311.97698087,6.44620232054335,309776345.4679159,5.9767343010991025,1.0848436066023093,0.935210005691646
269,457.2343,8.54,1365639317.8337944,1422686830.3665855,1378935871.187822,1398797617.4683993,1399296438.227064,1446420909.732043,1235742837.042434,1490576413.4122045,1445795313.863456,1199268004.5292912,C25H32N2O6,457.2343,8.54,0.88,0.015,1/1,1393071215.016733,1.5648822145671097,1363560695.7158856,9.913499452919751,0.9788162162976767,1.1122911548837235
270,223.0757,20.71,910560193.8559092,803113405.4533879,779578482.0083275,898297957.5487082,790229098.405463,735463722.0972079,734367973.285301,739790396.0412873,855416411.9308606,856176028.8872371,C15H10O2,223.0757,20.71,0.97,0.759,1/1,836355827.4543593,7.514512498000241,784242906.4483788,8.332998251568634,0.9376904909425954,0.9666912277758716
271,433.8753,3.66,108920033.62865356,110748331.48939376,117481992.6978252,113094736.2497668,130746113.18103877,129880986.80648573,131790338.36338872,135666772.8140586,121775573.58603044,114289134.49876525,C9H9I2NO3,433.8753,3.66,1.04,0.647,1/1,116198241.4493356,7.52216707089156,126680561.21374574,6.775761778870949,1.0902106575251451,1.0482794783895626
272,156.1024,0.7,84990639.09873159,83874972.76564793,79773122.99012834,93809959.17509183,94485062.0460198,147258661.1213718,162238115.94635257,141811273.64392906,151235162.96354732,164644008.62966675,C8H13NO2,156.1024,0.7,0.97,0.413,1/1,87386751.21512389,7.409201049972772,153437444.4609735,6.362598936268768,1.7558433323977183,1.8101477653584725
273,329.1947,6.5,175156693.71087113,185131386.79298487,205703727.65950465,186176113.4084242,192038814.55431685,107279457.19663876,70073044.36098847,133574737.10487668,143474085.09008867,182695146.5251677,C17H28O6,329.1947,6.5,0.68,0.002,1/1,188841347.22522032,5.93646149492438,127419294.05555205,32.9369713941105,0.6747425599733003,0.992268470548971
274,175.0392,29.32,104639.05234789423,98352.41811610224,73450.00344796503,109459.49332001228,104216.72188695456,157728.42933412344,114643.56758594268,103569.8393297175,102437.7112182368,166463.15590963897,C10H6O3,175.0392,29.32,1.12,0.711,1/1,98023.53782378566,14.578595218333376,128968.54067553188,23.8584987000951,1.3156895123227978,1.1747227788596408
275,225.0913,18.59,228995668.16605788,229684951.27355197,231339105.0896182,227013397.18596503,227865638.9975339,280296930.454207,227591909.46009973,224376548.81211892,270799355.9104508,217769552.8931416,C15H12O2,225.0913,18.59,1.14,0.085,1/1,228979752.1425454,0.729854933093933,244166859.50600362,11.90159253601805,1.0663251105014904,0.9353729039486759
276,189.0549,7.76,16083006.230956558,14968939.498555155,15959139.126939263,15004367.427941896,14793614.679598188,16848107.980281048,16575326.975290714,15805812.008425336,15445401.174308108,21234164.56290088,C11H8O3,189.0549,7.76,1.11,0.312,1/1,15361813.392798211,3.9621844324534394,17181762.54024122,13.590097741028487,1.1184722858498086,1.0076326899547825
277,331.2597,6.35,906950.6663860296,1228450.4264960692,2331493.5851337044,941842.9120058332,783257.6960797682,937497.4225966422,671443.9673153748,967763.1220122356,1124892.6892164168,1374386.563167213,C20H36O2,331.2597,6.35,1.0,0.99,1/1,1238399.0572202809,51.06900789984792,1015196.7528615765,25.47326567467247,0.8197654438951966,0.8197654438951966
278,386.2444,7.83,1237711949.2779884,1286388246.6082294,1317935558.081938,1302027105.516463,1343489168.7545776,1143633292.6025755,980116227.4603244,1205016594.191206,1226740160.0292006,1272530296.2998295,C22H31N3O3,386.2444,7.83,1.11,0.03,1/1,1297510405.6478393,3.0467763106233323,1165607314.1166272,9.745312774339196,0.8983413998399854,0.8093165764324192
279,318.2431,17.87,2560784675.9630938,2616624379.379621,1803876550.765186,2571611727.1193643,2577558337.4546266,2182723031.1914334,1135653891.0969405,2808050837.881805,3093186310.8935523,2138299819.5233848,C20H31NO2,318.2431,17.87,1.04,0.277,1/1,2426091134.1363783,14.363278038695777,2271582778.117423,33.22744454754333,0.9363138697285764,0.9003017978159389
281,447.0931,6.49,170554669.13337812,175910952.75925413,190749289.75413132,169152701.3480256,172496846.38586164,147873278.90101445,148460432.2881061,129321719.9037156,127355839.02707195,140675474.48102513,C21H18O11,447.0931,6.49,1.14,0.04,1/1,175772891.87613016,4.976801718974989,138737348.92018664,7.2074385478781355,0.7892988926754244,0.6923674497152846
282,265.1914,0.52,107619578.2986946,105370375.8730663,95442467.89859658,112681818.9236396,107538423.42164768,91898641.82695992,89691407.82500593,82382684.87033439,92039196.75092325,104453495.11375163,C15H24N2O2,265.1914,0.52,0.97,0.616,1/1,105730532.88312896,6.0028789076471805,92093085.27739504,8.63377137563504,0.8710169405765854,0.8979556088418407
283,249.1965,0.53,163913712.58487198,155057552.50664145,149566189.41718167,160601320.54840964,170733744.659086,141314029.8365129,160987669.37853175,136704375.17014304,149629873.43017524,155123859.07733852,C15H24N2O,249.1965,0.53,1.01,0.602,1/1,159974503.94323814,5.080073299789638,148751961.37854028,6.651226846935264,0.9298479302134306,0.9206415150628026
284,385.13,4.31,95647817.91775058,93465408.89186762,91182463.80984856,99560221.8653884,102274125.93978743,86211562.3588706,96289062.12811868,81588074.67173974,87205334.8603608,80381109.62481417,C22H16N4O3,385.13,4.31,1.1,0.142,1/1,96426007.68492852,4.663599598907399,86335028.72878079,7.275938223986504,0.8953500284993655,0.8139545713630595
285,343.1441,4.43,389939873.0875695,410163117.7637502,421659052.2623992,401546266.3624846,465368463.8082655,394607449.3700988,354447940.35372365,377391542.94507456,346721695.0754869,288731744.69138026,C14H22N4O4S,343.1441,4.43,0.95,0.123,1/1,417735354.6568938,6.954897626006506,352380074.4871529,11.436310726252682,0.8435486021444837,0.8879458969941934
