,Compound Name,/home/zzy/peakformer/resources/paper/tof-shift/20170326-960MIX_SampleB_1_Area,/home/zzy/peakformer/resources/paper/tof-shift/20170326-960MIX_SampleB_2_Area,/home/zzy/peakformer/resources/paper/tof-shift/20170326-960MIX_SampleB_3_Area,/home/zzy/peakformer/resources/paper/tof-shift/20170326-960MIX_SampleB_4_Area,/home/zzy/peakformer/resources/paper/tof-shift/SampleA_3-20170326-960MIX_SampleA_4_Area,/home/zzy/peakformer/resources/paper/tof-shift/SampleA_4-20170326-960MIX_SampleA_5_Area,Compound formula,mz,RT,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
360,361,44012.624,40528.689,32111.396,21644.927,39296.799,41495.977,C22H26FN3O2,384.208,21.17,0.85,0.464,1/1,40306.368,2.9284724367076556,34574.409,28.81549066129882,0.8577902380090411,1.0091649858929896
361,362,23678.509,24940.859,25101.138,26361.302,19431.457,19217.214,C31H38N8O3,571.314,5.68,1.21,0.034,1/1,18620.717749999996,5.11073247578954,25020.451999999997,4.38520738123167,1.343688913387885,1.110486705279244
362,363,1813.353,1563.964,1944.741,1945.494,1174.465,1748.101,C12H7N3O2S,258.0327,6.97,1.07,0.513,1/1,1503.0535,16.226457606538265,1816.888,9.890163864443235,1.2087979569589504,1.1297177167840657
363,364,35085.301,39861.746,39575.082,43089.055,37786.935,36042.058,C18H17F3N2O3,367.1266,7.72,1.03,0.401,1/1,35742.760749999994,4.648756100370579,39402.795999999995,8.34931235019577,1.1023993439007087,1.0702906251463191
364,365,3469.883,3816.513,3829.256,3615.766,3462.074,3212.439,C15H20BrN3O,338.0859,3.43,1.11,0.023,1/1,3367.65375,4.013642867263077,3682.8545,4.680900593085849,1.0935965432907109,0.9852221110727124
365,366,23323.69,25493.453,27289.009,25276.831,19106.002,17943.374,C18H21N3O2,312.1707,5.02,1.14,0.169,1/1,19098.48675,5.499891398911995,25345.745750000002,6.399048547609872,1.3271075390305467,1.164129420202234
366,367,512.859,648.958,660.245,616.044,373.245,409.294,C7H15N,114.1271,0.77,1.36,0.31,2/1,403.14525000000003,12.585386481646339,609.5264999999999,11.011422911157727,1.5119277729304759,1.1117115977429968
367,368,213.488,191.251,140.211,277.381,211.19,179.195,C21H16N2O9S2,505.0367,3.57,0.98,0.893,1/1,182.84274999999997,11.56667111353102,205.58275,27.653923901039146,1.1243691642135116,1.1473154736872568
368,369,664.301,646.291,600.681,708.164,608.376,561.424,C23H27N5,374.2335,8.76,1.11,0.288,1/1,592.8722499999999,6.556539911181976,654.85925,6.79449008619108,1.1045537213118004,0.9950934426232435
369,370,13691.787,13068.35,14428.265,16337.421,14765.549,15494.562,C19H20Br2N6O4S,588.9687,29.64,0.94,0.556,1/1,14919.038499999999,3.6594836983203227,14381.455750000001,9.85641210227036,0.963966662462866,1.025496449428581
370,371,285.392,407.419,256.976,293.553,246.105,193.86,C31H52O3,473.3944,32.57,1.57,0.012,1/1,223.7915,10.161170531175811,310.835,21.32010296761167,1.3889490887723617,0.8846809482626508
372,373,20884.273,20724.684,20854.781,22735.692,15918.733,15148.852,C14H16N4O3S,321.0981,3.61,1.33,0.001,1/1,15987.3545,3.8232066406369567,21299.8575,4.505807902996461,1.3322940640366734,1.0017248601779498
373,374,7248.105,7514.713,7245.926,7274.594,5018.342,4883.939,C17H18F3N3O3,370.137,18.4,1.26,0.092,1/1,5237.86375,6.706270589015495,7320.8345,1.774491105644064,1.397675626824008,1.1092663704952446
374,375,389.995,515.408,746.819,699.489,486.998,500.496,C8H10N2O3S,215.0484,2.37,1.27,0.014,1/1,456.88175,9.61974788235316,587.9277500000001,28.142535982177918,1.2868269524882534,1.0132495688883885
375,376,67524.403,62096.005,73760.682,86207.186,59162.993,60341.332,C17H18N6,307.1666,6.57,1.19,0.041,1/1,58694.833750000005,2.3761161593581877,72397.069,14.319851404644846,1.2334487445413371,1.036511550034737
376,377,333552.905,325777.261,302222.612,296599.314,281889.45,281768.875,C28H24FN3O5,502.1774,16.32,1.07,0.061,1/1,283804.427,6.234466809948372,314538.023,5.691249511345606,1.1082914608657601,1.0357864120240747
377,378,129345.981,116345.081,130029.579,126292.58,121874.087,115315.8,C21H16ClF3N4O3,465.094,28.74,0.97,0.564,1/1,118950.088,5.990370986734261,125503.30525,5.034087592526719,1.0550921597468679,1.0877238760276988
378,379,18454.001,19521.235,20041.464,20090.059,17106.715,17404.07,C20H21FN6O5,445.1627,14.89,1.27,0.003,1/1,16130.56625,8.094360583877359,19526.68975,3.892410111052865,1.2105396331018448,0.9531808134660195
379,380,3456.997,4029.71,3836.47,4144.544,3763.309,3642.748,C13H16N4O,245.1397,3.1,1.09,0.285,1/1,3648.933,7.089012698390541,3866.93025,7.794494424751987,1.059742738493691,0.9722410444896248
380,381,18469.133,20191.526,19185.513,22856.641,17702.67,17877.883,C24H28N2O3,393.2176,9.54,1.3,0.002,1/1,17443.82975,2.3319045328057086,20175.70325,9.525572395446533,1.1566097318738162,0.8896997937490894
381,382,3775.345,3807.647,4019.429,3908.582,3299.174,3319.545,C24H28N2O3,393.2172,30.34,1.03,0.272,1/1,3392.1155000000003,3.780782823270613,3877.75075,2.841566778897477,1.1431658945575407,1.1098698005413017
382,383,144763.44,142465.338,156809.054,169516.893,138370.891,132022.966,C18H22N2S,299.1578,16.83,1.16,0.06,1/1,138917.15075,4.370641699927243,153388.68125,8.1212149430762,1.104173821748212,0.9518739842657
383,384,212596.955,228924.833,223796.889,209140.859,189527.356,205759.931,C22H21Cl3N4O,463.0855,31.6,1.22,0.074,1/1,188026.592,8.619910393369459,218614.88400000002,4.251192981880556,1.1626806701894592,0.9530169427782452
384,385,18455.927,19521.235,20046.242,20034.836,17013.021,17221.839,C22H24N2O8,445.1618,14.85,1.27,0.004,1/1,16226.45575,6.497323918552092,19514.559999999998,3.8280188135247903,1.2026384751334251,0.9469594292389174
385,386,40548.158,43127.501,47227.195,42470.542,38311.763,40970.851,C26H30N6O3,475.2451,9.05,1.14,0.303,1/1,34877.1935,16.368934141539075,43343.349,6.485502327117858,1.2427418794462346,1.090124455654592
386,387,2059.106,1919.032,1881.574,2111.728,2057.257,1918.705,C31H38N6O2,527.3123,8.24,0.97,0.766,1/1,1928.7067499999998,5.423674201018736,1992.86,5.523754788130708,1.0332623142424322,1.0652188806623013
387,388,802.614,947.928,979.315,1102.357,915.669,770.155,C31H38N6O2,527.3123,9.79,1.09,0.366,1/1,872.2355,8.07395270184802,958.0535,12.86008423532961,1.0983885659320218,1.0076959320477263
388,389,7655.332,11727.2,7351.813,9729.175,9838.131,11588.553,C53H83NO14,980.5712,31.7,0.71,0.26,1/1,13408.20675,39.15614183424082,9115.880000000001,22.338573030759516,0.6798731679760235,0.9575678422197514
389,390,480.729,470.087,476.585,429.326,625.222,552.879,C5H11NO4S,204.0299,0.77,1.36,0.024,1/1,587.6912500000001,6.329610301098778,464.18175,5.094197328726678,0.7898394777870182,0.5807643219022193
390,391,6667.384,6514.161,6783.889,6969.323,5832.454,5897.136,C20H36O2,331.2606,31.31,1.04,0.021,1/1,5925.126749999999,1.2859202828327179,6733.68925,2.8518541284112535,1.1364633254470042,1.0927531975451963
391,392,76775.165,81209.47,80146.217,83297.45,68884.463,68372.783,C20H28O5S,398.1994,10.91,1.17,0.011,1/1,68105.26625,1.2910419687054282,80357.0755,3.3888334327542595,1.1798951817474175,1.008457420296938
392,393,3070.874,2648.349,2568.92,2272.193,2529.231,2550.618,C18H17NO5,345.1464,3.71,1.21,0.006,1/1,2539.4122500000003,0.7864409536451736,2640.084,12.48728479875314,1.0396437207074194,0.8592096865350574
393,394,4768.842,4816.861,5265.257,5624.125,2141.525,2041.266,C21H25ClO6,426.1676,17.22,2.04,0.059,2/1,2007.674,6.056541989478467,5118.77125,7.898905751623795,2.5496027990600068,1.249805293656866
394,395,721.903,694.994,723.265,835.777,683.99,639.639,C12H18O,196.1695,14.68,1.17,0.144,1/1,655.03375,3.202329424565489,743.98475,8.40933370174982,1.1357960563100755,0.9707658600940817
395,396,269.333,314.889,281.925,341.987,183.134,284.798,C10H12O,166.1223,3.96,1.15,0.078,1/1,266.48525,22.35006519319624,302.0335,10.872669860050372,1.133396688934941,0.9855623382042965
396,397,64711.021,66890.507,70288.687,68509.521,62832.739,62880.976,C5H11NO2S,167.0851,7.98,1.0,0.972,1/1,62475.93925,1.0086617475307689,67599.934,3.5116526964657084,1.082015489667088,1.082015489667088
397,398,111020.879,127240.085,113113.634,113517.198,115119.549,104147.213,C26H29NO4S2,484.1613,15.5,1.08,0.439,1/1,107293.25525,4.876715064524451,116222.949,6.389276136300135,1.0832269813157709,1.0029879456627508
398,399,187208.534,188760.032,191843.956,196933.451,180644.516,181774.611,C20H23N,278.1905,10.09,1.06,0.596,1/1,186423.90775,4.658149113887959,191186.49325,2.243056275878533,1.02554707471526,0.967497240297415
399,400,2607.97,2595.325,2798.114,3186.075,2071.862,1835.786,C7H15NO2,146.1169,0.68,1.07,0.713,1/1,1992.3795,7.185317881129586,2796.871,9.852130200244543,1.4037842690109992,1.3119479149635505
400,401,22670.0,22478.098,23176.407,23129.072,22928.018,21723.244,C16H25NO4S,328.1578,3.19,1.27,0.004,1/1,22858.884749999997,3.72096999920022,22863.39425,1.503333863844487,1.0001972755910589,0.7875569099142196
401,402,64520.653,71027.949,71003.557,72891.622,69524.747,70654.543,C20H18N4O3,363.1452,4.43,0.89,0.259,1/1,72519.235,4.103151499471862,69860.94524999999,5.250983442990426,0.9633436597890199,1.0824086065045166
402,403,48787.671,47862.378,43730.544,53233.764,45428.16,44395.653,C27H28N2O3,429.2171,10.02,1.07,0.583,1/1,44636.72675,1.3998183574731715,48403.58925,8.055343673562822,1.084389308407342,1.0134479517825625
403,404,7920.196,7815.768,8379.852,8679.4,6556.077,6852.837,C18H11BrN2O2,367.0074,25.1,1.27,0.001,1/1,6470.1875,4.810987721810048,8198.804,4.919701733955847,1.267166368826251,0.9977687943513788
404,405,11453.828,12273.459,13832.88,14474.365,10261.484,10400.47,C19H12ClN3O2,350.069,20.35,1.28,0.023,1/1,9858.027,5.597134596766104,13008.633,10.675393577836893,1.3195980290985203,1.0309359602332189
405,406,1381.467,1316.832,1365.322,1326.673,1487.036,1564.824,C14H16N2O,229.1334,3.74,1.24,0.018,1/1,1459.4277499999998,6.144386579396814,1347.5735,2.28548092035953,0.9233574597988836,0.7446431127410352
406,407,58120.696,55025.077,56133.788,53929.077,50254.358,51435.139,C28H33N7O2,500.277,5.55,1.01,0.67,1/1,52029.061,5.063660454310328,55802.159499999994,3.205354885359605,1.072519058147138,1.0619000575714237
407,408,3914.037,4228.385,5029.56,5991.889,4592.793,4928.512,C17H13Cl2NO4,366.0291,17.77,1.06,0.624,1/1,4746.9484999999995,4.386405270939623,4790.96775,19.37387868606,1.0092731678045381,0.9521444979288095
408,409,938.911,944.459,1187.525,1018.69,905.859,916.542,C14H11Cl3N2O3,360.9906,29.15,1.18,0.143,1/1,857.019,8.735722779251534,1022.39625,11.339884140299548,1.1929680088772827,1.0109898380315956
409,410,52706.85,55725.771,60664.119,55814.147,52437.111,50343.513,C25H27NO2,374.2117,19.25,1.03,0.533,1/1,51610.3455,3.1317501736208557,56227.72175,5.853805614963807,1.0894660984201316,1.05773407613605
410,411,38029.919,36907.569,37087.155,37494.232,33907.842,34467.722,C26H22Cl2N4O3,509.1142,28.54,1.18,0.001,1/1,33770.45825,1.6393299491254152,37379.71875,1.3326139711887863,1.1068762666257275,0.9380307344285826
411,412,7269.142,6974.937,7784.837,8232.304,6751.262,7055.847,C29H32O7S,525.1939,28.97,1.14,0.029,1/1,6597.12925,5.6906095805778,7565.305,7.356947280042192,1.1467571292467857,1.0059273063568297
412,413,10937.958,10242.636,10442.705,10364.664,12124.534,12627.625,C18H13N3OS2,352.0572,6.35,0.88,0.128,1/1,11556.67575,10.127701175934998,10496.99075,2.9083563611350036,0.9083053792523339,1.032165203695834
413,414,22606.783,26240.863,28521.146,28011.529,25699.128,24996.792,C28H35ClN6O3,539.2532,4.07,0.97,0.55,1/1,25514.81175,2.9616844582396453,26345.08025,10.161066455167516,1.03254064768869,1.0644748945244227
414,415,28694.572,29233.211,30327.302,31331.327,31198.539,27351.999,C18H17NO4,312.1232,23.75,0.97,0.332,1/1,30254.0565,6.397039800020322,29896.603,3.9240525850473023,0.9881849397617143,1.0187473605790869
415,416,15945.613,17325.413,15086.505,18827.834,18974.265,18184.891,C21H23N3O5,398.1708,3.49,1.2,0.126,1/1,18417.5215,2.048880666275714,16796.341249999998,9.755168217814838,0.9119761988604166,0.7599801657170139
416,417,19752.817,20364.667,22619.169,22415.857,16558.562,17365.65,C18H19F3N6O,393.1643,4.61,1.25,0.006,1/1,16651.468500000003,3.3340248489880495,21288.1275,6.782036398427525,1.2784534589246586,1.0227627671397268
417,418,24291.328,23736.18,25124.707,25449.503,21802.845,22413.468,C23H19NO3,358.1441,28.23,1.19,0.009,1/1,21864.2045,1.7777031173385127,24650.4295,3.1668995855296638,1.1274331750784712,0.947422836200396
418,419,4347.969,4478.38,3804.975,3783.855,7020.968,5336.388,C35H51N5O4,606.401,3.55,0.47,0.002,1/2,6601.2015,13.780905554319938,4103.79475,8.803785651441157,0.6216739104237312,1.3227104477100664
419,420,43877.032,39882.275,41814.193,44332.828,44769.903,43611.279,C13H16N4O2,261.1347,3.57,1.21,0.003,1/1,42776.97825,3.9745477790360937,42476.582,4.820174448948322,0.9929776187498704,0.8206426601238599
420,421,11560.652,12423.082,11814.285,9989.438,9043.112,10079.401,C30H38ClN7O3,580.2794,5.88,1.34,0.242,1/1,8093.152249999999,21.649061036107767,11446.86425,9.057748551083101,1.414388843358285,1.0555140622076753
421,422,19323.104,20525.033,19304.548,19442.14,21688.872,20853.111,C17H13Br2N5OS,495.9259,12.43,0.96,0.548,1/1,21199.2825,1.9951524000398888,19648.70625,2.9894572918383564,0.9268571353771052,0.9654761826844847
423,424,30297.198,32497.551,34682.315,35795.487,27307.103,28371.579,C36H39NO5,566.2902,25.4,1.23,0.019,1/1,26480.096999999998,6.906463138475523,33318.13775,7.310386378086416,1.2582332213511154,1.0229538384968417
424,425,31199.572,32794.768,30167.454,33007.43,22905.111,25355.744,C21H19FN6O2,407.1625,4.68,1.33,0.054,1/1,23154.110999999997,8.029415726719977,31792.305999999997,4.248420039915471,1.373073921948461,1.0323864074800457
425,426,11071.855,11602.84,9224.463,8603.408,8847.654,9229.894,C18H17F3N2O2,351.1314,31.48,0.98,0.846,1/1,9531.4215,6.196653817858129,10125.6415,14.205255646675505,1.0623432716725412,1.0840237466046339
426,427,35094.712,34052.344,35578.202,38336.746,30771.321,33916.666,C19H20N2O2,309.1598,5.22,1.37,0.02,1/1,31435.53275,6.376944038824897,35765.501000000004,5.112725922000429,1.137741207837491,0.8304680349178767
427,428,8967.396,7376.908,7816.742,9509.993,12262.914,12666.755,C15H11Cl2NO3,324.0188,18.06,0.77,0.23,1/1,12833.076749999998,3.8464813081044698,8417.759750000001,11.75958517291282,0.65594244575838,0.8518733061797142
428,429,90.499,92.499,114.794,94.015,94.368,68.966,C11H6F3NO2S,274.0144,24.86,1.22,0.187,1/1,76.5835,15.623947543649031,97.95174999999999,11.556832833019351,1.2790189792840494,1.0483762125279095
429,430,26125.791,31539.861,26041.471,26636.683,18261.732,21892.27,C26H34ClN6O2P,529.2241,3.54,1.42,0.145,1/1,18319.994000000002,14.444107490600597,27585.951500000003,9.602804384833208,1.5057838719816174,1.0604111774518434
431,432,41132.419,41349.544,43523.205,41265.498,35693.831,36588.686,C33H43N7O2,570.3554,11.9,1.13,0.006,1/1,36752.8,4.006775063096558,41817.6665,2.727397879831638,1.137808996865545,1.0069106166951727
432,433,3787.033,3506.339,4013.738,4373.615,2464.858,2257.946,C20H16N6S,373.1233,4.09,1.18,0.04,1/1,2390.184,3.900298625955936,3920.1812499999996,9.353489466798766,1.6401169324202653,1.3899296037459876
433,434,6728.493,6696.099,6915.879,7013.448,6042.062,5959.983,C16H25N3O3,308.1966,4.81,1.07,0.19,1/1,6379.74,7.372144416773644,6838.47975,2.217288399975109,1.0719057124585016,1.0017810396808426
434,435,15953.249,16520.909,16744.648,15467.798,15913.12,16281.542,C27H36N6O3S,525.2641,3.78,1.09,0.009,1/1,16392.8835,2.2768372287973433,16171.651,3.5583643205642614,0.9865043572108592,0.9050498690007882
435,436,28122.817,30230.967,29912.034,31092.074,27250.764,28000.008,C18H23F2N5O4S2,476.1233,17.79,1.24,0.001,1/1,27148.33275,2.3715824075852048,29839.472999999998,4.183246642219472,1.0991272751362604,0.8863929638195649
436,437,2801.844,2980.188,3255.422,3228.326,2169.501,2497.705,C28H36O15,613.2122,7.28,1.33,0.021,1/1,2120.4122500000003,13.334675822464428,3066.4449999999997,7.028967400213052,1.446155104980175,1.0873346653986278
437,438,31871.355,33690.379,32738.77,34358.66,21413.505,22453.647,C16H18N2O2,271.1441,5.1,1.45,0.003,1/1,22534.68275,4.305020637280578,33164.791,3.2828059635650506,1.4717221168778156,1.0149807702605624
438,439,3466.083,3228.724,3036.18,2925.824,2210.37,2274.934,C24H23ClFN5O2,468.1594,5.07,1.02,0.624,1/1,2444.37775,11.765754125249481,3164.2027500000004,7.490081261290628,1.2944818983072481,1.2690999003012235
439,440,35738.5,39144.113,41301.536,41181.101,24726.197,27983.987,C24H23N3O5,434.171,18.32,1.42,0.015,1/1,24345.828,11.021866567237202,39341.3125,6.603358869622052,1.6159365169260211,1.1379834626239587
440,441,11688.086,11649.534,11915.483,11312.019,9697.416,10165.348,C21H15F4N5O2S,478.0953,26.91,1.11,0.022,1/1,9771.363249999999,2.750404790965934,11641.2805,2.138111955805799,1.1913670797163336,1.0733036754201202
441,442,502.782,522.3,473.797,449.916,904.467,677.477,C48H78O19,959.5209,10.07,0.68,0.078,1/1,865.76575,16.240105449619318,487.19874999999996,6.5387459174395755,0.5627373801747181,0.8275549708451736
442,443,67877.714,71417.91,77115.713,77942.046,79525.792,72811.03,C27H41NO2,412.321,9.77,0.83,0.162,1/1,79357.084,5.913128626136899,73588.34575000001,6.503829757920674,0.9273065747980357,1.1172368371060672
443,444,48818.673,51335.503,51716.436,56643.869,49378.676,46516.557,C13H12N2O,213.1023,4.0,0.95,0.576,1/1,49851.496250000004,5.534907590774239,52128.62025000001,6.2791466172949715,1.0456781475240073,1.100713839498955
444,445,5809.968,6124.645,5840.999,6080.684,5919.765,6081.118,C20H24O6,361.1647,8.89,1.13,0.193,1/1,5975.885249999999,5.901565913875007,5964.0740000000005,2.708404849113413,0.9980235145914158,0.883206650080899
445,446,20450.477,20723.933,20775.618,24052.048,16763.907,17017.183,C15H15FIN3O3,432.0213,6.69,1.25,0.025,1/1,16530.50475,3.1277820710100386,21500.519,7.939301777540352,1.300657138131248,1.0405257105049983
446,447,19108.256,18427.47,18301.559,17840.934,17618.226,16574.363,C28H36O3,421.2738,32.32,1.07,0.298,1/1,17190.0745,3.166642610372361,18419.554750000003,2.843712995159262,1.0715226830459639,1.0014230682672558
447,448,63269.987,67205.069,68866.879,70352.329,66585.245,65349.844,C17H19FN4O4,363.1456,4.37,0.9,0.274,1/1,70127.35475,7.165483212575205,67423.56599999999,4.527955766960422,0.9614445923471824,1.068271769274647
448,449,18093.603,19464.741,18073.365,18602.078,19631.223,17981.547,C34H34F2N4O6,633.2518,8.34,0.91,0.174,1/1,20207.535750000003,8.771118194188361,18558.446750000003,3.5123226958621427,0.9183923749831793,1.0092223900914057
449,450,27151.127,27731.626,30415.258,29010.477,24003.693,22200.076,C25H22F3N5O4S,546.142,20.01,1.18,0.022,1/1,22954.63825,3.562921349050998,28577.122,5.076950678800309,1.2449388959549383,1.0550329626736765
450,451,28437.287,30145.01,31885.264,34000.242,21419.092,23380.697,C18H11F3N2O,329.0893,26.11,1.4,0.004,1/1,21617.38925,5.823828540652603,31116.95075,7.656603398746363,1.4394407386636663,1.0281719561883331
451,452,2748.018,2459.495,2765.667,2958.203,2384.467,2319.425,C30H42N8O3,563.3447,3.59,1.3,0.118,1/1,2277.5657499999998,4.3709766142006155,2732.84575,7.523289526407375,1.1998976319344459,0.9229981784111122
452,453,12371.999,12137.574,12653.001,13199.093,11017.345,10874.763,C9H9N3O2,192.0767,3.23,1.14,0.072,1/1,10761.245499999999,2.605459937319029,12590.41675,3.631567602950457,1.1699776526797017,1.026296186561142
453,454,1907.711,1775.321,1968.644,1898.706,1780.546,1613.457,C26H40O3,401.3047,33.52,1.06,0.407,1/1,1799.8065000000001,8.385528646902808,1887.5955000000001,4.29329864305302,1.0487769101845115,0.9894121794193504
454,455,4894.256,4831.208,5192.297,5026.607,4390.56,3998.205,C22H30O4,359.2214,14.25,1.09,0.272,1/1,4411.7302500000005,7.973669096567244,4986.092,3.204428453579141,1.1301896801147349,1.0368712661603072
455,456,66111.023,75803.259,70570.485,76576.812,50954.308,76031.361,C28H37N3O3S3,560.2075,23.83,1.07,0.67,1/1,65224.74525,17.418134542564083,72265.39475,6.77226435657879,1.1079444537960845,1.0354621063514808
456,457,150483.53,151581.399,159266.996,168684.416,114656.707,132528.05,C24H26N4O4,435.2028,7.77,1.34,0.015,1/1,121359.31525,7.6521320413108755,157504.08525,5.343188633203531,1.2978326791440924,0.9685318501075316
457,458,5407.388,5787.392,4732.358,5447.705,4829.258,4697.441,C16H14Br2N4O4,486.9431,30.81,1.08,0.349,1/1,4840.78925,9.273324778773784,5343.71075,8.26704965331259,1.1038924592720083,1.0221226474740817
458,459,59.441,62.602,46.084,36.329,43.324,50.093,C5H5N5S,168.0326,35.71,1.19,0.411,1/1,40.78625,22.2273880950303,51.114000000000004,23.833183450317776,1.2532164638818228,1.053123078892288
459,460,3907.188,3927.452,1127.696,1280.695,3791.169,3294.552,C6H7NO2,126.0544,0.53,0.89,0.798,1/1,3068.50825,20.925746993920583,2560.7577499999998,61.21976319475741,0.8345285530843856,0.9376725315554894
