,Compound Name,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_2_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_1_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_2_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_3_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_4_Retention Time,/home/zzy/peak-output/tof/SampleA_3-20170326-960MIX_SampleA_4_Retention Time,/home/zzy/peak-output/tof/SampleA_4-20170326-960MIX_SampleA_5_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_2_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_1_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_2_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_3_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_4_Area,/home/zzy/peak-output/tof/SampleA_3-20170326-960MIX_SampleA_4_Area,/home/zzy/peak-output/tof/SampleA_4-20170326-960MIX_SampleA_5_Area,Compound formula,mz,rt,Fold change,Compound concentration ratio,p-value,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
307,308,8.458,8.411,8.338,8.319,8.326,8.34,8.388,8.378,6606.458,6779.005,7027.675,7352.404,6923.719,6865.919,7089.845,6962.446,C23H26IN7O2S,592.0988,8.33,1.05,1/1,0.484,6859.4385,3.0829938584256986,7042.429250000001,3.084408247410889,1.0266772200086058,0.9777878285796245
308,309,9.273,9.229,8.993,8.939,8.906,8.845,9.167,9.122,2534.266,3095.928,4581.977,4501.659,4355.154,4390.925,3329.962,3492.371,C14H17IN4O2,401.0467,9.03,1.26,1/1,0.08,3113.1317499999996,13.453189346794614,4457.42875,2.3297100361011114,1.4318150042959155,1.1363611145205679
309,310,10.281,10.242,9.989,9.946,9.908,9.812,10.172,10.13,12784.244,12256.806,13770.78,13744.815,10808.38,13610.635,12813.74,12496.8,C29H29ClN4O2,501.2051,10.03,1.09,1/1,0.577,12587.8975,2.089157964330293,12983.6525,11.182359755786644,1.031439324954783,0.9462746100502596
310,311,25.245,25.253,25.302,25.329,25.368,25.395,25.238,25.259,13004.421,12672.91,14700.371,15538.12,15037.173,14862.346,12445.747,13141.719,C30H31FN4O2,499.2504,25.26,1.21,1/1,0.063,12816.199249999998,2.463938488884947,15034.5025,2.4132625088403556,1.173085889718826,0.9694924708420051
311,312,5.597,5.594,5.515,5.495,5.49,5.485,5.536,5.526,2660.161,2432.381,3130.876,3243.342,3254.604,3388.936,2612.583,2814.058,C15H19Cl2N3O4,376.0823,5.49,1.3,1/1,0.007,2629.79575,5.9779717508707115,3254.4395,3.2460759333599953,1.2375255758931087,0.9519427506870067
312,313,30.619,30.617,30.605,30.616,30.607,30.611,30.612,30.618,9340.18,9511.126,9505.28,10613.74,10238.93,10296.721,9320.663,9189.028,C21H19Cl2IN4O2,557.0004,30.58,1.04,1/1,0.042,9340.24925,1.415647503831185,10163.66775,4.612811423821636,1.0881580863594191,1.0463058522686721
313,314,26.772,26.781,26.882,26.911,26.957,26.987,26.802,26.82,11334.05,13445.633,14165.516,14139.636,14047.74,15178.159,13012.742,13209.836,C27H20ClFN4O4,519.1233,26.83,1.09,1/1,0.385,12750.56525,7.53520388907715,14382.76275,3.7035091831818483,1.128009815094276,1.0348713899947484
314,315,14.637,14.653,14.648,14.682,14.673,14.693,14.65,14.642,1672.119,1683.772,1821.678,1834.22,1814.545,1896.407,1679.255,1726.701,C19H18ClN3O4,388.1055,14.63,1.09,1/1,0.121,1690.46175,1.4570676182492943,1841.7125,2.028491411113216,1.0894730389492695,0.9995165494947426
315,316,22.323,22.345,22.306,22.292,22.374,22.373,22.345,22.329,1804.681,1704.135,2026.003,2177.235,2095.148,2107.032,1787.938,1935.001,C16H11BrN2O,327.012,22.3,1.16,1/1,0.073,1807.93875,5.279354836768977,2101.3545000000004,2.9472080263969618,1.1622929703785598,1.0019766986022067
316,317,22.063,22.034,21.739,21.698,21.61,21.544,21.95,21.882,2656.468,2593.236,2683.122,3085.441,3206.618,3027.589,2464.548,2248.624,C30H27N5O,474.2288,21.77,1.31,1/1,0.022,2490.719,7.229704784305167,3000.6925,7.480649151246702,1.204749512088678,0.9196561160982274
317,318,10.642,10.599,10.37,10.317,10.276,10.207,10.541,10.512,5890.23,5973.678,7791.231,8228.758,8864.633,8377.191,6157.718,6272.453,C25H27N3O2S,434.1895,10.41,1.26,1/1,0.022,6073.51975,2.8554061008492924,8315.45325,5.322849861831748,1.3691324952059307,1.0866130914332783
318,319,26.202,26.204,26.206,26.202,26.2,26.217,26.183,26.191,1437.394,1403.385,1760.368,1810.674,1785.321,1977.104,1565.269,1644.524,C19H20ClN3O5S,438.0883,26.18,1.27,1/1,0.011,1512.643,7.417018632579839,1833.36675,5.3454099454856525,1.2120287139794386,0.9543533180940461
319,320,5.221,5.2,5.073,5.046,5.012,5.001,5.157,5.133,21002.794,18939.715,21738.158,20863.468,19700.713,20892.157,17456.139,17857.933,C15H18N2,227.1544,5.1,1.13,1/1,0.208,18814.14525,8.440034969415677,20798.624000000003,4.023709975058829,1.10547801792909,0.9782991309106992
320,321,17.883,17.892,17.862,17.952,17.959,18.008,17.893,17.898,297.621,376.606,233.79,135.18,200.673,237.458,360.505,359.92,C14H16ClN5O2S,354.0785,17.9,0.68,1/1,0.26,348.663,10.008323157932264,201.77525,23.481139243407988,0.5787113918023994,0.8510461644152931
321,322,16.755,16.756,17.03,17.12,17.194,17.292,16.833,16.865,5952.23,5718.567,5831.63,5756.355,6110.97,6771.367,5816.434,5531.651,C28H23N7O2,490.1985,16.95,1.21,1/1,0.001,5754.720499999999,3.0740768032991466,6117.5805,7.548466460926684,1.0630543220995703,0.8785572909913805
322,323,24.61,24.597,24.418,24.387,24.366,24.342,24.517,24.494,28492.985,24877.228,35521.431,33597.505,31577.838,25308.18,31891.347,27274.745,C30H26F2N4O5,561.1949,24.44,0.87,1/1,0.069,28134.07625,10.381349618913031,31501.2385,14.067885354438536,1.1196827015068604,1.2869916109274258
323,324,11.803,11.766,11.5,11.452,11.376,11.309,11.694,11.64,1457.779,1533.302,1996.263,2081.548,2039.847,2083.511,1787.12,1784.562,C23H25F4N3O3S,500.1623,11.53,1.19,1/1,0.031,1640.69075,10.387123330324275,2050.29225,2.0126930312987077,1.2496518615711096,1.0501276147656384
324,325,32.389,32.374,32.356,32.374,32.367,32.385,32.347,32.355,4971.48,5228.085,5139.762,5511.278,5307.351,5964.881,5229.617,4911.605,C30H25F10NO3,638.1752,32.33,1.12,1/1,0.094,5085.196749999999,3.29722085554685,5480.818,6.507727409405225,1.0777986122169219,0.9623201894793945
325,326,17.638,17.633,17.649,17.623,17.647,17.683,17.637,17.625,4523.478,4378.386,4604.295,4766.616,4600.541,4089.609,4652.326,4667.342,C19H17ClN2O5,389.0899,17.63,1.07,1/1,0.255,4555.383000000001,2.952765204617695,4515.26525,6.514392076116726,0.9911933310547104,0.9263489075277667
326,327,30.753,30.765,30.77,30.756,30.773,30.743,30.764,30.762,254.472,228.373,282.216,273.422,266.638,294.072,238.504,235.283,C21H20N2OS3,413.0807,30.76,1.14,1/1,0.022,239.15800000000002,4.620191458102489,279.087,4.246709370579687,1.1669565726423534,1.0236461163529418
327,328,5.164,5.205,5.43,5.398,5.529,5.598,5.266,5.254,159.583,131.211,157.884,188.527,218.939,233.827,153.32,159.339,C10H7NO2,174.0535,5.35,1.39,1/1,0.003,150.86325,8.894071410987948,199.79424999999998,16.8700737185521,1.324340089451871,0.9527626542819218
328,329,19.947,19.864,19.737,19.672,19.649,19.637,19.834,19.795,245.236,249.765,281.181,279.915,265.203,288.222,248.618,254.09,C42H45ClN6O5S2,813.2653,19.72,0.99,1/1,0.946,249.42725,1.4653516440901677,278.63025,3.4700723915550653,1.117080230808783,1.1283638695038212
329,330,15.532,15.537,15.541,15.539,15.539,15.559,15.532,15.526,3719.125,3920.076,3950.453,4575.431,4759.694,4720.239,3956.453,3994.407,C20H20N4O3,365.1609,15.51,1.12,1/1,0.136,3897.5152500000004,3.1491306789161024,4501.454250000001,8.34794569910626,1.154954877982838,1.0312097124846766
330,331,3.533,3.532,3.497,3.494,3.482,3.485,3.518,3.511,4727.878,4654.885,5828.254,5668.427,5834.674,6412.352,5151.224,5070.758,C19H31N5O2,362.2552,3.49,1.27,1/1,0.004,4901.18625,5.025071578294705,5935.92675,5.505355289777007,1.211120420081975,0.9536381260487992
331,332,5.65,5.658,5.681,5.676,5.694,5.691,5.652,5.658,1120.678,1122.315,1380.622,1429.334,1520.847,1603.806,1187.033,1292.363,C9H9BrN2O3,272.9868,5.65,1.27,1/1,0.001,1180.59725,6.832490831855037,1483.65225,6.67080222392364,1.2566963458537619,0.9895246817746156
332,333,6.521,6.515,6.462,6.419,6.413,6.449,6.479,6.457,3623.803,3407.119,1667.831,1713.992,1765.788,2134.766,3478.738,3104.978,C28H31N5O,454.2596,6.43,0.58,1/2,0.005,3403.6594999999998,6.421707591669863,1820.59425,11.712417545418456,0.5348931789446036,0.9222296188700063
333,334,19.711,19.643,19.282,19.18,19.08,18.992,19.544,19.481,2551.419,2373.006,2115.069,2109.176,2666.825,2637.121,2264.428,2095.096,C27H31FN4O2,463.2503,19.33,0.96,1/1,0.517,2320.9872499999997,8.251316665277539,2382.0477499999997,13.094948424291852,1.026307985965886,1.0690708187144646
334,335,8.121,8.111,8.1,8.094,8.105,8.128,8.082,8.1,2040.475,2080.949,2808.134,3193.844,3345.839,3053.071,2042.643,2120.027,C17H18N2O2,283.1442,8.06,1.67,1/1,0.006,2071.0235000000002,1.8149370926625656,3100.2219999999998,7.370314195824287,1.4969516280235349,0.8963782203733742
335,336,3.676,3.699,3.716,3.739,3.736,3.73,3.695,3.679,736.853,626.694,845.13,859.129,971.974,942.386,715.675,712.877,C9H7NO2,162.0544,3.67,1.24,1/1,0.013,698.0247499999999,6.9830829946989486,904.65475,6.865116747179504,1.2960210221772224,1.0451782436913084
336,337,7.996,7.949,7.739,7.7,7.675,7.637,7.878,7.849,419.661,427.448,593.396,584.371,594.282,636.713,428.567,443.634,C21H23Cl2N5O2S,480.1019,7.77,1.44,1/1,0.003,429.8275,2.3312716179561823,602.1904999999999,3.8935472762418133,1.4010050543531998,0.9729201766341665
337,338,5.689,5.663,5.509,5.475,5.456,5.427,5.607,5.581,12719.028,12157.005,12065.616,12091.125,11148.633,11656.471,12346.461,11938.636,C22H31N3O2,370.2489,5.57,0.88,1/1,0.056,12290.2825,2.6920121686110896,11740.46125,3.764481259929685,0.9552637419034103,1.0855269794356937
338,339,25.972,25.955,25.888,25.851,25.855,25.833,25.896,25.856,79.382,59.553,37.953,47.151,35.837,33.858,30.512,36.757,C47H55ClF3N5O6S3,974.3027,25.84,0.77,1/1,0.355,51.551,43.377265431458405,38.69975,15.186273273986007,0.7507080367015189,0.9749455022097647
339,340,3.887,3.89,3.927,3.93,3.941,3.966,3.891,3.882,2315.382,2113.98,3153.144,3187.886,3091.501,2845.673,2777.913,2534.076,C27H32N6,441.2756,3.87,1.2,1/1,0.235,2435.3377499999997,11.728887152340004,3069.5509999999995,5.032725075532461,1.2604210647989176,1.0503508873324314
340,341,10.386,10.369,10.304,10.291,10.314,10.281,10.36,10.342,3386.006,3527.7,3500.685,3209.153,3388.666,3363.641,3501.722,3601.465,C22H29N7O,408.2503,10.3,1.0,1/1,0.992,3504.22325,2.5518249163046876,3365.53625,3.5680075233639625,0.9604228982842347,0.9604228982842347
341,342,24.631,24.626,24.364,24.334,24.256,24.585,24.523,24.457,8740.503,9947.55,10113.02,10206.283,10091.292,1464.095,9826.234,9361.091,C31H33ClN2O3,517.2253,24.41,1.11,1/1,0.002,9468.8445,5.781186885712819,7968.672500000001,54.4215097121473,0.8415675745863185,0.7581689861138003
342,343,10.26,10.252,10.187,10.179,10.174,10.074,10.223,10.228,4013.308,4030.556,5482.52,5743.942,6279.004,8089.777,4079.66,4301.544,C20H15ClF3N5,418.1038,10.16,1.43,1/1,0.001,4106.267,3.2434519456516644,6398.810750000001,18.363424108517613,1.5583036246790578,1.0897228144608797
343,344,22.245,22.262,22.317,22.332,22.33,22.348,22.307,22.306,297.276,302.405,426.105,424.251,424.18,449.414,303.244,350.913,C12H13N3O3S,280.0749,22.28,1.37,1/1,0.019,313.45950000000005,8.009952970778937,430.9875,2.8577667473961434,1.3749383891698925,1.0036046636276588
344,345,5.556,5.515,5.341,5.283,5.255,5.216,5.456,5.386,1668.2,1457.949,2007.999,1876.326,1607.141,1495.72,1688.167,1681.023,C22H32N6,381.2761,5.34,1.1,1/1,0.475,1623.8347500000002,6.829425838754173,1746.7965000000002,13.529018827641021,1.075723068495732,0.9779300622688472
345,346,3.872,3.869,3.891,3.888,3.881,3.875,3.877,3.89,2003.326,2023.306,2513.472,2752.116,2983.904,2905.275,2112.248,2099.904,C20H25N5O2,368.2077,3.85,1.3,1/1,0.054,2059.696,2.641482526019032,2788.69175,7.429651130891261,1.353933663026,1.041487433096923
346,347,6.714,6.707,6.561,6.522,6.512,6.491,6.637,6.614,5379.514,5178.663,6041.768,6056.76,5828.881,6146.735,5718.077,5400.013,C20H20N2O4,353.1496,6.55,1.15,1/1,0.111,5419.06675,4.1142936120353655,6018.536,2.23752104912321,1.110622230294543,0.9657584611256896
347,348,6.741,6.764,7.025,7.054,7.145,7.223,6.797,6.841,1719.919,1951.949,2923.796,3265.984,3307.874,2433.523,2344.165,2443.39,C21H17F3N4,383.1476,6.9,1.35,1/1,0.097,2114.85575,15.989150486915166,2982.79425,13.563764787997409,1.4104008039318991,1.044741336245851
348,349,3.424,3.411,3.448,3.443,3.457,3.482,3.415,3.415,1565.43,1483.442,1088.429,1211.511,972.672,1008.054,1631.493,1600.406,C25H21N3O,380.1754,3.39,0.85,1/1,0.231,1570.19275,4.064462558759346,1070.1665,9.900140334128354,0.6815510388772335,0.8018247516202747
349,350,8.386,8.394,8.393,8.406,8.425,8.443,8.385,8.397,4997.45,4854.09,4643.322,5058.105,5204.891,5186.633,4981.815,4760.861,C19H12F4N4O2,405.0968,8.42,1.13,1/1,0.088,4898.554,2.28691213288343,5023.23775,5.207085352650417,1.025453174549061,0.907480685441647
350,351,6.382,6.372,6.293,6.273,6.269,6.266,6.333,6.3,1974.929,1862.829,2958.505,2900.674,3018.19,2923.293,2227.912,2279.354,C20H21N5O4,396.1663,6.29,1.55,1/1,0.007,2086.256,9.573224046691617,2950.1655,1.7359481562309085,1.4140956335176509,0.9123197635597747
351,352,10.064,10.039,9.942,9.939,9.955,9.959,10.001,9.979,15473.055,17307.64,16529.201,16439.779,17631.978,16369.543,15778.271,15664.945,C17H18N2,251.1542,9.96,0.95,1/1,0.537,16055.97775,5.255965865633413,16742.62525,3.562708736497412,1.0427658477541177,1.0976482607938083
352,353,31.199,31.211,31.2,31.206,31.201,31.188,31.198,31.201,6848.185,6571.912,7619.552,7742.04,8044.588,7684.056,7412.533,7769.886,C30H28N2O6S,545.174,31.16,1.05,1/1,0.595,7150.629000000001,7.567558642965637,7772.559,2.420397543869007,1.0869755653663473,1.035214824158426
353,354,4.884,4.882,4.817,4.791,4.759,4.742,4.827,4.819,2021.325,2067.975,2721.768,2663.275,2710.835,2586.691,2191.22,2128.72,C16H14BrN3O3,376.0291,4.8,1.26,1/1,0.076,2102.31,3.510490703971505,2670.64225,2.30125749885242,1.2703370340244777,1.008203995257522
354,355,31.969,31.978,31.946,31.964,31.934,31.961,31.952,31.942,2365.279,1910.199,2779.373,2665.712,2765.141,2834.464,2332.21,2139.191,C26H25F9N2O4,601.1745,31.9,1.1,1/1,0.204,2186.71975,9.584298439231114,2761.1725,2.546456698649765,1.2627006730057657,1.1479097027325142
355,356,9.499,9.435,9.221,9.185,9.159,9.091,9.388,9.335,1275.67,1129.67,1525.626,1661.764,1878.647,1895.439,1043.621,1334.146,C20H18F6N4O,445.1455,9.27,1.28,1/1,0.013,1195.77675,11.120743549811852,1740.3690000000001,10.249686837379322,1.4554297029106813,1.1370544553989697
356,357,29.52,29.53,29.519,29.523,29.526,29.527,29.517,29.517,8641.242,8172.182,8644.277,8971.057,9834.321,8647.921,7708.494,7872.985,C27H29NO3,416.2221,29.49,1.1,1/1,0.226,8098.72575,5.055791411202454,9024.394,6.2193948290428045,1.1142980116347316,1.0129981923952105
357,358,9.286,9.239,8.981,8.924,8.908,8.855,9.184,9.167,4994.975,5602.095,5693.031,7782.0,8554.659,9186.754,5797.005,4124.74,C24H27ClN2O4,443.1733,9.04,1.33,1/1,0.003,5129.703750000001,14.659873353182332,7804.111,19.478279261743577,1.5213570569255581,1.143877486410194
358,359,27.699,27.695,27.71,27.71,27.709,27.729,27.706,27.712,8283.261,8765.817,7811.128,8657.232,7879.534,8435.138,8597.157,7890.078,C22H20FN3O2,378.1611,27.68,0.98,1/1,0.891,8384.07825,4.595404595659817,8195.758,5.071056933105568,0.9775383477605304,0.9974881099597249
359,360,4.026,4.029,3.935,3.895,3.9,3.881,4.008,3.986,2417.918,2532.504,3044.459,3017.462,3151.404,3201.946,2414.019,2449.706,C12H17N3O3S,284.1062,4.01,1.21,1/1,0.015,2453.53675,2.2423842559378038,3103.81775,2.8133116150558104,1.2650382147322634,1.0454861278779037
360,361,21.192,21.203,21.247,21.251,21.256,21.282,21.228,21.232,7722.051,7353.762,8210.659,7546.455,5967.774,4058.64,7217.21,7661.367,C22H26FN3O2,384.208,21.21,0.85,1/1,0.464,7488.5975,3.2360795464043925,6445.882,28.68051574187764,0.860759574806898,1.012658323302233
361,362,5.599,5.62,5.69,5.698,5.732,5.756,5.625,5.635,3262.355,3462.597,4458.829,4742.052,4730.364,4956.05,3626.847,3580.753,C31H38N8O3,571.314,5.62,1.21,1/1,0.034,3483.1380000000004,4.669138619028127,4721.82375,4.314517425623577,1.3556235067344444,1.1203500055656566
362,363,7.014,7.031,7.01,7.001,6.997,7.039,6.678,6.969,301.921,280.875,344.013,295.361,371.933,367.482,189.006,326.626,C12H7N3O2S,258.0327,6.99,1.07,1/1,0.513,274.60699999999997,21.8684659290144,344.69725,10.18207007234187,1.2552383952339163,1.173119995545716
363,364,7.493,7.533,7.801,7.876,7.965,8.077,7.583,7.623,6271.442,6613.877,6484.778,7407.667,7306.969,8052.65,7045.032,6825.682,C18H17F3N2O3,367.1266,7.7,1.03,1/1,0.401,6689.00825,4.9239357145660945,7313.016,8.79851228093133,1.093288530478341,1.0614451752216902
364,365,3.262,3.257,3.246,3.249,3.238,3.237,3.257,3.238,625.574,669.579,658.675,720.102,728.417,700.669,644.338,615.343,C15H20BrN3O,338.0859,3.25,1.11,1/1,0.023,638.7085,3.7304561825769946,701.96575,4.432501402356472,1.0990393113603467,0.990125505730042
365,366,4.85,4.888,5.188,5.258,5.332,5.433,4.946,4.987,3490.073,3870.214,4299.214,4808.881,5126.573,4768.6,3562.169,3227.735,C18H21N3O2,312.1707,5.07,1.14,1/1,0.169,3537.54775,7.4703388651785385,4750.817000000001,7.1775328061346535,1.3429690101002878,1.178042991316042
366,367,0.647,0.646,0.65,0.671,0.667,0.659,0.663,0.646,75.986,88.19,120.516,146.317,156.509,136.636,77.129,76.513,C7H15N,114.1271,0.59,1.36,2/1,0.31,79.4545,7.35310014468248,139.9945,10.937744912275873,1.7619455159871373,1.2955481735199539
367,368,3.415,3.434,3.427,3.456,3.474,3.507,3.432,3.447,34.164,30.57,39.568,35.629,26.255,52.665,40.037,34.196,C21H16N2O9S2,505.0367,3.41,0.98,1/1,0.893,34.74175,11.280268897927556,38.52925,28.430219822074594,1.1090186878899306,1.131651722336664
368,369,9.088,9.039,8.866,8.81,8.8,8.726,8.986,8.978,106.112,119.008,127.038,123.4,115.043,134.517,115.005,104.122,C23H27N5,374.2335,8.88,1.11,1/1,0.288,111.06175,6.39542370320915,124.9995,6.473414801075986,1.1254955013764865,1.0139599111499877
369,370,29.826,29.824,29.819,29.837,29.838,29.84,29.811,29.811,2710.442,2904.259,2507.994,2419.294,2720.958,3106.124,2806.291,2974.49,C19H20Br2N6O4S,588.9687,29.81,0.94,1/1,0.556,2848.8705,4.044240439209018,2688.5925,11.373507836118483,0.9437398084609322,1.0039785196392896
370,371,32.878,32.854,32.816,32.845,32.86,32.839,32.834,32.86,43.545,44.637,57.328,81.775,51.77,59.539,49.747,39.291,C31H52O3,473.3944,32.73,1.57,1/1,0.012,44.305,9.703122104305635,62.60300000000001,21.073413019792753,1.413000789978558,0.900000503171056
371,372,18.963,18.865,18.527,18.451,18.353,18.257,18.778,18.703,2752.491,2791.631,3362.529,3123.697,3047.929,3190.178,2586.683,3081.364,C17H18Br2N2O,426.9834,18.55,1.15,1/1,0.032,2803.04225,7.339105476011492,3181.08325,4.218672731040343,1.1348681062513417,0.9868418315229059
372,373,3.814,3.818,3.733,3.707,3.702,3.7,3.798,3.779,3103.604,3092.881,3967.187,3955.451,3986.241,4347.908,2997.069,2864.155,C14H16N4O3S,321.0981,3.77,1.33,1/1,0.001,3014.42725,3.6836631583143618,4064.19675,4.664289676586761,1.3482484110372874,1.0137206098024718
373,374,18.315,18.302,18.377,18.39,18.394,18.407,18.346,18.351,1021.977,972.036,1332.726,1371.478,1305.481,1306.874,905.926,881.219,C17H18F3N3O3,370.137,18.33,1.26,1/1,0.092,945.2895,6.760173822747239,1329.13975,2.3233744310377413,1.4060663426389484,1.1159256687610701
374,375,2.491,2.487,2.624,2.576,2.54,2.601,2.532,2.531,110.704,104.738,123.127,154.331,229.449,187.684,132.887,132.742,C8H10N2O3S,215.0484,2.54,1.27,1/1,0.014,120.26775,12.21538047243284,173.64775,26.2562666600404,1.443843008620349,1.1368842587561803
375,376,6.471,6.489,6.725,6.782,6.878,6.952,6.53,6.565,10707.859,10493.743,12292.293,11091.499,13563.493,15823.157,11022.678,11254.985,C17H18N6,307.1666,6.64,1.19,1/1,0.041,10869.81625,3.0942981776247533,13192.6105,15.337453305556117,1.2136921357801242,1.0199093577984237
376,377,16.476,16.453,16.17,16.112,16.051,15.976,16.355,16.312,47508.592,55084.669,59790.583,58600.116,54782.257,53559.314,50660.713,50792.068,C28H24FN3O5,502.1774,16.18,1.07,1/1,0.061,51011.5105,6.09834095211391,56683.067500000005,5.263361033319213,1.11118190667967,1.038487763252028
377,378,28.935,28.932,28.956,28.983,28.97,28.978,28.945,28.956,23159.544,20451.931,23224.556,21167.685,23646.263,23267.075,22345.57,21281.607,C21H16ClF3N4O3,465.094,28.93,0.97,1/1,0.564,21809.663000000004,5.445597157144738,22826.39475,4.915089906860652,1.0466184071711697,1.0789880486300718
378,379,14.771,14.782,14.802,14.804,14.799,14.817,14.758,14.777,2783.368,2820.297,3446.944,3626.249,3777.784,3796.836,3268.609,3316.5,C20H21FN6O5,445.1627,14.76,1.27,1/1,0.003,3047.1935,9.332921484669368,3661.9532499999996,4.434584619940111,1.2017462133599326,0.9462568609133327
379,380,3.22,3.219,3.186,3.198,3.2,3.172,3.202,3.207,745.068,648.483,692.89,787.944,748.407,835.552,717.741,680.347,C13H16N4O,245.1397,3.19,1.09,1/1,0.285,697.90975,6.061386232105032,766.19825,7.893503018375184,1.0978471786645767,1.007199246481263
380,381,9.959,9.926,9.633,9.599,9.554,9.501,9.86,9.812,3277.073,3236.735,3414.14,3770.322,3574.425,4221.127,3398.305,3402.995,C24H28N2O3,393.2176,9.69,1.3,1/1,0.002,3328.777,2.5424211400395555,3745.0035,9.3254481311855,1.1250388656254233,0.8654145120195563
381,382,30.295,30.295,30.294,30.29,30.295,30.268,30.289,30.28,667.835,616.184,722.884,717.806,767.125,746.023,602.994,599.909,C24H28N2O3,393.2172,30.26,1.03,1/1,0.272,621.7305,5.072349428368327,738.4595,3.0761640101678482,1.1877485502158893,1.153153932248436
382,383,17.172,17.109,16.741,16.657,16.571,16.491,17.007,16.954,26950.546,25773.229,26277.621,25642.739,28314.793,30656.892,25441.378,24204.937,C18H22N2S,299.1578,16.78,1.16,1/1,0.06,25592.5225,4.412135677526013,27723.011250000003,8.165826398300567,1.0832465322634768,0.9338332174685146
383,384,31.507,31.502,31.5,31.501,31.505,31.5,31.507,31.482,30693.975,35145.941,38640.153,41664.466,40873.789,38028.82,34247.402,37575.344,C22H21Cl3N4O,463.0855,31.45,1.22,1/1,0.074,34415.6655,8.285981639563527,39801.807,4.378578263134812,1.1565026107079055,0.9479529595966438
384,385,14.771,14.782,14.802,14.804,14.799,14.815,14.759,14.779,2907.335,2820.297,3446.944,3626.249,3777.784,3786.193,3251.055,3283.569,C22H24N2O8,445.1618,14.76,1.27,1/1,0.004,3065.564,7.699281998058355,3659.2924999999996,4.358965409647652,1.1936767589911677,0.939902959835565
385,386,8.954,8.934,8.931,8.925,8.958,8.973,8.916,8.918,5280.669,5825.212,7625.903,8189.299,8814.417,8124.324,7222.892,7558.504,C26H30N6O3,475.2451,8.93,1.14,1/1,0.303,6471.8192500000005,16.883861281468583,8188.48575,5.951134477405646,1.265252540852404,1.10987064987053
386,387,8.294,8.29,8.365,8.363,8.392,8.424,8.297,8.322,340.821,364.351,381.119,355.412,350.731,393.135,392.155,364.939,C31H38N6O2,527.3123,8.33,0.97,1/1,0.766,365.5665,5.740511282366369,370.09925,5.499758819871211,1.0123992488370788,1.0437105658114214
