,Compound Name,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_2_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_1_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_2_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_3_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_4_Retention Time,/home/zzy/peak-output/tof/SampleA_3-20170326-960MIX_SampleA_4_Retention Time,/home/zzy/peak-output/tof/SampleA_4-20170326-960MIX_SampleA_5_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_2_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_1_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_2_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_3_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_4_Area,/home/zzy/peak-output/tof/SampleA_3-20170326-960MIX_SampleA_4_Area,/home/zzy/peak-output/tof/SampleA_4-20170326-960MIX_SampleA_5_Area,Compound formula,mz,rt,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
322,323,24.621,24.612,24.445,24.413,24.381,24.364,24.531,24.512,28518.409,24897.048,35566.443,33628.373,31622.024,25328.941,31891.103,27292.344,C30H26F2N4O5,561.1949,24.5,0.87,0.069,1/1,28149.726,10.346638050541056,31536.445249999997,14.080933689196176,1.120310913505872,1.2877136936849103
323,324,11.765,11.73,11.473,11.423,11.356,11.294,11.661,11.629,1455.071,1529.632,1994.981,2080.197,2039.367,2088.841,1785.957,1783.023,C23H25F4N3O3S,500.1623,11.44,1.19,0.031,1/1,1638.42075,10.460996466606783,2050.8465,2.0987290811117045,1.2517215129263959,1.0518668175852066
324,325,32.399,32.39,32.387,32.377,32.388,32.386,32.379,32.382,4975.821,5237.637,5149.155,5513.155,5310.222,5961.189,5235.76,4916.954,C30H25F10NO3,638.1752,32.51,1.12,0.094,1/1,5091.543,3.3256519943345255,5483.430249999999,6.412134148089803,1.076968268754678,0.9615788113881053
325,326,17.646,17.642,17.655,17.631,17.655,17.677,17.643,17.63,4523.409,4378.133,4604.193,4766.576,4600.455,4089.609,4652.985,4668.469,C19H17ClN2O5,389.0899,17.73,1.07,0.255,1/1,4555.749,2.965427700217878,4515.20825,6.513810039736423,0.9911011888495174,0.9262627933173059
326,327,30.765,30.768,30.771,30.771,30.769,30.747,30.77,30.776,254.592,228.193,282.417,274.446,266.638,294.099,239.124,235.435,C21H20N2OS3,413.0807,30.78,1.14,0.022,1/1,239.336,4.653768602094014,279.4,4.1972391440064465,1.1673964635491525,1.0240319855694322
327,328,5.174,5.216,5.413,5.494,5.585,5.61,5.262,5.263,159.583,131.211,158.321,192.403,220.079,234.054,153.32,159.493,C10H7NO2,174.0535,5.39,1.39,0.003,1/1,150.90175,8.913410557376308,201.21425,16.611907036011434,1.3334123030382352,0.9592894266462124
328,329,19.938,19.868,19.746,19.665,19.653,19.631,19.842,19.785,244.906,249.834,281.466,279.889,265.439,288.156,248.708,253.876,C42H45ClN6O5S2,813.2653,19.69,0.99,0.946,1/1,249.331,1.4805125709402829,278.7375,3.4306764417874405,1.1179416117530512,1.1292339512657084
329,330,15.516,15.508,15.517,15.507,15.505,15.528,15.508,15.51,3716.685,3915.06,3950.521,4575.517,4755.658,4710.74,3954.382,3993.913,C20H20N4O3,365.1609,15.41,1.12,0.136,1/1,3895.01,3.16211567029779,4498.109,8.292383916853229,1.154838883597218,1.0311061460689446
330,331,3.538,3.542,3.479,3.472,3.471,3.476,3.503,3.491,4727.878,4656.871,5824.03,5660.106,5827.667,6403.882,5148.113,5066.115,C19H31N5O2,362.2552,3.43,1.27,0.004,1/1,4899.74425,4.969855780589597,5928.921249999999,5.5008497252660415,1.2100470856208463,0.9527929808038159
331,332,5.659,5.665,5.686,5.68,5.686,5.699,5.659,5.66,1120.678,1122.619,1381.051,1429.557,1520.847,1604.611,1187.033,1292.363,C9H9BrN2O3,272.9868,5.75,1.27,0.001,1/1,1180.67325,6.8258591142116,1484.0165,6.678369599268208,1.2569239626628281,0.9897039076085261
332,333,6.535,6.52,6.48,6.438,6.442,6.45,6.476,6.468,3623.803,3403.884,1667.831,1713.912,1765.788,2134.766,3474.591,3106.362,C28H31N5O,454.2596,6.24,0.58,0.005,1/2,3402.16,6.391928522462489,1820.5742500000001,11.713278658715684,0.5351230541773462,0.9226259554781832
333,334,19.7,19.643,19.267,19.164,19.08,18.981,19.531,19.46,2549.575,2372.865,2112.638,2107.709,2666.989,2636.001,2263.856,2092.473,C27H31FN4O2,463.2503,19.18,0.96,0.517,1/1,2319.69225,8.270509630199106,2380.83425,13.138021833533317,1.0263578067306125,1.069122715344388
334,335,8.106,8.098,8.103,8.1,8.103,8.124,8.082,8.091,2038.515,2080.598,2809.29,3195.047,3345.567,3051.721,2041.624,2119.861,C17H18N2O2,283.1442,7.88,1.67,0.006,1/1,2070.1495,1.8488841407017702,3100.4062499999995,7.359239000637116,1.4976726318558151,0.8968099591950989
335,336,3.689,3.701,3.717,3.722,3.733,3.742,3.694,3.689,736.853,626.694,845.13,858.661,971.974,942.486,715.675,712.877,C9H7NO2,162.0544,3.49,1.24,0.013,1/1,698.0247499999999,6.9830829946989486,904.5627499999999,6.880737330724619,1.2958892216930704,1.0450719529782826
336,337,7.967,7.936,7.747,7.703,7.676,7.644,7.856,7.847,419.569,427.409,593.396,584.39,594.282,637.66,428.567,443.634,C21H23Cl2N5O2S,480.1019,7.91,1.44,0.003,1/1,429.79475,2.3394151352353325,602.432,3.9683725659720186,1.401673705879376,0.9733845179717889
337,338,5.673,5.655,5.518,5.476,5.459,5.423,5.606,5.579,12712.429,12150.633,12072.786,12091.125,11148.633,11653.228,12340.386,11937.052,C22H31N3O2,370.2489,5.65,0.88,0.056,1/1,12285.125,2.67870500439858,11741.443,3.781040123165476,0.9557446912424578,1.0860735127755201
338,339,25.978,25.955,25.89,25.839,25.847,25.818,25.917,25.885,79.382,59.553,37.953,47.151,35.837,33.858,30.512,36.918,C47H55ClF3N5O6S3,974.3027,25.83,0.77,0.355,1/1,51.59125,43.2748302856618,38.69975,15.186273273986007,0.7501223560196739,0.9741848779476284
339,340,3.898,3.9,3.925,3.917,3.917,3.929,3.907,3.898,2314.923,2113.239,3155.09,3185.067,3090.537,2837.887,2778.637,2534.192,C27H32N6,441.2756,3.71,1.2,0.235,1/1,2435.2477500000005,11.755804852269318,3067.14525,5.146357924082065,1.2594797592975908,1.0495664660813258
340,341,10.386,10.369,10.304,10.291,10.314,10.281,10.36,10.342,3386.006,3527.7,3500.685,3209.153,3388.666,3363.641,3501.722,3601.465,C22H29N7O,408.2503,10.3,1.0,0.992,1/1,3504.22325,2.5518249163046876,3365.53625,3.5680075233639625,0.9604228982842347,0.9604228982842347
341,342,24.656,24.618,24.397,24.317,24.282,24.21,24.54,24.501,8909.565,9819.451,10221.786,10095.171,10227.92,9818.751,10097.912,9557.718,C31H33ClN2O3,517.2253,24.4,1.11,0.002,1/1,9596.1615,5.294851385886287,10090.907,1.8975083114881337,1.0515566041692817,0.9473482920443979
342,343,10.239,10.248,10.193,10.185,10.168,10.067,10.215,10.217,4009.313,4030.556,5479.432,5737.68,6278.59,8088.306,4077.417,4302.118,C20H15ClF3N5,418.1038,10.03,1.43,0.001,1/1,4104.851000000001,3.277920899533713,6396.002,18.39144595713095,1.5581569221391958,1.089620225272165
343,344,22.242,22.244,22.328,22.31,22.342,22.355,22.303,22.32,297.475,301.961,426.105,423.614,424.18,449.464,303.244,350.975,C12H13N3O3S,280.0749,22.25,1.37,0.019,1/1,313.41375000000005,8.028580243329406,430.84075,2.892297622506075,1.374670862398347,1.003409388611932
344,345,5.539,5.523,5.329,5.277,5.243,5.214,5.443,5.401,1666.735,1457.949,2007.159,1876.208,1606.868,1495.204,1688.167,1681.023,C22H32N6,381.2761,5.3,1.1,0.475,1/1,1623.4685000000002,6.819071762765137,1746.35975,13.52700076840694,1.0756967258681027,0.9779061144255479
345,346,3.887,3.886,3.893,3.901,3.898,3.895,3.887,3.889,2005.003,2022.649,2514.017,2777.761,2987.023,2901.132,2111.698,2100.774,C20H25N5O2,368.2077,3.9,1.3,0.054,1/1,2060.031,2.6223631891681634,2794.9832499999998,7.372590235929229,1.3567675680608688,1.0436673600468223
346,347,6.712,6.707,6.566,6.54,6.518,6.49,6.635,6.614,5379.514,5178.663,6041.768,6056.76,5829.968,6146.735,5715.294,5398.945,C20H20N2O4,353.1496,6.6,1.15,0.111,1/1,5418.103999999999,4.092634670698321,6018.80775,2.228943982912475,1.110869734135779,0.9659736818571991
347,348,6.724,6.756,7.008,7.043,7.108,7.222,6.785,6.84,1718.444,1951.666,2923.525,3260.433,3291.56,2431.856,2342.42,2440.97,C21H17F3N4,383.1476,6.72,1.35,0.097,1/1,2113.375,15.973960493778346,2976.8435,13.42758248104254,1.408573253681907,1.043387595319931
348,349,3.43,3.435,3.437,3.422,3.441,3.474,3.431,3.432,1565.343,1485.813,1088.429,1211.228,971.166,1008.054,1632.628,1603.324,C25H21N3O,380.1754,3.34,0.85,0.231,1/1,1571.777,4.045438943125234,1069.71925,9.935875957638327,0.6805795287753925,0.8006817985592853
349,350,8.412,8.416,8.423,8.425,8.448,8.464,8.409,8.414,4999.264,4858.493,4647.504,5061.605,5207.557,5188.586,4981.933,4760.861,C19H12F4N4O2,405.0968,8.47,1.13,0.088,1/1,4900.137750000001,2.286159394247802,5026.313,5.18708890705496,1.0257493271490172,0.9077427673885109
350,351,6.382,6.372,6.293,6.273,6.269,6.266,6.333,6.3,1974.929,1862.829,2958.505,2900.674,3018.19,2923.293,2227.912,2279.354,C20H21N5O4,396.1663,6.29,1.55,0.007,1/1,2086.256,9.573224046691617,2950.1655,1.7359481562309085,1.4140956335176509,0.9123197635597747
351,352,10.077,10.056,9.972,9.976,9.986,9.989,10.03,10.008,15484.22,17315.291,16554.901,16461.123,17645.348,16375.913,15819.183,15691.924,C17H18N2,251.1542,10.1,0.95,0.537,1/1,16077.6545,5.203254270663539,16759.32125,3.551399673168082,1.0423983952385592,1.0972614686721676
352,353,31.205,31.206,31.207,31.203,31.213,31.207,31.214,31.211,6853.582,6582.502,7633.541,7748.847,8062.987,7701.316,7425.635,7777.957,C30H28N2O6S,545.174,31.22,1.05,0.595,1/1,7159.919,7.563630920539264,7786.67275,2.442492602081924,1.0875364302305655,1.0357489811719671
353,354,4.887,4.879,4.808,4.794,4.758,4.748,4.849,4.83,2023.398,2067.975,2721.407,2663.275,2710.503,2586.691,2192.7,2128.72,C16H14BrN3O3,376.0291,4.67,1.26,0.076,1/1,2103.19825,3.501563573385355,2670.469,2.2949513128179855,1.2697181542443752,1.0077128208288693
354,355,31.969,31.96,31.958,31.969,31.938,31.954,31.959,31.952,2365.279,1910.732,2789.668,2665.712,2772.447,2837.129,2333.3,2141.493,C26H25F9N2O4,601.1745,31.73,1.1,0.204,1/1,2187.701,9.572963062673214,2766.2390000000005,2.6167100188780195,1.264450215088808,1.14950019553528
355,356,9.504,9.444,9.232,9.177,9.169,9.083,9.372,9.345,1277.694,1126.675,1524.227,1667.605,1871.087,1897.771,1047.937,1332.628,C20H18F6N4O,445.1455,9.33,1.28,0.013,1/1,1196.2334999999998,11.013241321627977,1740.1725,10.165310434134712,1.4547097201340708,1.1364919688547428
356,357,29.525,29.543,29.531,29.531,29.544,29.537,29.53,29.525,8641.223,8174.709,8649.555,8971.928,9843.034,8647.921,7716.067,7872.957,C27H29NO3,416.2221,29.3,1.1,0.226,1/1,8101.239,5.02646834690723,9028.1095,6.2498290490261335,1.1144109561512752,1.0131008692284318
357,358,9.281,9.247,8.973,8.947,8.907,8.856,9.174,9.149,4994.975,5602.095,5690.467,7783.654,8554.659,9186.754,5795.904,4122.006,C24H27ClN2O4,443.1733,9.07,1.33,0.003,1/1,5128.745000000001,14.680021614913679,7803.8835,19.4939608180344,1.5215970963656797,1.1440579671922404
358,359,27.695,27.704,27.719,27.703,27.719,27.72,27.722,27.727,8283.261,8772.984,7826.188,8657.232,7893.439,8425.369,8620.245,7896.997,C22H20FN3O2,378.1611,27.86,0.98,0.891,1/1,8393.371750000002,4.635253611896598,8200.556999999999,4.946165965622622,0.9770277362014851,0.9969670777566174
359,360,4.034,4.029,3.941,3.907,3.902,3.858,4.005,3.997,2418.391,2532.765,3044.459,3016.142,3150.935,3200.751,2411.873,2450.57,C12H17N3O3S,284.1062,4.04,1.21,0.015,1/1,2453.39975,2.264147094006789,3103.07175,2.8109096274781544,1.2648047877236475,1.04529321299475
360,361,21.199,21.2,21.247,21.236,21.256,21.284,21.223,21.225,7721.812,7352.736,8210.337,7538.395,5967.284,4057.709,7216.27,7660.437,C22H26FN3O2,384.208,21.17,0.85,0.464,1/1,7487.813749999999,3.2396712999044697,6443.43125,28.671938825310008,0.8605223721009354,1.012379261295218
361,362,5.61,5.618,5.696,5.702,5.717,5.738,5.613,5.638,3263.14,3466.085,4458.829,4739.048,4727.322,4952.137,3626.117,3580.753,C31H38N8O3,571.314,5.68,1.21,0.034,1/1,3484.0237500000003,4.647624271401657,4719.334,4.282022383507207,1.354564244861993,1.1194745825305727
362,363,7.023,7.03,7.006,6.99,6.998,7.025,6.666,6.981,301.797,280.875,343.802,295.361,371.933,367.536,159.411,326.626,C12H7N3O2S,258.0327,6.97,1.07,0.513,1/1,267.17725,27.786075313495314,344.658,10.18707403216342,1.2899975578010479,1.2056051942065866
363,364,7.496,7.536,7.798,7.881,7.972,8.073,7.595,7.627,6271.442,6613.877,6484.778,7407.58,7314.57,8054.568,7046.941,6825.682,C18H17F3N2O3,367.1266,7.72,1.03,0.401,1/1,6689.4855,4.933876797561535,7315.374,8.805472023639666,1.0935630251384805,1.0617116748917286
364,365,3.267,3.254,3.255,3.252,3.245,3.235,3.249,3.249,625.574,673.787,658.675,720.102,723.217,700.669,646.931,610.683,C15H20BrN3O,338.0859,3.43,1.11,0.023,1/1,639.24375,4.288815245891126,700.66575,4.241451703483297,1.0960854134279765,0.9874643364216004
365,366,4.848,4.872,5.19,5.244,5.328,5.419,4.929,4.972,3490.187,3870.238,4300.713,4808.063,5126.853,4768.6,3560.794,3224.706,C18H21N3O2,312.1707,5.02,1.14,0.169,1/1,3536.48125,7.504992742123498,4751.05725,7.164446043643663,1.3434419452951998,1.1784578467501754
366,367,0.643,0.63,0.648,0.67,0.648,0.669,0.66,0.64,76.093,88.777,120.733,146.317,156.487,136.681,77.172,76.578,C7H15N,114.1271,0.77,1.36,0.31,2/1,79.655,7.654661151704194,140.05450000000002,10.859389297302718,1.7582637624756765,1.2928410018203502
367,368,3.445,3.474,3.466,3.491,3.503,3.514,3.486,3.475,34.381,30.57,40.394,35.97,26.498,52.6,40.212,34.282,C21H16N2O9S2,505.0367,3.57,0.98,0.893,1/1,34.86125,11.427532185892,38.865500000000004,27.882948404475478,1.1148624905876872,1.1376147863139665
368,369,9.061,9.028,8.865,8.809,8.798,8.724,8.99,8.991,106.112,119.008,127.038,123.4,115.043,134.517,115.005,104.122,C23H27N5,374.2335,8.76,1.11,0.288,1/1,111.06175,6.39542370320915,124.9995,6.473414801075986,1.1254955013764865,1.0139599111499877
369,370,29.839,29.832,29.838,29.854,29.847,29.85,29.827,29.821,2711.575,2904.658,2513.542,2423.2,2720.958,3107.043,2808.356,2974.49,C19H20Br2N6O4S,588.9687,29.64,0.94,0.556,1/1,2849.76975,4.020421464186338,2691.18575,11.295103079427832,0.9443519954550714,1.0046297823990122
370,371,32.847,32.809,32.8,32.806,32.824,32.762,32.818,32.847,44.526,44.743,57.022,81.775,51.77,55.273,49.747,39.291,C31H52O3,473.3944,32.57,1.57,0.012,1/1,44.576750000000004,9.579173056188973,61.46,22.32059504524684,1.3787456465534162,0.878181940479883
371,372,18.956,18.864,18.538,18.44,18.348,18.248,18.762,18.662,2750.749,2791.152,3363.134,3121.4,3047.929,3189.979,2583.784,3076.257,C17H18Br2N2O,426.9834,18.36,1.15,0.032,1/1,2800.4855,7.305492508672962,3180.6105,4.238169976293917,1.1357353930238168,0.9875959939337537
372,373,3.816,3.81,3.733,3.702,3.706,3.698,3.795,3.782,3102.114,3089.972,3967.053,3954.478,3982.722,4343.048,2997.069,2864.155,C14H16N4O3S,321.0981,3.61,1.33,0.001,1/1,3013.3275000000003,3.6491518224975956,4061.82525,4.624460209573694,1.347953466724078,1.013498847160961
373,374,18.325,18.308,18.372,18.384,18.394,18.417,18.348,18.361,1022.538,972.253,1332.029,1371.259,1305.335,1306.874,906.317,881.325,C17H18F3N3O3,370.137,18.4,1.26,0.092,1/1,945.60825,6.772609035154326,1328.87425,2.3171838838592804,1.405311607634557,1.1153266727258389
374,375,2.491,2.509,2.605,2.583,2.54,2.599,2.536,2.537,108.195,101.96,122.777,148.814,224.35,184.04,132.208,131.964,C8H10N2O3S,215.0484,2.37,1.27,0.014,1/1,118.58174999999999,13.324198763162553,169.99525,25.931833578461717,1.4335700898325419,1.1287953463248361
375,376,6.474,6.493,6.728,6.779,6.868,6.945,6.515,6.569,10711.694,10500.569,12292.293,11091.499,13552.015,15823.157,11014.855,11259.792,C17H18N6,307.1666,6.57,1.19,0.041,1/1,10871.727499999999,3.07118299369521,13189.741,15.335533925626832,1.2132148271744303,1.0195082581297734
376,377,16.51,16.474,16.184,16.114,16.069,15.989,16.356,16.316,47626.491,55159.278,59838.574,58600.116,54825.955,53584.413,50703.405,50816.013,C28H24FN3O5,502.1774,16.32,1.07,0.061,1/1,51076.29675,6.063948341053924,56712.264500000005,5.258362451093286,1.1103440951795316,1.0377047618500295
377,378,28.954,28.956,28.973,29.001,28.99,28.996,28.963,28.973,23159.544,20476.032,23244.169,21193.762,23666.382,23276.099,22360.664,21303.356,C21H16ClF3N4O3,465.094,28.74,0.97,0.564,1/1,21824.899,5.395377364983456,22845.103,4.891651393190554,1.0467449585906445,1.0791185140109738
378,379,14.774,14.793,14.818,14.815,14.803,14.824,14.781,14.781,2783.88,2821.655,3448.031,3627.107,3777.748,3796.748,3268.822,3316.5,C20H21FN6O5,445.1627,14.89,1.27,0.003,1/1,3047.71425,9.316103895361584,3662.4085,4.418321577898656,1.201690250324485,0.9462127955310906
379,380,3.205,3.207,3.203,3.214,3.208,3.18,3.206,3.218,754.358,649.89,680.139,773.627,736.634,826.352,716.622,673.265,C13H16N4O,245.1397,3.1,1.09,0.285,1/1,698.5337499999999,6.637019716851403,754.188,8.165297449682905,1.079672957820578,0.990525649376677
380,381,9.937,9.9,9.63,9.578,9.545,9.479,9.839,9.8,3273.968,3236.427,3413.93,3770.152,3573.736,4222.879,3396.223,3402.106,C24H28N2O3,393.2176,9.54,1.3,0.002,1/1,3327.181,2.5413299596254912,3745.17425,9.350946583874657,1.125629850014171,0.8658691153955161
381,382,30.297,30.307,30.292,30.292,30.292,30.271,30.293,30.291,668.487,616.184,722.999,717.992,767.207,746.134,603.095,600.244,C24H28N2O3,393.2172,30.34,1.03,0.272,1/1,622.0024999999999,5.105664213153272,738.583,3.0707987673224477,1.1874277032648584,1.1528424303542313
382,383,17.172,17.113,16.743,16.65,16.565,16.503,17.013,16.955,26975.013,25773.165,26277.466,25642.739,28302.646,30671.272,25440.284,24217.321,C18H22N2S,299.1578,16.83,1.16,0.06,1/1,25601.44575,4.429483805915457,27723.530749999998,8.18445410353388,1.0828892641736845,0.9335252277359349
383,384,31.532,31.54,31.529,31.531,31.525,31.531,31.539,31.516,30693.745,35236.139,38756.252,41749.46,40905.759,38176.739,34323.564,37665.864,C22H21Cl3N4O,463.0855,31.6,1.22,0.074,1/1,34479.828,8.385955372393344,39897.0525,4.270736905343861,1.1571128632080183,0.9484531665639495
384,385,14.781,14.785,14.802,14.806,14.809,14.824,14.772,14.78,2908.207,2820.297,3447.049,3627.107,3777.967,3786.096,3250.716,3283.569,C22H24N2O8,445.1618,14.85,1.27,0.004,1/1,3065.6972499999997,7.689707467819343,3659.55475,4.356310222866392,1.1937104193833883,0.9399294640814081
385,386,8.975,8.96,8.966,8.966,8.982,8.991,8.963,8.957,5283.137,5828.618,7627.396,8191.501,8815.412,8127.476,7229.085,7568.909,C26H30N6O3,475.2451,9.05,1.14,0.303,1/1,6477.43725,16.920169685684478,8190.44625,5.946232490602056,1.2644578301395355,1.1091735352101189
386,387,8.292,8.297,8.371,8.374,8.398,8.416,8.3,8.316,340.777,364.32,381.119,355.412,350.731,393.093,392.155,364.939,C31H38N6O2,527.3123,8.24,0.97,0.766,1/1,365.54775,5.745701761577263,370.08875,5.495634946710131,1.012422453701329,1.0437344883518858
387,388,9.846,9.819,9.997,10.02,10.04,10.052,9.86,9.888,169.586,177.209,149.525,178.239,182.467,204.839,175.306,144.244,C31H38N6O2,527.3123,9.79,1.09,0.366,1/1,166.58625,9.150243502253183,178.76749999999998,12.710137029886287,1.0731227817421904,0.9845163135249453
388,389,31.646,31.681,31.654,31.661,31.661,31.661,31.648,31.634,4083.167,2090.81,1428.33,2230.094,1390.726,1888.066,1872.766,2318.033,C53H83NO14,980.5712,31.7,0.71,0.26,1/1,2591.194,39.02159895102992,1734.3039999999999,23.09081335387293,0.6693068909545175,0.9426857619077711
389,390,0.714,0.727,0.709,0.704,0.708,0.713,0.738,0.711,107.835,118.454,97.445,96.339,97.672,89.282,121.508,105.819,C5H11NO4S,204.0299,0.77,1.36,0.024,1/1,113.404,6.825165611124216,95.1845,4.179095215527496,0.8393398821911044,0.6171616780816944
390,391,31.139,31.151,31.164,31.158,31.151,31.166,31.16,31.154,1085.248,1120.039,1237.89,1212.689,1245.707,1295.303,1082.704,1095.892,C20H36O2,331.2606,31.31,1.04,0.021,1/1,1095.97075,1.5540594755891213,1247.89725,2.772814037893189,1.1386227689014512,1.0948295854821646
391,392,10.955,10.946,10.969,10.977,10.99,11.005,10.956,10.955,12642.296,12383.199,14147.749,14963.146,14816.938,15557.631,12734.701,12484.871,C20H28O5S,398.1994,10.91,1.17,0.011,1/1,12561.26675,1.251922618921237,14871.366,3.8938607659357314,1.183906551463052,1.011885941421412
392,393,3.707,3.728,3.815,3.814,3.822,3.843,3.751,3.758,478.888,470.315,581.012,505.199,487.778,423.6,481.007,485.727,C18H17NO5,345.1464,3.71,1.21,0.006,1/1,478.98425,1.3461347925968825,499.39725,12.964171495134835,1.0426172676867769,0.8616671633775016
393,394,17.158,17.218,17.279,17.077,17.112,17.177,17.193,17.218,342.818,369.158,199.93,878.313,956.553,1019.347,401.853,408.592,C21H25ClO6,426.1676,17.22,2.04,0.059,2/1,380.60524999999996,8.017701518790657,763.53575,49.786858334634104,2.006109348202633,0.9833869353934475
394,395,14.769,14.776,14.752,14.75,14.758,14.8,14.765,14.743,122.415,120.107,135.085,129.039,135.701,157.263,130.889,122.224,C12H18O,196.1695,14.68,1.17,0.144,1/1,123.90875,3.849273317118757,139.27200000000002,8.878249145555944,1.1239884188969707,0.9606738623051032
395,396,3.805,3.742,3.787,3.776,3.77,3.72,3.732,3.754,60.954,51.571,50.296,59.91,53.936,65.223,35.041,53.025,C10H12O,166.1223,3.96,1.15,0.078,1/1,50.14775,21.701079267367625,57.34125,11.477921687495005,1.1434461167250773,0.9943009710652847
396,397,8.038,7.997,7.847,7.785,7.758,7.726,7.935,7.912,11663.734,11332.889,12007.352,12450.97,13046.3,12792.249,11671.851,11680.027,C5H11NO2S,167.0851,7.98,1.0,0.972,1/1,11587.125250000001,1.4638773578731306,12574.21775,3.5770605337602346,1.085188731346457,1.085188731346457
397,398,15.895,15.836,15.492,15.405,15.31,15.225,15.721,15.675,19525.221,19488.894,20487.897,23273.573,21103.593,21279.608,21175.654,19238.025,C26H29NO4S2,484.1613,15.5,1.08,0.439,1/1,19856.9485,4.473806057739633,21536.16775,5.604426304756435,1.0845658259122746,1.0042276165854394
398,399,10.304,10.269,9.978,9.912,9.863,9.789,10.175,10.137,36529.834,33778.04,34727.935,34784.952,35560.086,36231.23,33284.909,33686.283,C20H23N,278.1905,10.09,1.06,0.596,1/1,34319.766500000005,4.338194801187423,35326.05075,2.0180396177966795,1.0293208361426351,0.9710573925873915
399,400,0.675,0.677,0.669,0.688,0.662,0.68,0.672,0.671,432.934,454.87,592.139,610.503,632.035,790.287,482.277,402.559,C7H15NO2,146.1169,0.68,1.07,0.713,1/1,443.16,7.619200454233205,656.241,13.842356675431875,1.4808218250744651,1.383945630910715
400,401,3.38,3.379,3.383,3.38,3.378,3.372,3.378,3.377,4350.161,4490.922,4296.545,4284.427,4408.509,4372.704,4325.402,4109.534,C16H25NO4S,328.1578,3.19,1.27,0.004,1/1,4319.00475,3.6473207865990287,4340.546249999999,1.378375462203836,1.0049876073880213,0.7913288247149773
401,402,4.284,4.286,4.151,4.132,4.128,4.115,4.252,4.231,14069.121,13838.684,12108.91,13291.935,13462.722,13798.372,13069.215,13352.61,C20H18N4O3,363.1452,4.43,0.89,0.259,1/1,13582.407500000001,3.343621446090412,13165.48475,5.5837459957676,0.969304208403407,1.0891058521386596
402,403,10.295,10.247,9.999,9.938,9.875,9.791,10.178,10.142,8191.942,8067.319,9095.488,8869.373,8099.585,9792.351,8374.89,8240.154,C27H28N2O3,429.2171,10.02,1.07,0.583,1/1,8218.57625,1.5468873763707194,8964.19925,7.781226430861319,1.090724108083806,1.019368325311968
