,Compound Name,/home/zzy/peakformer/resources/paper/qe-shift/SA1_Area,/home/zzy/peakformer/resources/paper/qe-shift/SA2_Area,/home/zzy/peakformer/resources/paper/qe-shift/SA3_Area,/home/zzy/peakformer/resources/paper/qe-shift/SA4_Area,/home/zzy/peakformer/resources/paper/qe-shift/SA5_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB1_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB2_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB3_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB4_Area,/home/zzy/peakformer/resources/paper/qe-shift/SB5_Area,Compound formula,mz,RT,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
319,320,2213722.046,2083017.38,2107160.305,2396258.234,2099432.434,2045480.359,2060370.058,2029677.244,2051306.097,2082393.77,C21H24FN5O5S,478.1566,26.04,0.96,0.344,1/1,2179918.0798,6.029639112856389,2053845.5056000003,0.9485336780651251,0.9421663706685866,0.9814233027797777
320,321,223736.618,307874.262,271360.648,297393.544,324990.547,316278.825,344849.302,356474.344,343370.859,344487.943,C26H40N4,409.3332,3.6,1.39,0.002,1/1,285071.1238,13.827614846067995,341092.2546,4.356283617184488,1.1965163291645886,0.8608031145068984
321,322,1035072.248,1059142.418,1078562.21,1050159.959,1049216.766,1144666.43,999429.274,979970.748,984351.914,1037178.374,C11H11Cl2N,228.0344,6.12,0.99,0.81,1/1,1054430.7201999999,1.5179280373790813,1029119.348,6.647000062277962,0.9759952249919285,0.9858537626181095
322,323,478836.627,487971.151,487641.88,482912.354,482453.255,520533.94,542815.54,602860.308,646964.447,670384.44,C36H46N8O3,639.3782,13.59,1.16,0.19,1/1,483963.0534,0.7953295512204195,596711.735,10.827951093432688,1.2329696054438524,1.0629048322791832
323,324,78209.928,121187.951,91984.658,89445.473,85342.255,109008.983,83535.916,79113.569,83805.29,88734.83,C31H32BrNO4S2,628.1028,31.88,1.01,0.962,1/1,93234.053,17.66762832480632,88839.7176,13.257570308435154,0.9528676995303422,0.943433365871626
324,325,3891028.696,4313830.1,4775117.707,4091946.876,4008715.008,4146847.553,4175710.608,3621100.719,3654560.866,3385282.551,C18H16ClN3O2,342.101,13.17,0.86,0.042,1/1,4216127.6774,8.268743916847072,3796700.4594000005,9.186070558672297,0.900518378452274,1.0471143935491558
325,326,3012635.069,2973415.489,3239970.941,2908368.729,2887141.339,2791734.192,3022506.739,2768288.698,2784795.11,2720082.248,C27H31FN6OS,507.2328,14.96,1.01,0.844,1/1,3004306.3134,4.6923505994168275,2817481.3974,4.187281053587992,0.9378142917162903,0.9285290016992973
326,327,3255144.32,3641673.096,3223102.235,3201772.096,3770591.584,3492240.794,3014074.82,2981338.448,2933513.298,2916782.536,C24H22F3N5O5,518.1657,27.7,0.92,0.185,1/1,3418456.6661999994,7.81677176130456,3067589.9792,7.839860625542919,0.8973610838864231,0.9753924824852425
327,328,811275.214,1023503.208,947964.44,933159.836,957588.085,1011014.73,1090570.256,996477.611,1041818.601,968927.587,C23H35N5O2,414.2869,3.9,1.03,0.786,1/1,934698.1566,8.256320401879107,1021761.757,4.559931608694546,1.093146220290727,1.061307009990997
328,329,641373.218,762469.207,747474.978,741305.702,756567.027,723937.745,686513.686,639271.18,624668.759,599632.859,C26H36N6O3,481.2928,4.53,0.88,0.094,1/1,729838.0264000001,6.867197796131992,654804.8458,7.62754857388656,0.8971920098900453,1.0195363748750514
329,330,5158966.342,5351554.985,6012102.193,5219143.761,5183563.573,5021323.062,5781849.615,4921824.614,4813404.772,4992997.425,C26H33FN4O3S,501.2341,14.91,0.94,0.362,1/1,5385066.1707999995,6.653820924278913,5106279.897600001,7.560971882243614,0.9482297404790139,1.0087550430627807
330,331,461908.079,547157.965,482641.855,479121.579,460364.567,464458.417,481179.454,484547.718,486510.025,507785.905,C18H11N3O2S,334.065,5.01,0.95,0.262,1/1,486238.809,7.297460600901581,484896.30380000005,3.1918689593374876,0.9972390003118818,1.0497252634861916
331,332,6900761.134,6849442.603,7785007.859,6955876.675,6814936.997,6340549.154,7205315.223,6299035.393,6286386.609,6228518.872,C15H15N7O,310.1417,14.83,0.95,0.419,1/1,7061205.0536,5.779621504865363,6471961.0502,6.364546917398138,0.9165519201146004,0.9647914948574742
332,333,2966614.313,2655901.501,2749158.131,2462579.319,2318381.876,2403848.348,2780964.111,2514281.748,2478053.57,2329233.277,C24H25N5O4,448.1989,14.0,0.94,0.332,1/1,2630527.028,9.566561871233818,2501276.2108000005,6.867439370106288,0.950865048781396,1.0115585625334
333,334,1375964.627,1447216.624,1353154.268,1357964.505,1345084.425,1345650.667,1337469.835,1390534.549,1428443.205,1466712.369,C19H19N3O2S,354.1278,5.45,1.04,0.503,1/1,1375876.8898,3.01312877831861,1393762.125,3.9328364176773127,1.012999153727046,0.9740376478144672
334,335,4252636.868,4071969.832,4034150.146,4027972.65,3879866.108,3800111.167,3302269.955,3116936.774,3122722.595,3184662.939,C23H26IN7O2S,592.1,8.04,0.86,0.032,1/1,4053319.1207999997,3.290875985585151,3305340.6859999998,8.666295677703433,0.8154651996282068,0.9482153484048917
335,336,1525022.756,1596918.859,1662254.728,1627397.286,1658937.891,1635918.802,1750443.293,1825954.05,1759866.073,1796803.206,C14H17IN4O2,401.0475,8.76,1.0,0.964,1/1,1614106.304,3.495873760251411,1753797.0847999998,4.131382329681531,1.0865437303936085,1.0865437303936085
336,337,2450791.958,2584844.662,2708149.949,2535026.336,2665988.82,2468464.906,2435872.461,2470930.767,2647000.754,2768149.128,C29H29ClN4O2,501.2064,10.11,1.08,0.326,1/1,2588960.345,3.9652778016215215,2558083.6032000002,5.6174087719694175,0.9880736907154134,0.914883046958716
337,338,8006.292,7154.067,7291.85,6518.197,7345.92,6426.278,6765.493,6799.067,7501.121,7204.724,C14H16N4O3S,321.1004,7.93,0.98,0.807,1/1,7263.2652,7.307340174617635,6939.3366,6.024761534235797,0.9554017936726309,0.9748997894618683
338,339,16403.495,17148.111,21561.613,17110.778,20109.057,19311.012,18789.904,22510.174,20849.04,19021.125,C20H23BrN8O,471.1261,3.42,1.01,0.829,1/1,18466.610800000002,12.14191274700019,20096.251,7.81761215609029,1.0882479312338136,1.0774731992413995
339,340,7819273.708,7235129.318,7104008.319,8413816.465,7158721.607,6862301.621,6834605.401,6679178.053,6524448.961,6535787.123,C30H31FN4O2,499.2512,25.07,0.9,0.023,1/1,7546189.883399999,7.466276050243288,6687264.231799999,2.386372982301275,0.8861775724078383,0.9846417471198203
340,341,1745197.154,1868826.513,1671367.756,1679170.471,1670166.144,1721095.701,1799675.818,1809696.164,1816850.436,1871116.608,C15H19Cl2N3O4,376.0834,5.45,1.08,0.102,1/1,1726945.6076000002,4.935470174994062,1803686.9454,2.984812599334767,1.0444376113887281,0.9670718623969704
341,342,4116676.751,4394332.55,3974560.309,3975345.995,3772381.605,4133355.448,3714442.926,3740077.645,3721502.222,3772541.03,C21H19Cl2IN4O2,557.0014,30.6,0.98,0.382,1/1,4046659.4420000003,5.679552151248866,3816383.8542000004,4.680161263119835,0.9430948931827607,0.962341727737511
342,343,5294428.933,5288508.964,5184019.431,4992731.087,5145287.064,5083928.497,5113740.923,5257083.284,5277305.608,5290298.025,C27H20ClFN4O4,519.1241,26.61,1.03,0.312,1/1,5180995.095799999,2.3865432476199997,5204471.267400001,1.8777357071658656,1.0045312089986407,0.9752730184452821
343,344,1011217.783,1005273.75,1153571.807,1014040.781,1009391.011,966122.855,1103846.09,984116.863,1003368.495,1007943.948,C19H18ClN3O4,388.1065,14.27,0.99,0.829,1/1,1038699.0264000001,6.1899218897264,1013079.6502,5.2703105624455615,0.9753351302457715,0.985187000248254
344,345,3376306.329,3312311.723,3308673.037,3208837.551,3259325.115,3077720.871,3058273.46,3133481.024,3150443.878,3176569.007,C26H27F3N2O6,521.1902,26.74,0.93,0.0,1/1,3293090.751,1.9070499995398813,3119297.6480000005,1.5951998050782072,0.9472249275404194,1.0185214274628165
345,346,294268.992,288369.337,283268.474,285314.862,337830.768,316673.348,258018.417,263994.613,274670.936,281764.234,C16H11BrN2O,327.0132,21.84,0.95,0.5,1/1,297810.4866,7.640306026264194,279024.3096,8.233359179059459,0.9369190211719025,0.9862305486020027
346,347,558534.181,594724.671,576969.094,587135.054,631395.741,566273.513,489757.388,522961.72,543492.515,570314.775,C30H27N5O,474.2298,21.81,0.97,0.558,1/1,589751.7482,4.568556791415654,538559.9822,6.176303842556973,0.9131977715093782,0.94144100155606
347,348,3010694.539,3080821.046,3446918.889,2975643.005,3245743.297,2788458.994,2995678.714,3043336.821,3064736.235,3139136.45,C25H27N3O2S,434.1906,10.11,0.99,0.636,1/1,3151964.1552,6.182558256136778,3006269.4428000003,4.400375473752148,0.9537765325917056,0.9634106389815208
348,349,629032.068,630401.469,633008.518,693776.31,619436.428,595269.066,609868.052,643583.095,661503.039,675625.701,C19H20ClN3O5S,438.0895,25.94,0.99,0.809,1/1,641130.9586,4.659474891532688,637169.7906,5.329833258523977,0.9938215930039476,1.0038601949534824
349,350,3315201.048,3778696.244,3307130.833,3312392.362,3865158.608,3884780.042,3425837.171,3337318.957,3223886.559,3362006.138,C17H18F3N3O3,370.1367,28.13,0.96,0.586,1/1,3515715.8189999997,7.998744201313271,3446765.7734,7.412908774234156,0.980388049219629,1.0212375512704468
350,351,46887.644,75514.759,45922.52,47199.104,78698.361,72270.151,44141.424,46887.051,47636.945,48152.906,C16H15ClN4O2,331.0959,31.27,0.9,0.685,1/1,58844.477600000006,28.406244050105705,51817.695400000004,22.265414928883686,0.8805872277809125,0.9784302530899027
351,352,11827307.721,13701229.862,11855734.357,11460906.143,11472812.652,10387415.669,9753393.252,9464851.585,9942942.808,10226722.186,C15H18N2,227.1546,5.28,0.73,0.002,1/1,12063598.147,7.746425419844863,9955065.1,3.6971441609356033,0.825215244962022,1.1304318424137287
352,353,1015544.683,1105201.129,1124140.016,1138107.116,1144292.919,1089838.833,1219517.329,1101628.348,1083487.578,1048698.244,C14H16ClN5O2S,354.0792,17.5,0.99,0.837,1/1,1105457.1726,4.745418082584521,1108634.0664,5.866900906440624,1.0028738280222362,1.0130038666891275
353,354,2995402.329,2979982.505,3211967.171,2892789.907,2863470.825,2727970.031,2843708.542,2666621.032,2717971.111,2772646.801,C28H23N7O2,490.1997,16.42,0.95,0.496,1/1,2988722.5474,4.577000808856621,2745783.5034000003,2.4204911638453117,0.9187147551681097,0.9670681633348525
354,355,19793.887,26847.348,27049.638,26877.272,26682.883,31709.331,30464.061,33803.097,32271.644,33109.971,C27H27N7O2S,514.2032,6.92,1.1,0.171,1/1,25450.205599999998,12.434689843890947,32271.620799999997,3.989894588966085,1.2680298661320049,1.152754423756368
355,356,8246251.866,8426711.697,8314189.187,8369803.794,8392016.922,8188651.526,8298633.463,8247543.485,8437619.735,8401686.17,C30H26F2N4O5,561.195,24.58,1.04,0.102,1/1,8349794.6932,0.848720031228045,8314826.8758000005,1.2517620450511098,0.9958121344673928,0.9575116677571084
356,357,1031101.061,1036152.988,1149993.795,1016874.747,1172367.535,983505.353,1130708.804,991621.341,1009798.106,1030337.359,C23H25F4N3O3S,500.1637,11.27,0.98,0.837,1/1,1081298.0252,6.814968146525015,1029194.1926000001,5.785490725946904,0.9518136245644556,0.9712383924127098
357,358,490464.182,960853.959,666340.654,670431.19,688053.756,850272.07,666579.955,617506.795,660812.726,666518.341,C30H25F10NO3,638.1764,32.39,1.02,0.919,1/1,695228.7482,24.281103656590737,692337.9774,13.09275131780661,0.9958419860981231,0.9763156726452188
358,359,1965033.15,1945766.075,1869954.553,1903998.051,1892750.759,1774779.978,1988854.465,1830476.921,1871044.539,1905104.185,C19H17ClN2O5,389.0905,17.37,1.04,0.486,1/1,1915500.5176,2.0376569627605816,1874052.0176,4.294312683800597,0.9783615302532351,0.9407322406281107
359,360,201185.415,212904.791,185405.158,182710.357,176936.7,191162.184,173522.091,173683.839,172848.575,172979.364,C21H20N2OS3,413.0816,30.81,0.97,0.5,1/1,191828.4842,7.723003405985497,176839.21060000002,4.53210045792811,0.9218610642600282,0.9503722311959054
361,362,101929.665,120380.604,121541.143,118054.227,128669.688,124864.802,121845.463,111078.498,102641.27,108146.092,C42H45ClN6O5S2,813.2673,19.72,0.92,0.417,1/1,118115.0654,8.362410865471306,113715.225,8.237843543032575,0.9627495410081701,1.0464668924001848
362,363,2035380.118,1976774.304,2230184.894,2019589.386,2000062.134,1967279.223,2254485.419,1966246.313,1912669.526,1991579.998,C20H20N4O3,365.1615,15.12,0.96,0.515,1/1,2052398.1671999998,4.958807797638463,2018452.0958,6.69140745065673,0.9834602895566259,1.0244378016214855
363,364,2609295.147,2473035.459,2318744.045,2285738.6,2287837.857,2262883.528,2207704.491,2517228.776,2228775.111,2327578.123,C19H31N5O2,362.2557,3.55,1.0,0.974,1/1,2394930.2216,5.950935784663426,2308834.0058,5.415190983313412,0.9640506370400717,0.9640506370400717
364,365,1291236.619,1468637.994,1254546.706,1281023.115,1278633.035,1240519.961,1278513.899,1307901.734,1339751.82,1375395.27,C9H9BrN2O3,272.9874,5.72,0.96,0.505,1/1,1314815.4938,6.619601686008742,1308416.5368000001,4.002905695176957,0.9951331901470784,1.0365970730698733
365,366,467207.194,422544.803,441398.421,409832.127,425096.751,286993.947,258548.596,245741.933,241460.959,234435.843,C28H31N5O,454.2611,6.3,0.53,0.001,1/2,433215.8592,5.095263088792871,253436.25559999997,8.172309458648344,0.5850114907335322,1.1037952655349663
366,367,1125693.505,1106162.989,1104915.675,1116761.731,1325500.559,1119382.878,1191214.665,1041716.084,1161274.006,1000241.707,C27H31FN4O2,463.2515,19.58,0.99,0.821,1/1,1155806.8917999999,8.24002680712742,1102765.8680000002,7.27723388868088,0.95410909540659,0.9637465610167575
367,368,634236.052,586483.892,589426.464,580315.842,573652.255,661796.501,566985.841,606715.186,633343.431,647150.113,C17H18N2O2,283.1445,8.0,1.07,0.064,1/1,592822.901,4.036731900250805,623198.2144,6.00287085141193,1.0512384277813183,0.9824658203563722
368,369,1145114.775,1390639.775,1218666.769,1196052.131,1192447.485,1148091.749,1212845.22,1425800.276,1242273.232,1318956.396,C9H7NO2,162.0551,3.57,1.05,0.563,1/1,1228584.1870000002,7.688626164529048,1269593.3746,8.406768892090206,1.0333792246668398,0.984170690158895
369,370,240656.121,240184.216,239239.463,234156.821,233944.727,253676.925,224723.081,232924.264,236356.903,247566.525,C21H23Cl2N5O2S,480.1033,7.54,1.05,0.305,1/1,237636.2696,1.394336947096744,239049.53959999996,4.844773675143126,1.0059471982217985,0.958044950687427
370,371,5449566.86,5686575.632,5372623.614,5318509.792,5186807.909,4987106.459,4818421.898,4641020.265,4673507.181,4740523.764,C22H31N3O2,370.2497,5.43,0.9,0.004,1/1,5402816.761400001,3.430184678327193,4772115.9134,2.893639454529534,0.883264438559902,0.9814049317332244
371,372,32048.632,50925.053,48676.707,54846.855,48336.847,39554.546,43595.515,42784.892,44584.867,45696.518,C47H55ClF3N5O6S3,974.3051,25.81,0.92,0.357,1/1,46966.8188,18.595636662959418,43243.2676,5.39352582999705,0.920719535724655,1.000782104048538
372,373,2773261.791,2879672.894,2870543.977,2879434.135,2842489.514,2640492.873,2693901.868,2713193.641,2698026.904,2716461.339,C30H33ClN4O2,517.2377,24.68,0.95,0.049,1/1,2849080.4622,1.5804156946269772,2692415.325,1.135638054389922,0.9450120348377152,0.9947495103554898
373,374,139924.477,142725.049,141927.443,140657.423,141830.336,148897.7,153414.027,154446.318,169076.896,165301.383,C27H32N6,441.277,3.93,1.1,0.228,1/1,141412.9456,0.7864063264728306,158227.26480000003,5.402245248105767,1.118902262651122,1.0171838751373836
374,375,1125520.488,1064217.773,1181681.204,1039558.641,1164895.957,997833.23,1029160.755,1054718.371,1001206.865,995712.271,C22H29N7O,408.2512,10.02,0.91,0.165,1/1,1115174.8125999998,5.548944393812622,1015726.2984,2.5256288854571283,0.910822488926074,1.0009038339846967
375,376,3875865.912,3846174.193,3938459.78,3821324.748,3872848.045,3923263.707,4035389.658,4037276.341,3956890.596,3973640.141,C31H33ClN2O3,517.2263,24.49,0.95,0.047,1/1,3870934.5356,1.1306308631084891,3985292.0886,1.2547425129156928,1.0295426212838998,1.083729075035684
376,377,3096375.072,3057935.585,3539747.357,3079394.445,3525758.538,3045502.982,3045795.045,3102165.421,3151874.532,3223162.807,C20H15ClF3N5,418.1047,10.13,0.94,0.29,1/1,3259842.1994,7.655382419588899,3113700.1574,2.4265412179221943,0.9551689827112189,1.0161372156502329
377,378,412817.75,409668.857,408667.617,411847.236,486262.263,455455.882,388761.312,396488.835,398578.941,410981.214,C12H13N3O3S,280.0753,21.51,1.04,0.426,1/1,425852.74460000003,7.939501024893067,410053.23679999996,6.488131230676059,0.962899128864743,0.9258645469853298
378,379,467540.691,475748.754,463794.254,449052.585,438766.203,429180.413,425278.912,453671.261,486959.351,502534.296,C22H32N6,381.2768,5.49,1.29,0.049,1/1,458980.49739999993,3.24040648116508,459524.8466,7.483508437114353,1.0011859963616834,0.7761131754741731
379,380,991161.403,1092047.196,1006009.25,992219.813,969755.494,1035343.846,1029384.415,1029009.939,1107120.262,1107647.027,C20H25N5O2,368.2088,3.76,1.14,0.199,1/1,1010238.6312,4.7052528309502755,1061701.0978,3.9350363479259847,1.0509409014965811,0.9218779837689309
380,381,3066115.17,2905277.852,2919840.57,2960823.225,2958311.282,3146424.588,2839762.334,2849225.158,2911256.044,2986159.583,C20H20N2O4,353.1502,6.32,1.0,0.914,1/1,2962073.6198,2.125129497621192,2946565.5414,4.280746782538266,0.9947644520729207,0.9947644520729207
381,382,1744592.768,1701578.733,1678344.106,1689732.821,1693437.569,1791792.399,1656192.988,1629491.222,1662992.128,1753285.624,C21H17F3N4,383.1484,6.73,0.98,0.565,1/1,1701537.1993999998,1.4973913455978345,1698750.8721999999,4.111996034356742,0.9983624647166207,1.018737208894511
382,383,236199.369,251623.967,244161.151,231629.316,231693.616,202522.773,200188.878,217514.741,206287.834,220876.609,C25H21N3O,380.1764,3.45,1.2,0.087,1/1,239061.4838,3.631872682001157,209478.167,4.3970362229328455,0.8762522664472812,0.730210222039401
383,384,2942193.596,2743335.522,2658659.116,2608992.373,2512601.133,2480212.593,2235597.991,2259414.781,2297073.446,2326578.8,C19H12F4N4O2,405.0976,8.34,0.87,0.008,1/1,2693156.3479999998,6.0277060220535255,2319775.5222000005,4.147694428810544,0.8613593948686713,0.99006826996399
384,385,1090827.362,1111239.79,1151255.865,1121448.62,1126529.453,1325103.522,1301651.026,1297309.855,1305288.907,1357332.088,C20H21N5O4,396.1673,6.28,1.29,0.0,1/1,1120260.2179999999,1.9704658701756996,1317337.0796,1.879544861495944,1.1759206106165596,0.9115663648190384
385,386,53443.66,56537.056,57218.313,60058.024,60658.93,59739.717,62097.131,63518.161,65774.379,71086.524,C23H27N5,374.2346,8.96,1.03,0.223,1/1,57583.1966,5.0592103725171595,64443.182400000005,6.691835944930767,1.1191317294809577,1.0865356596902502
386,387,10113420.24,9807089.997,9536520.469,9366846.575,10377255.553,7740290.661,7364972.713,7233132.252,6764057.01,6757763.849,C17H18N2,251.1546,9.7,0.75,0.004,1/1,9840226.566800002,4.191465291192863,7172043.297,5.840859707775528,0.7288494069026621,0.9717992092035495
387,388,2162925.099,2368369.216,2108528.96,2072201.986,2390409.34,2249388.474,2016155.551,2008896.299,2061857.541,2119375.678,C30H28N2O6S,545.175,31.11,0.94,0.25,1/1,2220486.9202,6.70174028082591,2091134.7086000002,4.727019962995062,0.9417460150639622,1.0018574628340025
388,389,1018518.963,1035189.883,974852.754,972985.352,970349.212,1013987.193,988590.51,1010147.568,1038138.897,1014501.329,C16H14BrN3O3,376.0298,4.86,1.02,0.56,1/1,994379.2328,3.043930641422877,1013073.0994,1.7373482214863054,1.0187995344063665,0.9988230729474181
389,390,43270.776,111365.613,49886.682,45956.98,47386.772,106224.34,48400.728,45143.281,47911.87,50850.518,C26H25F9N2O4,601.1757,32.09,1.01,0.971,1/1,59573.36459999999,48.76594691472461,59706.147399999994,43.68616006111825,1.0022288954282095,0.9923058370576331
390,391,4216258.826,4638569.49,4102071.582,4163452.132,4590376.783,4479384.94,3952982.367,3918025.242,3929015.311,3965723.737,C27H29NO3,416.2226,29.69,0.94,0.22,1/1,4342145.7626,5.813674393681687,4049026.3194000004,5.9598856011565715,0.9324943336253906,0.9920152485376497
