Compound Name,mz_x,rt_x,/home/zzy/data/raw-mzml/good-mzml/TOF_test/SampleA_3-20170326-960MIX_SampleA_4.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/SampleA_4-20170326-960MIX_SampleA_5.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleA_1.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleA_2.mzML,rt_x,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_2.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_3.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_1.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_4.mzML,Compound formula,mz_y,rt_y,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
305,310.1414,14.85,5674561.803025832,5620130.292715778,3786450.415957979,5181464.18290421,14.85,3523130.459664588,515665.99853621016,5770154.380795069,95928.05375271504,C15H15N7O,310.1414,14.85,0.99,0.855,1/1,5065651.67365095,17.38978754435065,2476219.7231871453,107.99916411510036,0.488825502169293,0.49376313350433637
306,448.198,14.73,1103355.8408475013,2496054.280889692,92020.47201355916,205002.66045658733,14.73,6912693.020160126,8827246.42793041,3189300.068065225,7773764.305563492,C24H25N5O4,448.198,14.73,1.13,0.057,1/1,974108.313551835,114.0478492844937,6675750.955429813,36.73925057766324,6.853191644662601,6.0647713669580545
307,354.1268,5.63,2244168.393076601,2261507.6849315395,1585480.2760256452,1695212.091895155,5.63,2652261.62817643,2707998.688472669,1931295.6146163112,2255245.7832210264,C19H19N3O2S,354.1268,5.63,1.48,0.008,1/1,1946592.1114822351,18.315027432709893,2386700.428621609,15.269226461970039,1.2260916986888708,0.8284403369519397
308,592.0988,8.26,9087938.41330379,8642431.052324781,8578597.193532886,9404860.396062791,8.26,8279469.251769435,7958134.675776337,7895821.3380718045,7313051.524361031,C23H26IN7O2S,592.0988,8.26,1.05,0.484,1/1,8928456.763806062,4.3695264370424605,7861619.197494652,5.1197653155907545,0.880512658062463,0.8385834838690124
309,401.0467,9.15,3320166.2187977848,2984045.6406174586,1628652.7240335792,2820835.727413039,9.15,2236.2348928024867,673.1258225499034,3143.329551811341,390.5980059822732,C14H17IN4O2,401.0467,9.15,1.26,0.08,1/1,2688425.0777154653,27.39388845977108,1610.822068286501,81.00554624308451,0.0005991694102389955,0.0004755312779674568
310,501.2051,9.94,12558712.375725674,14964455.515795032,2991616.0666569145,6541924.429107571,9.94,16764839.639271582,10349496.12171975,15181877.348803854,5495094.449964164,C29H29ClN4O2,501.2051,9.94,1.09,0.577,1/1,9264177.096821297,59.15639655391257,11947826.889939837,42.63772422098428,1.2896803207744536,1.1831929548389482
311,499.2504,25.24,8711508.578267071,9614491.161252951,9841080.744473148,9902335.14324521,25.24,14828262.194472624,14979431.500967955,11112389.65348328,10061554.579326022,C30H31FN4O2,499.2504,25.24,1.21,0.063,1/1,9517353.906809594,5.792693609769368,12745409.48206247,19.848351369191743,1.3391757422137287,1.1067568117468833
312,376.0823,5.32,2569876.425995009,2889208.8424322805,1599871.246921881,1384444.120573862,5.32,3603961.121444101,3558020.749733945,3354744.285898999,3806881.878075209,C15H19Cl2N3O4,376.0823,5.32,1.3,0.007,1/1,2110850.1589807584,34.6546698355967,3580902.008788063,5.181231002115278,1.6964264344168947,1.304943411089919
314,519.1233,27.02,8437186.52455278,11435824.592203291,3955185.3534821793,5545780.415732494,27.02,16184358.44720117,15551441.728830252,13657286.60570914,14072943.532490112,C27H20ClFN4O4,519.1233,27.02,1.09,0.385,1/1,7343494.221492685,44.92792875818469,14866507.578557668,8.05109178675722,2.024446010326649,1.8572899177308706
315,388.1055,14.76,1374848.644423311,1348708.800194626,1310362.7762217824,1189113.421516471,14.76,1408307.612426991,1398268.6831438486,1430213.5474513087,1467350.6971948578,C19H18ClN3O4,388.1055,14.76,1.09,0.121,1/1,1305758.4105890477,6.291298020908971,1426035.1350542514,2.1460371987117326,1.0921125404897412,1.0019381105410468
316,327.012,22.38,1732476.888740035,1800949.033643656,1769951.5162111258,1685832.9173804205,22.38,1853037.3822913112,2021310.3366910545,1807324.669504323,2203053.792583924,C16H11BrN2O,327.012,22.38,1.16,0.073,1/1,1747302.5889938094,2.840344681484985,1971181.5452676532,9.126163915486279,1.1281283263036685,0.9725244192273006
317,474.2288,21.73,118.45342992540051,245.9466400800684,278.16586822756085,457.8407178453068,21.73,3766374.7410178017,3720277.362455274,2729981.165613721,1687294.9424577348,C30H27N5O,474.2288,21.73,1.31,0.022,1/1,275.1016640195842,50.88665776388701,2975982.052886133,33.037151786738974,10817.753732940984,8257.827277054186
318,434.1895,10.28,4090028.296743809,6422465.057379212,106940.78830639484,689978.3649538471,10.28,9065691.547954831,9917228.4543406,6251268.597426738,6706236.594100208,C25H27N3O2S,434.1895,10.28,1.26,0.022,1/1,2827353.1268458157,105.09582921734247,7985106.298455594,22.335150166221215,2.82423381170068,2.2414554061116507
319,438.0883,26.04,1879185.2341083083,1887083.3298052624,1768127.593687172,1602876.032488884,26.04,2074907.377740309,2192020.709535951,2086588.1976247884,2197136.504210776,C19H20ClN3O5S,438.0883,26.04,1.27,0.011,1/1,1784318.0475224066,7.4310965291403495,2137663.197277956,3.0840276911507813,1.1980281207412449,0.9433292289301141
320,227.1544,5.0,10044509.6417837,8074110.157960181,14783950.910334729,12964111.212707298,5.0,12459720.11046108,12862929.29564028,9196764.057276404,12078189.893394724,C15H18N2,227.1544,5.0,1.13,0.208,1/1,11466670.480696477,26.05533522924105,11649400.839193122,14.302785826860081,1.015935781777654,0.8990582139625257
321,354.0785,17.92,403583.4967026966,383817.62690099975,354913.02061226603,412240.5339776305,17.92,72379.38461941779,165634.2113057547,158298.34978834476,236262.0954475717,C14H16ClN5O2S,354.0785,17.92,0.68,0.26,1/1,388638.66954839823,6.545044232666964,158143.51029027224,42.44065670131772,0.4069165594716462,0.598406705105362
322,490.1985,17.04,3529759.7471433715,5256672.131772498,754611.7968170105,1333557.385323469,17.04,862549.8596831877,137696.58825467477,1240346.695978377,37257.34699535344,C28H23N7O2,490.1985,17.04,1.21,0.001,1/1,2718650.265264087,76.20195408328279,569462.6227278982,101.6711095279814,0.20946520043562175,0.17311173589720807
323,561.1949,24.5,14746162.414652664,9825683.160921518,512058.5768310349,1210274.5371662336,24.5,35774170.41058521,36758528.295852825,23814067.92484473,24698130.0349958,C30H26F2N4O5,561.1949,24.5,0.87,0.069,1/1,6573544.672392863,104.98250026358342,30261224.166569643,22.983627560011822,4.603486501530708,5.291363794862883
324,500.1623,11.44,1395602.198720364,1747376.191231754,93371.72176792347,322868.71655976307,11.44,2456687.2775122016,2575510.2414764143,2503582.6530654645,2175407.1797521887,C23H25F4N3O3S,500.1623,11.44,1.19,0.031,1/1,889804.707069951,90.53690156049134,2427796.837951567,7.216921490906422,2.7284603224297266,2.292823800361115
325,638.1752,32.51,15300.769980505667,8791.468594136855,12201.203908428502,4312.165069089066,32.51,28122.855412385303,21125.077345109657,26887.214597700942,28582.683002912032,C30H25F10NO3,638.1752,32.51,1.12,0.094,1/1,10151.401888040022,46.43637781172969,26179.45758952698,13.158413409862305,2.5789007152175283,2.302589924301364
326,389.0899,17.73,3911960.388454213,3914596.8889099257,3418247.8812417006,3485331.449570191,17.73,3953145.725657938,4071701.487407433,3543178.4167813268,3494624.0100715877,C19H17ClN2O5,389.0899,17.73,1.07,0.255,1/1,3682534.1520440076,7.273435703763703,3765662.4099795716,7.693088248747254,1.0225736556684542,0.9556763137088355
327,413.0807,30.78,223933.0376357997,219169.19244309532,236057.24419853,237230.29978584932,30.78,280329.42979910085,253828.00580292137,244684.0262609314,285429.5665888713,C21H20N2OS3,413.0807,30.78,1.14,0.022,1/1,229097.44351581857,3.902697933380904,266067.75711295626,7.470858400111796,1.161373750094182,1.018748903591388
328,174.0535,5.39,395.36318350701407,738.1955656305153,291.25729554154964,533.1006109581281,5.39,170031.747487232,88924.72879601721,165069.6879007748,6222.316227833369,C10H7NO2,174.0535,5.39,1.39,0.003,1/1,489.47916390930175,39.45883687592716,107562.12010296434,71.66635038732014,219.74810785387203,158.09216392364894
329,813.2653,19.69,374125.1631439199,402987.3578720477,288016.7408021601,371328.0753997251,19.69,81708.80824284026,60638.06988589936,93493.52838139048,28816.119222190217,C42H45ClN6O5S2,813.2653,19.69,0.99,0.946,1/1,359114.33430446323,13.787155024344038,66164.13143308008,42.87265490675191,0.18424252421231677,0.18610355981042098
330,365.1609,15.41,3332254.0384058515,3363297.5103718564,3212872.1260979357,3269637.550364249,15.41,3914701.8814004487,4078719.072959322,3398689.751263429,3722629.347031684,C20H20N4O3,365.1609,15.41,1.12,0.136,1/1,3294515.306309973,2.031621847447075,3778685.013163721,7.731598010851294,1.146962348581723,1.0240735255193956
331,362.2552,3.43,3957766.141662925,3983945.959641152,2876394.0064576743,3041300.489551697,3.43,4063054.963309768,4403986.519772692,3959036.326999232,5386836.670943883,C19H31N5O2,362.2552,3.43,1.27,0.004,1/1,3464851.649328362,16.977535782164534,4453228.620256394,14.613474064327168,1.2852580921089716,1.0120142457550958
332,272.9868,5.75,809042.929230605,781723.4777511198,735274.6946275939,783242.7797851164,5.75,1065989.9467326163,907214.3679188607,1095003.5443417577,937195.1228549985,C9H9BrN2O3,272.9868,5.75,1.27,0.001,1/1,777320.9703486087,3.9502668693722938,1001350.7454620583,9.28381666260393,1.2882075534550135,1.01433665626379
333,454.2596,6.24,29.207010785160712,117.80397428404164,51.3356335744711,60.01978307221515,6.24,2182921.222783537,2105380.703924599,1888653.5193058176,2436811.694501937,C28H31N5O,454.2596,6.24,0.58,0.005,1/2,64.59160042897216,58.478711918582746,2153441.7851289725,10.507225204894453,33339.347079609746,57481.63289587888
334,463.2503,19.18,14.178375219167648,313.70348724379664,69.71941448332717,116.22758886334,19.18,2767074.226194339,2060231.48092722,2717226.9761271453,411041.5952730987,C27H31FN4O2,463.2503,19.18,0.96,0.517,1/1,128.45721645240786,101.47562390913518,1988893.5696304508,55.31277432973184,15482.925946533462,16128.047860972356
335,283.1442,7.88,1931920.1781961792,2071776.2343624688,1813088.039021664,1598657.326895621,7.88,2561965.758120218,2428122.634650796,2167928.8352593663,2391215.076547197,C17H18N2O2,283.1442,7.88,1.67,0.006,1/1,1853860.4446189832,10.804991065595795,2387308.0761443945,6.8537078395114746,1.287749616252829,0.7711075546424127
336,162.0544,3.49,549871.4904628608,547888.9292292579,511964.7243731853,514132.1383597234,3.49,67.3185271770894,270.15303384913307,112.68339045302189,104.01168907071892,C9H7NO2,162.0544,3.49,1.24,0.013,1/1,530964.3206062568,3.9027507582700487,138.54166013749082,64.90257516527691,0.0002609246135019082,0.00021042307540476465
337,480.1019,7.91,425110.3356462863,266863.66531169653,519930.71475673554,568201.8949762364,7.91,198.81942887638917,178.89081592582588,681.9917846450404,233.40530408194,C21H23Cl2N5O2S,480.1019,7.91,1.44,0.003,1/1,445026.6526727387,29.8448427301649,323.27683338229883,74.3021060891485,0.0007264212860977305,0.0005044592264567573
338,370.2489,5.65,2395611.648890926,1218615.7564891062,2186962.3800973194,2490455.1035794048,5.65,10027746.909019291,8061944.581630162,8318572.55582088,7453169.305777313,C22H31N3O2,370.2489,5.65,0.88,0.056,1/1,2072911.222264189,28.14730350675827,8465358.338061912,13.029655312778065,4.083801682937204,4.640683730610459
339,974.3027,25.83,27659.28033097681,17605.62821840354,100119.8741762566,88107.49316971711,25.83,56469.25269672787,51372.07248917604,29479.029092048186,29158.921500701657,C47H55ClF3N5O6S3,974.3027,25.83,0.77,0.355,1/1,58373.06897383852,71.54366821882206,41619.818944663435,34.49320086237261,0.7129969295141307,0.9259700383300399
341,408.2503,10.3,4030486.697347573,4401616.898032529,4021295.2269866015,3916796.617949738,10.3,3092047.6769691817,3145796.730656973,2996299.557671681,3140030.565491792,C22H29N7O,408.2503,10.3,1.0,0.992,1/1,4092548.8600791106,5.18990849463077,3093543.632697407,2.2356824833302653,0.7558965667761405,0.7558965667761405
342,517.2253,24.4,2859015.743603579,3809543.601097899,4626.891730148034,13763.0372780184,24.4,16994971.436321735,16796800.06235996,15204243.789025534,13209283.204305217,C31H33ClN2O3,517.2253,24.4,1.11,0.002,1/1,1671737.3184274111,117.15772117526906,15551324.62300311,11.285745590338072,9.302492952440701,8.38062428147811
343,418.1038,10.03,2721.163146506029,2839.0275172908623,2398.371032364272,2255.867173205544,10.03,4824161.446572359,5584289.51415303,4576049.0622354485,5480820.199580331,C20H15ClF3N5,418.1038,10.03,1.43,0.001,1/1,2553.607217341677,10.659637807627059,5116330.055635292,9.635536651877732,2003.5697036294516,1401.0976948457703
344,280.0749,22.25,175579.37627660314,209736.98239013227,195867.6690631116,180890.10010431503,22.25,287377.4301639435,297193.1399528087,283198.0734639753,366769.9441058194,C12H13N3O3S,280.0749,22.25,1.37,0.019,1/1,190518.5319585405,8.096638877408823,308634.6469216367,12.700535917830283,1.6199717883024625,1.182461159344863
345,381.2761,5.3,1094834.1304962065,992195.2584740266,5674.5127458246,30124.45791574485,5.3,2048379.431293688,1768377.2029186855,1371492.2894549635,1116620.0014124252,C22H32N6,381.2761,5.3,1.1,0.475,1/1,530707.0899079506,111.87034674821066,1576217.2312699407,26.235170725064062,2.9700323610587724,2.7000294191443386
346,368.2077,3.9,1721057.9635333924,1497785.0887079984,1643417.3115779306,1584990.5070608992,3.9,2349764.8766309945,2421303.805538888,1887596.6657192933,1994623.48535916,C20H25N5O2,368.2077,3.9,1.3,0.054,1/1,1611812.7177200553,5.84810276114799,2163322.208312084,12.107096736636553,1.3421672285674424,1.0324363296672634
347,353.1496,6.6,5759209.558806301,5257169.54268516,3518144.168814111,4014136.153591829,6.6,5260861.094339799,5401148.1097521065,3299220.85031802,5724509.382445823,C20H20N2O4,353.1496,6.6,1.15,0.111,1/1,4637164.855974351,22.561744968775965,4921434.859213937,22.326074983051996,1.0613025441339103,0.9228717775077482
348,383.1476,6.72,2345897.39872618,1503148.967141129,1604984.8769848282,2122969.061676034,6.72,350847.0352307913,1837.0024733132925,1353427.6437862767,238.29352441794688,C21H17F3N4,383.1476,6.72,1.35,0.097,1/1,1894250.0761320428,21.39910523556225,426587.4937536998,149.91522137366508,0.2252012546436153,0.16681574418045575
349,380.1754,3.34,1075711.7921393302,967192.670365628,1056683.983235228,831990.6454169768,3.34,676751.2942198662,541795.5582581328,631364.475359515,225916.54816290815,C25H21N3O,380.1754,3.34,0.85,0.231,1/1,982894.7727892909,11.310796310854265,518956.9690001055,39.16463846551704,0.5279883293380353,0.6211627403976886
350,405.0968,8.47,4186620.6289288793,4141809.067670966,4403259.507909094,3946700.64740902,8.47,3749747.783037172,4109229.009502071,3625500.3934960696,4231512.964735281,C19H12F4N4O2,405.0968,8.47,1.13,0.088,1/1,4169597.4629794895,4.494153778558064,3928997.5376926484,7.321388633278405,0.9422966059858175,0.8338908017573607
351,396.1663,6.29,705641.035641124,746397.797960703,208156.1755103277,225164.54114929552,6.29,2583960.2175243297,2694775.9349003145,2314441.5893366733,2725875.456101828,C20H21N5O4,396.1663,6.29,1.55,0.007,1/1,471339.8875653626,62.50919243746738,2579763.299465786,7.251590282919929,5.473254794520313,3.5311321254969763
352,251.1542,10.1,16636471.503841134,16264025.551210996,15898178.130992925,14801840.507586049,10.1,13049903.742509115,11109844.849212447,10977340.072713304,10620519.309478069,C17H18N2,251.1542,10.1,0.95,0.537,1/1,15900128.923407776,4.979861214013125,11439401.993478233,9.557956335803938,0.7194534112636929,0.7573193802775715
353,545.174,31.22,5825852.0096339695,6025221.867972307,4887466.979656965,4286884.84549349,31.22,6007026.262710324,5675029.95641101,5719716.248595446,5291378.458161298,C30H28N2O6S,545.174,31.22,1.05,0.595,1/1,5256356.425689183,15.500207404926176,5673287.731469519,5.183047004537632,1.0793194509684854,1.0279232866366528
355,601.1745,31.73,723.6826332745336,108.4270388775454,858.5949909099294,199.9702492475732,31.73,3181036.5983054186,3235702.627974283,3222391.9230763046,3530120.8953658966,C26H25F9N2O4,601.1745,31.73,1.1,0.204,1/1,472.66872807739543,79.06439970160748,3292313.0111804763,4.867036529714866,6965.37091542343,6332.155377657663
356,445.1455,9.33,1227710.7412429976,1608827.5601203348,421616.7550812208,815661.197341972,9.33,1779.4234297017988,2635.088008716062,4351.782082332539,978.2512069738716,C20H18F6N4O,445.1455,9.33,1.28,0.013,1/1,1018454.0634466313,50.37562600458442,2436.136181931068,59.32426377898709,0.002391994169758375,0.0018687454451237304
357,416.2221,29.3,44.689811248359845,26.939801285812763,80.42978480245739,316.7476013280572,29.3,8563978.666392837,9081681.8597308,8311192.531757561,7487947.837943186,C27H29NO3,416.2221,29.3,1.1,0.226,1/1,117.2017496661718,115.08158361783234,8361200.223956095,7.949231145494197,71340.23380855215,64854.758007774675
358,443.1733,9.07,6314432.336232856,4432230.339766142,5052886.974361738,6281095.204263949,9.07,4692.546304700729,7332.103105701572,22346.75072391717,2716.828182872793,C24H27ClN2O4,443.1733,9.07,1.33,0.003,1/1,5520161.213656171,16.90284185086094,9272.057079298065,96.19391865817074,0.0016796714299503036,0.0012629108495866943
359,378.1611,27.86,9003343.646227386,8176709.69092819,9356816.599295212,9357205.53654052,27.86,10378861.374566743,9171617.04866106,9378832.685137678,9664825.135345915,C22H20FN3O2,378.1611,27.86,0.98,0.891,1/1,8973518.868247826,6.204417573565565,9648534.06092785,5.464083546101553,1.0752230203770472,1.0971663473235176
360,284.1062,4.04,1650207.817033952,1456452.5239154166,1576993.7573051555,1593401.344261947,4.04,1687593.6619688664,2033234.325828225,1330099.2418646652,2160046.483118972,C12H17N3O3S,284.1062,4.04,1.21,0.015,1/1,1569263.8606291178,5.192728316414913,1802743.428195182,20.692087909586483,1.1487828614573856,0.9494073235185005
361,384.208,21.17,5268828.956720393,5882656.327819508,5711008.475664627,5337596.254895813,21.17,5478523.04428119,4632659.558666278,5801485.895956479,2339722.6461607176,C22H26FN3O2,384.208,21.17,0.85,0.464,1/1,5550022.503775085,5.312050216968067,4563097.786266166,34.2318618321873,0.8221764476022178,0.9672664089437856
362,571.314,5.68,3945473.006314094,3453285.12878139,3438349.5287675047,3502215.724292069,5.68,4611350.328865594,4662117.193724437,4192534.474281984,3946608.267380487,C31H38N8O3,571.314,5.68,1.21,0.034,1/1,3584830.8470387645,6.7498425452849915,4353152.566063125,7.882189193906873,1.2143257943841421,1.0035750366811091
363,258.0327,6.97,229951.2893143168,224726.9391035605,209743.4556473608,168359.8591445858,6.97,293049.4432949931,344959.3694460793,299331.5305237565,396888.07618294057,C12H7N3O2S,258.0327,6.97,1.07,0.513,1/1,208195.38580245597,13.402730511956035,333557.10486194235,14.433043472172413,1.6021349540303191,1.4973223869442234
364,367.1266,7.72,7072093.181995492,7265947.727022238,2029404.2106938355,3955770.930184728,7.72,7986675.572811927,6084045.700172789,7208932.656811232,443357.9652258575,C18H17F3N2O3,367.1266,7.72,1.03,0.401,1/1,5080804.012474074,49.94302131561666,5430752.973755452,62.89061193678622,1.0688766896778945,1.0377443589105773
