Compound Name,mz_x,rt_x,/home/zzy/data/raw-mzml/good-mzml/TOF_test/SampleA_3-20170326-960MIX_SampleA_4.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/SampleA_4-20170326-960MIX_SampleA_5.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleA_1.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleA_2.mzML,rt_x,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_2.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_3.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_1.mzML,/home/zzy/data/raw-mzml/good-mzml/TOF_test/20170326-960MIX_SampleB_4.mzML,Compound formula,mz_y,rt_y,Fold change,Compound concentration ratio,p-value,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
315,388.1055,14.63,1402463.137229606,1369991.8957679877,1337282.9156287564,1215294.0850115588,14.63,1414890.2200196949,1402763.659206826,1431042.0820958803,1493232.9202911104,C19H18ClN3O4,388.1055,14.63,1.09,1/1,0.121,1331258.0084094773,6.141608701855918,1435482.220403378,2.800820268854131,1.078290016912967,0.9892568962504283
316,327.012,22.3,1202955.6799660705,1255388.3140568193,1207464.6628939742,1107447.7545063884,22.3,1270941.7048069676,1412787.7610845128,1287895.5103965376,1524747.2504581884,C16H11BrN2O,327.012,22.3,1.16,1/1,0.073,1193314.1028558132,5.19278335909883,1374093.0566865515,8.637925916074854,1.1514931847349346,0.9926665385645989
317,474.2288,21.77,613832.8251164085,369058.20552380366,204335.61853049824,408861.2401620038,21.77,3782308.9415171994,3649135.6725743073,2786606.0650485423,1546743.7968922637,C30H27N5O,474.2288,21.77,1.31,1/1,0.022,399021.9723331785,42.194616160027294,2941198.619008078,34.98860858724834,7.37101919929415,5.626732213201641
318,434.1895,10.41,7099534.126689245,7906194.482022029,1325857.1785021904,3402049.5866506724,10.41,9728511.465877486,9545713.71055518,8905357.14468114,5676308.455466642,C25H27N3O2S,434.1895,10.41,1.26,1/1,0.022,4933408.843466034,62.901187603804644,8463972.694145113,22.349532897770313,1.7156438808745949,1.3616221276782499
319,438.0883,26.18,1283267.9616102823,1303020.621938289,1148571.5061455388,990804.9506366756,26.18,1461430.129665115,1472170.777153505,1509518.8780530635,1485844.0533152227,C19H20ClN3O5S,438.0883,26.18,1.27,1/1,0.011,1181416.2600826963,12.224450856717908,1482240.9595467267,1.3998416818151074,1.254630573175769,0.9878980891147787
320,227.1544,5.1,10151863.530980896,8269736.365894068,14685656.033524062,12957660.040009394,5.1,12349527.011116708,12850339.636769284,9012980.176345224,12202236.491811853,C15H18N2,227.1544,5.1,1.13,1/1,0.208,11516228.992602106,24.827128609522653,11603770.829010766,15.075511594495996,1.0076016060869313,0.891682837245072
321,354.0785,17.9,405344.22504000657,381810.5203715325,355876.46299968776,413741.48264427314,17.9,77408.6906085103,192473.12237243704,167049.97328554172,262840.9933759829,C14H16ClN5O2S,354.0785,17.9,0.68,1/1,0.26,389193.172763875,6.680458704868703,174943.194910618,43.79300835815185,0.44950221934328927,0.6610326755048371
322,490.1985,16.95,1095145.3578975687,1017023.4146785276,216829.62885372076,482933.9333204715,16.95,803857.7113759316,125799.97176805192,1333176.137413479,37114.41595386351,C28H23N7O2,490.1985,16.95,1.21,1/1,0.001,702983.0836875722,60.19413371116432,574987.0591278315,106.1847405043298,0.8179244600192597,0.6759706281150907
323,561.1949,24.44,14618056.225559069,11492942.30088102,299738.1068788008,782381.3215954481,24.44,37037614.79831675,37518772.537214406,27345016.697106343,23421265.34586527,C30H26F2N4O5,561.1949,24.44,0.87,1/1,0.069,6798279.488728586,107.96316273244861,31330667.34462569,22.516883414758187,4.608617135640175,5.2972610754484775
324,500.1623,11.53,438586.4274649584,431139.0452242143,14146.8987375022,67926.02968536133,11.53,2434972.9757900178,2127672.893991169,2520624.9969934146,846117.7222224987,C23H25F4N3O3S,500.1623,11.53,1.19,1/1,0.031,237949.60027800905,96.00918356361089,1982347.1472492751,39.14792086677751,8.330953886592768,7.000801585372074
325,638.1752,32.33,6435447.015350879,6296697.240168014,5079157.41203131,5688042.84577869,32.33,6741229.174204534,5987464.753550576,6465117.33843615,6534916.309710413,C30H25F10NO3,638.1752,32.33,1.12,1/1,0.094,5874836.128332223,10.585685242611406,6432181.893975418,4.956509071078026,1.0948700105787321,0.9775625094452964
326,389.0899,17.63,3922273.4938472137,3919421.156886417,3419898.5394422216,3500254.0855015395,17.63,3961657.8161814674,4008600.661607221,3674096.787190192,3310944.512252899,C19H17ClN2O5,389.0899,17.63,1.07,1/1,0.255,3690461.8189193485,7.2631517016511005,3738824.9443079447,8.593661178038985,1.0131048979129549,0.9468270073952849
327,413.0807,30.76,222999.38618177632,221371.6061073556,232673.04218376536,237026.1681747523,30.76,273224.3604387703,248784.5629954156,239122.79837979097,277628.2601363651,C21H20N2OS3,413.0807,30.76,1.14,1/1,0.022,228517.5506619124,3.3055634037978607,259689.9954875855,7.193436722139499,1.1364116004892428,0.9968522811309148
328,174.0535,5.35,327.1916280438015,783.7454276703868,312.1824897431812,500.07725252164647,5.35,167192.75385170718,74963.06315634449,169164.51730156282,4661.29731671684,C10H7NO2,174.0535,5.35,1.39,1/1,0.003,480.79919949475396,45.59534733006175,103995.40790658284,76.42614647635439,216.2969655853546,155.60932775924792
329,813.2653,19.72,377093.8378243113,405392.1824022185,315324.0667147028,392899.81608430704,19.72,437015.7392886552,409752.4217311395,446741.4475140597,428860.5553026264,C42H45ClN6O5S2,813.2653,19.72,0.99,1/1,0.946,372677.4757563849,10.719842800741693,430592.5409591202,3.6458548834619178,1.155402644297703,1.1670733780784879
330,365.1609,15.51,2879925.4197063004,2909029.311917989,2749793.8417172413,2832876.433198602,15.51,3900595.283264022,4061352.38386788,3389730.259724806,3702461.1965912506,C20H20N4O3,365.1609,15.51,1.12,1/1,0.136,2842906.2516350327,2.4465740499273867,3763534.7808619896,7.684736820496939,1.3238335870897884,1.1819942741873108
331,362.2552,3.49,4173905.533969555,3757725.8280744273,3367012.6764505515,3543368.044971222,3.49,3833230.6493912954,4235349.2951684445,3297198.3794875317,4939703.190875833,C19H31N5O2,362.2552,3.49,1.27,1/1,0.004,3710503.020866439,9.373354463041968,4076370.378730776,16.977373789976607,1.0986031693834608,0.8650418656562684
332,272.9868,5.65,814271.9925960212,786865.0960124005,742535.1836436484,794894.0961058852,5.65,1064838.9759730145,913671.1861216816,1096873.1520904542,946544.1257722996,C9H9BrN2O3,272.9868,5.65,1.27,1/1,0.001,784641.5920894888,3.866328401217028,1005481.8599893624,8.854362246916345,1.2814536855123615,1.0090186500097333
333,454.2596,6.43,3562009.507166713,2902285.187742501,2992746.206783224,3087615.574946613,6.43,1558237.6785968237,1588360.9486555406,1549876.8190748773,2009028.173330963,C28H31N5O,454.2596,6.43,0.58,1/2,0.005,3136164.1191597627,9.368385189991209,1676375.9049145512,13.265710259683845,0.534530669065777,0.9216046018375466
334,463.2503,19.33,586892.087969297,1096049.424852931,336.670694583322,9958.774636089718,19.33,2396674.581776137,847509.6847097169,2809425.434502853,111344.33347349278,C27H31FN4O2,463.2503,19.33,0.96,1/1,0.517,423309.2395382253,124.18979089034845,1541238.50861555,82.63276223596036,3.6409281080111513,3.7926334458449493
335,283.1442,8.06,1596400.1158152292,1783187.546551557,1587640.845060256,1376639.4448157176,8.06,2284098.1870033466,2491883.192261327,1946067.444249472,2571629.6779191988,C17H18N2O2,283.1442,8.06,1.67,1/1,0.006,1585966.98806069,10.476774101128496,2323419.6253583357,12.018597627990202,1.464986120675436,0.8772371980092432
336,162.0544,3.67,504113.4429449049,493243.0605701542,477542.6717585214,485379.6102651528,3.67,471045.15820374177,513502.1837728225,418207.4149802658,462812.9366016765,C9H7NO2,162.0544,3.67,1.24,1/1,0.013,490069.6963846833,2.3152563229162393,466391.92338962667,8.373589682671547,0.9516848865177115,0.7674878117078319
337,480.1019,7.77,154450.14642350923,146334.14342786078,5242.995685692371,20616.32429345315,7.77,716587.9589843467,753999.2204867534,449086.3495301727,605181.4488120435,C21H23Cl2N5O2S,480.1019,7.77,1.44,1/1,0.003,81660.90245762888,97.57508416390822,631213.7444533291,21.686111489477288,7.729693469660648,5.367842687264339
338,370.2489,5.57,10809861.167812658,9611716.510288468,7607475.520635868,8167466.509653531,5.57,9776187.69783941,8326498.785527647,7378351.671283677,8097070.988996821,C22H31N3O2,370.2489,5.57,0.88,1/1,0.056,9049129.927097632,15.978962963552457,8394527.285911888,11.981231921703055,0.9276612617500899,1.0541605247160113
339,974.3027,25.84,12152.62612560102,5736.792208635487,93995.6849467723,71636.6667294398,25.84,67856.43784636528,65969.15981860581,33797.551133394816,49729.03830470327,C47H55ClF3N5O6S3,974.3027,25.84,0.77,1/1,0.355,45880.44250261215,95.23481895614631,54338.04677576729,29.31435536122637,1.1843400763336929,1.5381039952385622
340,441.2756,3.87,2702647.7936703097,2482242.46566079,2392664.173139511,1978339.604312592,3.87,2891044.0769671244,2565295.7614389434,2911015.422442524,2205630.89092837,C27H32N6,441.2756,3.87,1.2,1/1,0.235,2388973.5091958004,12.690119205521624,2643246.5379442405,12.560607320427025,1.1064361022714044,0.9220300852261704
341,408.2503,10.3,4030486.697347573,4401616.898032529,4021295.2269866015,3916796.617949738,10.3,3092047.6769691817,3145796.730656973,2996299.557671681,3140030.565491792,C22H29N7O,408.2503,10.3,1.0,1/1,0.992,4092548.8600791106,5.18990849463077,3093543.632697407,2.2356824833302653,0.7558965667761405,0.7558965667761405
342,517.2253,24.41,3528825.93689588,3542759.600884184,8912.370743489797,24396.75994793312,24.41,126255.32380758946,196771.18656713847,718885.3796225821,927716.9691143502,C31H33ClN2O3,517.2253,24.41,1.11,1/1,0.002,1776223.6671178716,114.38836356227444,492407.21477791504,79.71786967407441,0.2772214017263393,0.24974901056426962
343,418.1038,10.16,3685751.585476536,3918459.2839104393,2644765.5913408604,3505855.611683293,10.16,4811365.211443585,5540666.8466000045,4473055.369657129,5588922.624007215,C20H15ClF3N5,418.1038,10.16,1.43,1/1,0.001,3438708.018102782,16.156978928405987,5103502.512926984,10.789096535624761,1.4841337170995719,1.037855746223477
344,280.0749,22.28,177740.6169480323,209527.07148452743,198835.48721279952,184193.23232458447,22.28,285716.1204796634,292550.0888625944,283676.9655747325,363151.9819461328,C12H13N3O3S,280.0749,22.28,1.37,1/1,0.019,192574.10199248593,7.446318634939443,306273.7892157808,12.442524812440734,1.5904204461913125,1.1608908366359945
345,381.2761,5.34,650905.4026787868,455232.0974934061,2912.414941004029,13388.599272946614,5.34,1985431.7275811096,1829946.8461102424,1121024.7663566978,1293775.5170577886,C22H32N6,381.2761,5.34,1.1,1/1,0.475,280609.6285965359,115.68390712397452,1557544.7142764598,26.66354976234851,5.550574732828991,5.045977029844537
346,368.2077,3.85,1746561.2922047214,1492239.0447052943,1654623.3446717027,1600215.3436182858,3.85,2385657.0733503224,2444124.495194327,1900913.694570136,2021216.5926043133,C20H25N5O2,368.2077,3.85,1.3,1/1,0.054,1623409.7563000012,6.546522154369787,2187977.9639297747,12.232578090847307,1.3477669180185974,1.0367437830912287
347,353.1496,6.55,5754750.207724344,5237592.57011864,3562433.072462201,4049692.113965876,6.55,5281626.544890667,5402754.351249294,3338423.915408766,5712612.749737867,C20H20N2O4,353.1496,6.55,1.15,1/1,0.111,4651116.991067765,21.886977705642554,4933854.390321649,21.86916348290212,1.0607891394254039,0.922425338630786
348,383.1476,6.9,2656211.640880707,2709699.0690815058,1438351.7960659906,2049181.664507421,6.9,3359308.313214367,1999029.5248096704,3188732.0054627773,85252.1088465646,C21H17F3N4,383.1476,6.9,1.35,1/1,0.097,2213361.0426339065,26.983087428566897,2158080.4880833444,69.90207097664211,0.9750241585147004,0.7222401174182965
349,380.1754,3.39,1075915.257576082,956429.0661903846,1055216.9965137518,815995.6795679446,3.39,688894.7928380751,510219.233276113,599471.2598339937,210784.34683515065,C25H21N3O,380.1754,3.39,0.85,1/1,0.231,975889.2499620408,12.159477417184624,502342.40819583315,41.32809920923995,0.5147535011942931,0.6055923543462272
350,405.0968,8.42,4188489.792779007,4141111.8118033055,4411681.919392098,3948429.202998291,8.42,3892991.471031381,4018099.3633346274,3769839.951596609,4126047.326444618,C19H12F4N4O2,405.0968,8.42,1.13,1/1,0.088,4172428.1817431757,4.561193806036154,3951744.528101809,3.901874611731947,0.9471090587953107,0.8381496095533724
351,396.1663,6.29,705641.035641124,746397.797960703,208156.1755103277,225164.54114929552,6.29,2583960.2175243297,2694775.9349003145,2314441.5893366733,2725875.456101828,C20H21N5O4,396.1663,6.29,1.55,1/1,0.007,471339.8875653626,62.50919243746738,2579763.299465786,7.251590282919929,5.473254794520313,3.5311321254969763
352,251.1542,9.96,14998039.193977565,14408874.114787417,8466038.084049782,11518246.482977258,9.96,12950575.735926315,10671464.596551163,10859133.382665113,10161890.381378824,C17H18N2,251.1542,9.96,0.95,1/1,0.537,12347799.468948005,24.308434590603945,11160766.024130354,11.012088453459905,0.9038668025179079,0.9514387394925347
353,545.174,31.16,4558137.280628302,5562409.496735718,3155789.213104304,2997512.596031569,31.16,4047334.607419976,4420876.134672142,4567611.978744762,4582702.851260495,C30H28N2O6S,545.174,31.16,1.05,1/1,0.595,4068462.146624973,29.940942315966275,4404631.393024344,5.65608780402701,1.0826280875387382,1.0310743690845126
354,376.0291,4.8,1960871.7679156917,1938821.667761522,1145964.807744203,1271768.247766859,4.8,2327266.088382544,2335553.884174964,1786021.7659816998,2147134.296375097,C16H14BrN3O3,376.0291,4.8,1.26,1/1,0.076,1579356.622797069,27.287756915151988,2148994.008728576,11.964841382471207,1.3606768589874711,1.0799022690376756
355,601.1745,31.9,1305109.5696482707,1635449.850961511,1105849.2185786811,977768.7683610624,31.9,1606995.712489636,1414323.440125802,1712766.8551431517,1506124.2926867437,C26H25F9N2O4,601.1745,31.9,1.1,1/1,0.204,1256044.3518873814,22.814569255183212,1560052.5751113333,8.248018416472126,1.2420362169274812,1.1291238335704374
356,445.1455,9.27,1195910.37269639,1637422.1826075248,334369.08172604186,721825.2475383766,9.27,1749539.2756721615,1920738.1179648256,1345232.3355344192,1360026.5205042926,C20H18F6N4O,445.1455,9.27,1.28,1/1,0.013,972381.7211420832,58.23830876455447,1593884.0624189246,18.023522729932818,1.6391546938447934,1.2805896045662448
357,416.2221,29.49,6306405.333560474,6202686.233796409,7420522.795703009,6713223.581222957,29.49,7726048.577663283,8569018.190997148,7514100.411047741,6874266.12552402,C27H29NO3,416.2221,29.49,1.1,1/1,0.226,6660709.486070713,8.293199929177373,7670858.326308047,9.121935258386522,1.1516578440104346,1.0469616763731222
358,443.1733,9.04,6262743.692676153,4379214.852557826,4469347.391961265,6052943.875320823,9.04,8299998.412316817,8420473.165744899,5997423.277583576,4994568.484089709,C24H27ClN2O4,443.1733,9.04,1.33,1/1,0.003,5291062.453129017,18.998163438009556,6928115.83493375,24.599861747764827,1.309399746517189,0.984511087606909
359,378.1611,27.68,7221580.610481665,6148670.596360927,7923850.5952718,7654696.174410939,27.68,6598309.371324865,6364073.364051335,5412691.085726613,6055160.33092562,C22H20FN3O2,378.1611,27.68,0.98,1/1,0.891,7237199.494131332,10.794560739799287,6107558.5380071085,8.413861213108383,0.8439118671469188,0.8611345583131824
360,284.1062,4.01,1589454.4897536137,1357382.3844158778,1595122.1824810598,1604377.475416927,4.01,1761496.6917092472,1994932.8426228687,1400744.7673298416,2153203.1195180714,C12H17N3O3S,284.1062,4.01,1.21,1/1,0.015,1536584.1330168694,7.785194199877423,1827594.3552950073,17.886953787918383,1.1893877569246922,0.9829650883675143
361,384.208,21.21,5348996.684549603,5964218.003821556,5644966.563762835,5304327.755433943,21.21,5852425.899775425,4845386.585824275,5884300.023189149,2563440.4491396584,C22H26FN3O2,384.208,21.21,0.85,1/1,0.464,5565627.251891985,5.49281940046406,4786388.239482127,32.56121468435975,0.8599908011904746,1.0117538837534994
362,571.314,5.62,3660080.712685496,3147216.292154516,3341792.686347251,3233153.6322845872,5.62,4790873.2688825065,4437279.562103068,4240805.029330323,3406647.64834008,C31H38N8O3,571.314,5.62,1.21,1/1,0.034,3345560.8308679624,6.703993873692622,4218901.377163995,13.92279022382148,1.2610445872746112,1.0421856093178605
363,258.0327,6.99,231225.49665234223,227222.9607982479,213213.3020140329,173059.46533173864,6.99,291793.782331044,345380.8747707267,299461.2393831665,394988.2751684771,C12H7N3O2S,258.0327,6.99,1.07,1/1,0.513,211180.30619909038,12.577546028285497,332906.0429133536,14.320732500059046,1.5764066683353806,1.4732772601265238
364,367.1266,7.7,7409285.177118402,5014511.777494472,5109132.274041469,6912035.055648331,7.7,7977248.101859078,5921090.96252823,7182907.623679903,389463.8996892376,C18H17F3N2O3,367.1266,7.7,1.03,1/1,0.401,6111241.071075669,20.114705364327833,5367677.646939112,63.809597277469585,0.8783285726272817,0.8527461870167783
365,338.0859,3.25,298712.0899479667,288438.2326473387,252236.57988413356,252089.3583391372,3.25,299170.7025357628,329326.3414162982,247626.9681303253,312620.2606336709,C15H20BrN3O,338.0859,3.25,1.11,1/1,0.023,272869.06520464405,8.896031246077197,297186.0681790143,11.866929716423334,1.0891160123121073,0.9811855966775741
366,312.1707,5.07,3712649.85259253,3748937.462411876,1109037.7991683334,2155726.418222612,5.07,4688167.72998994,3860157.418793315,4304990.020333878,41101.9048511895,C18H21N3O2,312.1707,5.07,1.14,1/1,0.169,2681587.883098838,47.91014448859971,3223604.2684920807,66.64829159381827,1.2021251620390265,1.0544957561745847
367,114.1271,0.59,20310.19594647505,20787.23867468538,19623.20920304538,16988.61687994187,0.59,26001.14854309732,24865.809839475733,26847.03909861305,26926.13449762279,C7H15N,114.1271,0.59,1.36,2/1,0.31,19427.31517603692,8.722510056305694,26160.032994702222,3.665966437924047,1.3465593550965773,0.9901171728651303
368,505.0367,3.41,18792.467892170647,18557.83383507736,20898.169888268727,25181.32555056073,3.41,29015.031467828743,14865.600515454476,38983.77148494657,19519.14852604143,C21H16N2O9S2,505.0367,3.41,0.98,1/1,0.893,20857.449291519366,14.712516672468734,25595.887998567807,41.77447870943987,1.2271820796886745,1.252226611927219
369,374.2335,8.88,117203.49379798389,98711.91813941216,44195.2263773018,96452.74938847496,8.88,131790.17809151692,132958.18508220892,138744.19428152524,126393.0920633787,C23H27N5,374.2335,8.88,1.11,1/1,0.288,89140.8469257932,35.19423776212062,132471.41237965744,3.824264299508511,1.4860910227825803,1.3388207412455677
370,588.9687,29.81,2363473.4573041853,2220720.7961970577,2235590.275672546,2195934.088835367,29.81,2546838.9123612307,2877538.2730884603,2791605.872767991,3369610.4118041047,C19H20Br2N6O4S,588.9687,29.81,0.94,1/1,0.556,2253929.6545022894,3.3203652248802245,2896398.3675054465,11.917741654582716,1.2850438174589023,1.367067890913726
371,473.3944,32.73,30165.308119528563,25682.28034974602,20301.554433192014,25622.030131900792,32.73,40683.22816536986,32655.285498908488,37486.67358684103,31950.81770237426,C31H52O3,473.3944,32.73,1.57,1/1,0.012,25442.793258591846,15.855907312891675,35694.001238373414,11.590969345499582,1.4029120496162428,0.8935745538956961
