Compound Name,mz_x,rt,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA5.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA4.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA1.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA3.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SA2.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB4.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB5.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB3.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB2.mzML,/home/zzy/data/raw-mzml/good-mzml/QE_TEST/SB1.mzML,mz_y,RT,formula,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
299,315.1507,7.44,243066186.394954,264446073.5968701,285359951.82138336,273113028.93884945,279053760.51484185,296268013.8005058,281906853.5390443,299883244.1322382,278101435.2560427,222112952.05931625,315.1507,7.44,C18H19FN2O2,1.05,0.494,1/1,269007800.2533797,6.10526522264453,275654499.7574295,11.361985777085954,1.024708203620078,0.9759125748762648
300,469.2471,7.04,88459525.58200997,88348833.98023875,90491600.77829687,91056105.89495446,86087152.45753735,94016654.61953984,95200184.5179335,94522397.51408124,93816369.9010255,96564858.81403884,469.2471,7.04,C26H28N8O,1.1,0.029,1/1,88888643.73860748,2.2210802258949256,94824093.0733238,1.1708015150453115,1.0667739891742587,0.9697945356129624
301,352.1827,5.16,182093631.5823916,167354055.7161333,147283179.31069508,182673389.98028323,192097094.654206,241842735.47984928,215375162.0035887,221590465.8403858,197338861.69232503,152199467.16965052,352.1827,5.16,C21H22FN3O,0.92,0.172,1/1,174300270.24874184,10.04320039199415,205669338.43715987,16.460852073108786,1.1799714259975134,1.2825776369538189
302,322.1417,5.19,104747744.17698802,122531946.11513226,117134026.05148904,129999776.39447576,145529051.15366358,129972520.59790558,61323520.71114658,162845552.1428415,148047106.7792238,96562592.00098003,322.1417,5.19,C16H15N7O,0.95,0.429,1/1,123988508.77834973,12.227873408877942,119750258.4464195,34.21184699815336,0.9658173940981353,1.016649888524353
303,501.2732,5.17,72894679.80010597,70069957.53544556,70983291.62932558,77371072.05058715,79947808.2363813,75676138.35205871,62066724.76664784,77695308.41618042,71290991.57412992,61053071.752882406,501.2732,5.17,C27H32N8O2,0.99,0.797,1/1,74253361.85036913,5.721153939938017,69556446.97237986,11.022048345687235,0.9367447512012426,0.9462068193951945
304,402.193,26.24,1161151854.5582757,1179477064.6153748,1282894542.2513127,1196967658.8965983,1266945258.2013094,1101997969.7772565,1089265514.7691472,1128899184.8130202,1150425061.5374112,1202461624.4754124,402.193,26.24,C23H23O2N5,0.95,0.107,1/1,1217487275.704574,4.454282776909935,1134609871.0744495,3.9430994646677666,0.9319274983123232,0.9809763140129719
305,287.1294,3.41,625598467.2187821,539531296.8131752,709586098.305327,647331878.1050402,696987061.507638,660727769.5469292,584068322.3518853,765274109.4513481,670582243.0979292,529476155.8214895,287.1294,3.41,C18H14N4,1.05,0.311,1/1,643806960.3899925,10.526823921199838,642025720.0539162,14.014207719139971,0.9972332695269445,0.9497459709780423
306,341.1534,3.46,93665875.3476123,84476247.01831666,83357293.9078456,86592176.46274666,94389212.5212794,119853480.31586649,126049649.19468094,83824233.48144488,94278768.02104472,77260182.97280128,341.1534,3.46,C19H21ClN4,1.22,0.019,1/1,88496161.05156013,5.862004961980577,100253262.79716766,21.647199737103453,1.132854370245027,0.9285691559385468
307,481.2105,3.75,48617065.17418034,39144597.043254726,62726328.87107709,29404843.774914667,58860507.32348016,86371154.32717946,78346879.53967726,71071462.67676565,108513935.0713959,102432439.83535542,481.2105,3.75,C26H24N8O2,0.96,0.511,1/1,47750668.437381394,28.84929947698099,89347174.29007474,17.71827123109594,1.8711188181007683,1.9490821021883005
308,435.1603,6.34,348303449.4084816,354107879.64539754,397861220.0354228,352056000.7495134,363674292.6098793,286932609.9023624,238121613.54961857,323503084.8281502,325935094.14568794,350390557.7320534,435.1603,6.34,C21H24ClFN4O3,0.99,0.69,1/1,363200568.48973894,5.558644913728023,304976592.0315744,14.330217307306906,0.8396919456919588,0.8481736825171301
309,444.1198,26.82,865368143.3058113,821370527.2397356,859232314.7137904,845842830.3342022,810086876.0986247,867317900.2443776,856140367.238458,871989973.9781445,866166800.2300433,846672312.0279139,444.1198,26.82,C24H17N3O6,1.03,0.183,1/1,840380138.3384329,2.8463479919890267,861657470.7437875,1.1808722926710231,1.025318699758211,0.9954550483089428
310,541.1432,21.87,307170354.54927725,274914673.3664931,181373383.47408628,273705396.157726,257297023.4083565,282293274.9728924,167185092.9887447,347969762.2061807,316146544.1573149,295993031.23007673,541.1432,21.87,C25H25ClN6O4S,1.0,0.925,1/1,258892166.1911878,18.136436295228663,281917541.1110419,24.380155698922252,1.0889380905517636,1.0889380905517636
311,479.1505,6.74,73470738.17340565,73799958.64124769,61710949.513256334,82730209.64088582,85530848.97231226,127424652.00679724,167803277.03566173,85407016.06646591,75043519.3381781,86043600.22775915,479.1505,6.74,C26H19ClN8,0.79,0.345,1/1,75448540.98822156,12.39851497023794,108344412.93497244,35.841599396939,1.4360040832583671,1.8177266876688192
312,592.2687,31.4,329467.7666397185,594691.3850370159,1362043.0577952052,1128066.6487936731,912588.6678589636,853765.2291048584,1121926.9830725077,837103.3379369146,1590616.6190950293,633278.1779020753,592.2687,31.4,C32H38ClN5O4,1.0,0.999,1/1,865371.5052249152,47.588758097993264,1007338.069422277,36.67105176937333,1.164052737281272,1.164052737281272
313,428.2715,18.64,1097693736.5115142,1156750789.324752,992982053.5558232,1159020063.5444422,1203872612.228871,1397610465.6767466,789948403.1186816,1425032127.8766537,1627278979.3806508,1443146606.9430962,428.2715,18.64,C25H34FN3O2,1.04,0.659,1/1,1122063851.0330806,7.2563763650131206,1336603316.5991657,23.842208545526645,1.1912007639926723,1.145385349992954
314,546.2835,6.16,88917196.63461587,85720454.6691307,98676889.39707588,95010873.95193028,93744204.70451207,110070577.05865128,100848573.94870082,112927043.99516197,109622385.34719896,113635395.59556413,546.2835,6.16,C29H35N7O4,1.28,0.001,1/1,92413923.87145296,5.5379274637415286,109420795.18905544,4.660064879906559,1.1840293172840373,0.9250229041281541
315,475.245,8.79,363797668.9557062,344295994.5149151,309688616.35746443,338398637.9036256,335614335.4063284,368160750.12062025,374610703.940414,367900690.2498642,375102753.78388345,366123163.5588468,475.245,8.79,C26H30N6O3,1.17,0.001,1/1,338359050.62760794,5.745841728340997,370379612.3307257,1.1245791595268066,1.0946348609375876,0.9355853512287073
316,573.345,3.92,17879246.341944523,11176164.660695432,20275770.768533222,14635179.07381085,21708318.951535225,15810367.1589464,18203975.367467605,21216912.925672337,16205645.014098024,14221743.38975145,573.345,3.92,C34H44N4O4,1.02,0.774,1/1,17134935.95930385,24.946965531824468,17131728.771187164,15.692549157967314,0.9998128275399277,0.9802086544509095
317,435.2513,5.34,233591728.31346625,253790906.2612044,302755056.6169876,305295371.854807,342821416.49775064,425291855.5716538,328720705.8359551,459897266.36361945,445565822.4554958,312449029.781005,435.2513,5.34,C24H30N6O2,0.97,0.732,1/1,287650895.9088432,15.20532771867088,394384936.0015458,17.425576758625418,1.371054085388723,1.4134578199883743
318,434.1696,12.6,536311584.7640723,546891338.5363094,443331547.4871268,606274521.6803412,554942079.6169869,588859888.9867939,479733423.5801292,578564087.3756869,560143067.2214411,488862954.6154085,434.1696,12.6,C22H22F3N3O3,0.95,0.424,1/1,537550214.4169673,11.002272847346232,539232684.355892,9.51242220890375,1.0031298842299774,1.055926193926292
319,485.1897,5.5,146932025.70696115,144895139.22974175,142224616.51278207,149942456.19274843,155892799.23508713,128409777.62765189,113365545.36315311,136391303.7783357,145644456.60831872,150867594.6162922,485.1897,5.5,C24H29ClN6OS,0.89,0.211,1/1,147977407.3754641,3.5470769046185886,134935735.59875032,10.982700693826686,0.9118671423697601,1.0245698228873708
320,478.1566,26.14,324119858.8433652,371924863.2461586,338715742.2378904,321092563.6417539,320111101.6264019,328359232.6334025,331393268.90467703,321923808.13966393,336004287.52404493,334602565.345287,478.1566,26.14,C21H24FN5O5S,0.96,0.344,1/1,335192825.919114,6.520086335679578,330456632.5094151,1.6987448923947652,0.9858702423098942,1.0269481690728064
321,409.3332,3.58,59293290.66575645,56932055.22553122,44624041.23671111,44608346.09649951,57370710.35181598,47169334.29075329,47099186.9591591,27485264.98300608,38880308.737501726,31942791.58045421,409.3332,3.58,C26H40N4,1.39,0.002,1/1,52565688.71526285,13.908318510374698,38515377.310174875,22.988035072163903,0.7327094584226695,0.527129106778899
322,228.0344,6.03,171444789.8786666,181049004.37456247,165093377.66433063,177028555.5621555,168196530.04478326,199618167.8950872,177544653.97877386,202350050.23740244,181723669.6210805,166002436.15966693,228.0344,6.03,C11H11Cl2N,0.99,0.81,1/1,172562451.50489968,3.7563197856781922,185447795.5784022,8.270437240610235,1.0746706132251294,1.085525871944575
323,639.3782,13.53,57481458.56209546,54916453.03233962,64511026.67446192,59759627.26411367,65855829.186945096,91155693.9329018,97594759.75967516,94626765.34345432,85181969.85401437,77880212.92067248,639.3782,13.53,C36H46N8O3,1.16,0.19,1/1,60504878.94399115,7.646082382184162,89287880.36214362,8.818497848848136,1.4757137262401046,1.2721670053794005
324,628.1028,31.97,12489737.319482137,11344633.451835051,11113005.028420089,13911726.484579513,15824937.198396374,12539151.816049408,12233662.490494464,11853983.29070906,11052911.862730376,15669197.40591718,628.1028,31.97,C31H32BrNO4S2,1.01,0.962,1/1,12936807.896542633,15.14391504677264,12669781.373180099,13.943442257501088,0.97935916452513,0.9696625391337921
325,342.101,12.99,747695610.378251,817925399.5477782,653495038.3235927,918001745.6446358,835849785.1835055,698099076.2063001,413241945.8566304,813931083.5217999,856540747.768485,768129417.5031589,342.101,12.99,C18H16ClN3O2,0.86,0.042,1/1,794593515.8155526,12.519476005028205,709988454.1712749,24.784920140614584,0.8935240975916585,1.0389815088275098
326,507.2328,14.86,444597468.2105232,477103300.1442155,421401427.5087527,538209548.6755087,491858121.48741806,485941225.64519,312338047.2446844,552665324.8303723,589842836.8980584,452371689.5969775,507.2328,14.86,C27H31FN6OS,1.01,0.844,1/1,474633973.20528364,9.46958158796177,478631824.8430565,22.464829610176263,1.0084230203977491,0.9984386340571774
327,518.1657,27.68,490251195.77227485,426727563.18228,479084111.7078633,444501843.2709199,508533862.8712462,469799727.6543025,414034856.12272966,502633012.1339668,546580667.3840973,634791718.6771084,518.1657,27.68,C24H22F3N5O5,0.92,0.185,1/1,469819715.3609169,7.139116001394285,513567996.39444095,16.211542650119,1.0931171672945152,1.1881708340157775
328,414.2869,3.86,154292091.11979598,113566280.18722364,82253225.0956594,132340711.96768671,147550287.6761093,151301349.34383154,94195785.73929752,149194705.57751656,184950049.05927047,123832670.9082965,414.2869,3.86,C23H35N5O2,1.03,0.786,1/1,126000519.209295,23.0480475949917,140694912.1256425,24.076136287572826,1.1166216854387652,1.0840987237269564
329,481.2928,4.56,125081635.4684672,127674108.25404692,88194081.47627893,128263393.03192347,137598244.43296194,127400834.79420398,88374956.41560939,143434793.98565373,149065891.61859646,108879375.55672926,481.2928,4.56,C26H36N6O3,0.88,0.094,1/1,121362292.53273568,15.769215777806467,123431170.47415857,20.309765205043554,1.0170471231075735,1.155735367167697
330,501.2341,15.01,851218114.4772382,911833096.6218492,670555587.0672375,1049179475.0700172,909103668.484788,681882327.9696876,373417724.96193033,943321917.973702,1080340417.1138427,848026147.7327596,501.2341,15.01,C26H33FN4O3S,0.94,0.362,1/1,878377988.3442261,15.6060961644482,785397707.1503844,34.65322435140511,0.8941454790219495,0.9512185947042017
331,334.065,5.07,66776479.16522443,80293395.37245631,36568762.25938216,89400217.97821987,95451834.88019297,109704893.72342236,109864992.74153824,109378965.25275752,109591213.39062835,106299445.75820136,334.065,5.07,C18H11N3O2S,0.95,0.262,1/1,73698137.93109515,31.74777778444883,108967902.17330956,1.3785449796718672,1.478570629222549,1.5563901360237358
332,310.1417,14.73,1309375791.208591,1273463198.12315,789115488.502465,1466403836.2949796,1236923493.551948,1138022036.4089012,610795401.0527233,1382717112.0076,1515538862.5480375,1158886590.1791072,310.1417,14.73,C15H15N7O,0.95,0.419,1/1,1215056361.536227,20.876936538141504,1161192000.4392738,29.773613174980333,0.955669248931917,1.0059676304546494
333,448.1989,14.19,337095006.91784376,407825705.5050023,470441984.07388526,465041255.228667,453397071.5597788,388213680.932693,250600720.23438263,519726122.30737406,598140695.4228561,491774858.3407976,448.1989,14.19,C24H25N5O4,0.94,0.332,1/1,426760204.65703547,13.0893514436492,449691215.4476207,29.861568022773145,1.0537327767217979,1.1209923156614872
334,354.1278,5.6,175258005.0169832,165140501.84225392,154484136.5792686,173467880.73544443,180769940.0981022,181634006.6418451,167774895.7137975,180484072.4570231,157544285.28313375,126213917.26311973,354.1278,5.6,C19H19N3O2S,1.04,0.503,1/1,169824092.85441047,6.032902211120359,162730235.47178382,13.939905506571273,0.9582282038820712,0.92137327296353
335,592.1,8.22,608731766.6221824,608378319.2180811,597501052.8158684,633534660.1550021,623719629.8193882,474599420.4559428,517847979.89825296,451257233.9620797,476978072.9511081,461904205.2762855,592.1,8.22,C23H26IN7O2S,0.86,0.032,1/1,614373085.7261044,2.311859358886526,476517382.50873387,5.312847221434957,0.7756156537123626,0.9018786671073984
336,401.0475,8.94,270900077.64406353,262433837.35750988,251047202.6328382,260471966.25418797,246926014.9159144,294525268.39417154,201337717.9244008,350898417.22987187,349293656.3604868,265507457.41793945,401.0475,8.94,C14H17IN4O2,1.0,0.964,1/1,258355819.7609028,3.6848478262739564,292312503.4653741,21.4181279226837,1.1314337866896003,1.1314337866896003
337,501.2064,9.97,404168962.6131431,395080956.65599066,353061430.12386215,434013166.4657015,393076990.9336641,464067865.7505585,399874412.0005878,442226713.3787277,395307900.03272,318172489.9747789,501.2064,9.97,C29H29ClN4O2,1.08,0.326,1/1,395880301.3584723,7.32628549869086,403929876.2274746,13.855136051870284,1.0203333554141996,0.9447531068649996
338,321.1004,7.85,1118886.542936507,1445765.276536291,1803910.973900798,1230303.6710966893,1464073.041426164,1142483.5095618255,1189520.410222565,878121.0498409895,1149888.354036667,1241803.6436969948,321.1004,7.85,C14H16N4O3S,0.98,0.807,1/1,1412587.90117929,18.608120597063774,1120363.3934718082,12.589063463912511,0.7931282665924577,0.8093145577474059
339,471.1261,3.43,2376709.3186485176,1787759.3536353018,2043846.7094962087,2506984.522972744,2175383.815669128,3226647.222234307,2999618.21258348,3147581.976435183,2955762.2708507245,3353004.9592302805,471.1261,3.43,C20H23BrN8O,1.01,0.829,1/1,2178136.74408438,12.94505107339081,3136522.928266795,5.202957999720721,1.440002762354248,1.4257453092616317
340,499.2512,25.23,1172390963.9614773,1374040615.7385776,1271852382.180639,1165946511.5985842,1250325631.1998415,1050606668.0946888,928460321.489677,1086063045.374045,1174044878.1111846,1129840856.724284,499.2512,25.23,C30H31FN4O2,0.9,0.023,1/1,1246911220.935824,6.817334669281892,1073803153.958776,8.711420079135813,0.8611704954847323,0.9568561060941471
341,376.0834,5.45,267032250.1700956,272285051.2558772,264558972.1004925,271986230.6293848,293199621.09980613,296990253.3155117,316259220.8460543,255637898.99072975,244271616.3810004,192424547.6722039,376.0834,5.45,C15H19Cl2N3O4,1.08,0.102,1/1,273812425.05113125,4.136469959337031,261116707.44110003,18.52563740099612,0.9536335226290026,0.8829940024342616
342,557.0014,30.61,645572763.2847557,682780410.498773,713334265.1022892,683694830.121011,744368944.4467506,607086786.6362058,612113101.085014,598977014.6205878,601041341.3255355,668724966.3891351,557.0014,30.61,C21H19Cl2IN4O2,0.98,0.382,1/1,693950242.690716,5.337684216086763,617588642.0112957,4.70363191295933,0.8899609856992965,0.9081234547952005
343,519.1241,26.74,790236486.9804782,795762171.8414434,884262118.4262403,841222404.438621,881306226.1022885,800084202.1277769,656629370.9592168,852298134.3637731,852835426.4061077,757231659.6071564,519.1241,26.74,C27H20ClFN4O4,1.03,0.312,1/1,838557881.5578142,5.362985210046075,783815758.6928061,10.404170906834603,0.9347187307293421,0.9074939133294583
344,388.1065,14.3,149548112.08943748,149674077.65341282,146807122.6731496,171726942.3395412,147314066.57704905,145979499.08829018,151914127.12344828,146341533.238427,167049477.31746614,143091863.16643605,388.1065,14.3,C19H18ClN3O4,0.99,0.829,1/1,153014064.26651803,6.888176938557495,150875299.98681355,6.355521733176145,0.9860224333628625,0.9959822559220833
345,521.1902,26.78,431929580.6421908,403585858.62935686,409827320.8841471,446995395.0386561,433792829.38533854,537915172.5663353,554570250.1528245,535488837.5851029,514509812.9164066,537065046.3911232,521.1902,26.78,C26H27F3N2O6,0.93,0.0,1/1,425226196.91593784,4.235735216772683,535909823.9223585,2.6581374981459094,1.260293528030921,1.3551543312160441
346,327.0132,21.79,59138528.57633276,51562527.78706269,53211112.172268495,51606895.75540996,51244683.86879343,49152446.84529629,50391500.15930696,48505943.760305084,47177231.70571693,57455447.24618406,327.0132,21.79,C16H11BrN2O,0.95,0.5,1/1,53352749.63197347,6.229966571592674,50536513.94336186,7.989926894186357,0.9472147975870417,0.9970682079863598
347,474.2298,21.76,104149920.3495445,99185122.49427833,75563797.34286639,96610658.2975848,94808382.32666962,113172606.9530439,112439491.84928484,113161791.52306908,105523059.80004127,120745022.5062451,474.2298,21.76,C30H27N5O,0.97,0.558,1/1,94063576.16218874,11.612371489444328,113008394.52633683,4.770611775346362,1.2014044026083228,1.2385612398023946
