rt,rt_range:min,rt_range:max,mz,datafile:SA4.mzML:area,datafile:SA1.mzML:area,datafile:SA2.mzML:area,datafile:SA3.mzML:area,datafile:SA5.mzML:area,datafile:SB3.mzML:area,datafile:SB4.mzML:area,datafile:SB5.mzML:area,datafile:SB2.mzML:area,datafile:SB1.mzML:area,True RT,Compound Name,Fold change,Compound concentration ratio,p-value,AVG-A,CV-A,AVG-B,CV-B,fc,ratio,true p-value
3.9154,3.8295,4.0413,573.34461,109200,100400,119600,107700,107300,103200,115300,118100,111000,110700,4,316,1.02,1/1,0.774,108840,6.34576979294323,111660,5.05925060852437,1.02590959206174,1.00579371770759,0.499816528518426
5.3361,5.1598,5.6,435.25198,2154000,2216000,2353000,2160000,2104000,2146000,2221000,2322000,2079000,2072000,5.3,317,0.97,1/1,0.732,2197400,4.35093888614339,2168000,4.84569869150782,0.986620551560936,1.01713458923808,0.65583048563366
12.5961,12.2205,12.7699,434.16966,3234000,3029000,3251000,3654000,3133000,3200000,3279000,3260000,3444000,3602000,12.47,318,0.95,1/1,0.424,3260200,7.28253316050313,3357000,4.88876415747611,1.02969142997362,1.08388571576171,0.474766261006053
5.5016,5.3616,5.6599,485.18903,943400,880300,984400,956200,941000,859500,861600,863300,872100,916500,5.36,319,0.89,1/1,0.211,941060,4.04806537778152,874600,2.73370616551007,0.92937751046692,1.04424439378306,0.0107913946619312
26.1413,25.9295,26.3395,478.15671,2386000,2202000,2071000,2095000,2088000,2018000,2041000,2070000,2049000,2034000,26.04,320,0.96,1/1,0.344,2168400,6.09272841144257,2042400,0.939636887525551,0.941892639734366,0.981138166389965,0.0678283870204481
3.575,3.5001,3.6901,409.33316,270500,205300,275800,245700,294700,330800,313200,316500,315000,289700,3.6,321,1.39,1/1,0.002,258400,13.3328156300558,313040,4.72743098236915,1.21145510835913,0.871550437668441,0.0115539470786632
6.0284,5.8209,6.2813,228.03452,1047000,1033000,1057000,1076000,1046000,978000,969200,969600,998000,1145000,6.12,322,0.99,1/1,0.81,1051800,1.52031015894728,1011960,7.43940305094012,0.962122076440388,0.971840481252917,0.280456930958254
13.559,13.4675,14.0659,639.378,387500,337100,9729,378300,398900,588300,628300,666400,516700,480800,13.59,323,1.16,1/1,0.19,302305.8,54.6494732241487,576100,13.3437996995477,1.90568622897741,1.64283295601501,0.00993422435500018
31.9745,31.9357,32.0528,628.1016,88770,78090,120900,91010,84980,78730,83350,88550,83280,108600,31.88,324,1.01,1/1,0.962,92750,17.7699718446986,88502,13.2883863189046,0.954199460916442,0.944751941501428,0.65148958647435
13.1069,13.0593,13.6583,342.10133,2920000,3671000,3251000,3084000,2309000,146200,5148,70320,318400,659400,13.17,325,0.86,1/1,0.042,3047000,16.3531520665979,239893.6,109.257253135959,0.0787310797505743,0.0915477671518306,3.74820545676585E-06
14.9759,14.9275,15.5262,507.23311,1852000,2728000,2010000,1938000,1436000,7215,23750,16840,131300,320700,14.96,326,1.01,1/1,0.844,1992800,23.451990152589,99961,133.306329660548,0.0501610798875953,0.0496644355322726,2.35752501654942E-05
27.682,27.4561,27.9997,518.16649,3203000,3259000,3644000,3223000,3767000,3017000,3005000,2956000,3039000,3499000,27.7,327,0.92,1/1,0.185,3419200,7.77102776867181,3103200,7.19704679534252,0.907580720636406,0.986500783300441,0.0761804519690376
3.8612,3.6696,4.1579,414.28698,924700,801300,1012000,945100,953000,997300,1054000,970400,1091000,1023000,3.9,328,1.03,1/1,0.786,927220,8.35990956131521,1027140,4.59919932221698,1.10776299044455,1.0754980489753,0.0392375211084498
4.5589,4.4111,4.7946,481.29247,737600,640000,761900,745000,753000,635900,622000,597200,683600,721200,4.53,329,0.88,1/1,0.094,727500,6.83775229598936,651980,7.64953831037303,0.896192439862543,1.0184004998438,0.0433586846232998
15.0069,14.5506,15.1472,501.23494,3377000,1565000,3180000,4195000,3884000,4683000,4670000,5009000,5417000,4616000,14.91,330,0.94,1/1,0.362,3240200,31.453638115317,4879000,6.93245308850256,1.50577124868835,1.60188430711527,0.00918845406991791
5.0722,4.8663,5.3098,334.06518,477000,456600,542600,478900,455600,482400,480200,478300,476900,460300,5.01,331,0.95,1/1,0.262,482140,7.36884093837499,475620,1.85232981753753,0.986476956900485,1.03839679673735,0.700832982063206
14.7287,14.4739,15.1296,310.1415,6945000,6870000,6838000,7773000,6812000,6033000,6029000,4950000,7126000,6333000,14.83,332,0.95,1/1,0.419,7047600,5.79727281473551,6094200,12.8127921454893,0.864719904648391,0.910231478577254,0.0419096804538719
14.1908,13.7978,14.4031,448.1988,2481000,2979000,2651000,2730000,2302000,2402000,2061000,1557000,2736000,2190000,14,333,0.94,1/1,0.332,2628600,9.73666889023339,2189200,19.9159877010577,0.832838773491593,0.885998695203822,0.0878826803717095
5.5991,5.1503,5.75,354.12772,1343000,1355000,1435000,1340000,1334000,1384000,1421000,1457000,1331000,1338000,5.45,334,1.04,1/1,0.503,1361400,3.07393392199743,1386200,3.88463876563495,1.01821654179521,0.979054367110779,0.439666834655268
7.9721,7.8537,8.0586,592.0999,9326,11270,10730,10430,9487,14370,14160,12310,12920,13030,8.04,335,0.86,1/1,0.032,10248.6,8.07443598499548,13358,6.553140394038,1.3033975372246,1.51557853165651,0.000418366201198453
8.9349,8.5532,9.2137,401.0481,1445000,1515000,1591000,1499000,1553000,1819000,1758000,1798000,1737000,1607000,8.76,336,1,1/1,0.964,1520600,3.63476556356565,1743800,4.75961651286895,1.14678416414573,1.14678416414573,0.00104618973763954
9.9698,9.7036,10.4099,501.20565,2520000,2491000,2568000,2675000,2633000,1906000,2452000,2507000,2129000,2291000,10.11,337,1.08,1/1,0.326,2577400,2.97166815454865,2257000,10.8814433963408,0.87568867851323,0.810822850475213,0.0237454661947787
7.845,7.7363,7.9347,321.10027,2651,5663,3281,4874,6210,3709,6113,5799,4783,4042,7.93,338,0.98,1/1,0.807,4535.8,33.6438105001598,4889.2,21.5665874177655,1.07791348824904,1.0999117227031,0.681318794695004
3.4319,3.4003,3.4744,471.12561,17190,15730,16450,19700,19040,21870,20050,18470,17990,18900,3.42,339,1.01,1/1,0.829,17622,9.60885246008302,19456,7.96699251351045,1.10407445238906,1.09314302216739,0.111848072205662
25.2294,25.0099,25.3693,499.25073,8358000,7778000,7201000,7062000,7113000,6552000,6383000,6324000,6748000,6795000,25.07,340,0.9,1/1,0.023,7502400,7.43456535344299,6560400,3.21241090061084,0.874440179142674,0.971600199047416,0.0077019604759202
5.4495,5.2977,5.7181,376.0828,1676000,1740000,1869000,1649000,1671000,1803000,1811000,1862000,1793000,1709000,5.45,341,1.08,1/1,0.102,1721000,5.19502473048147,1795600,3.0765815948174,1.04334689134224,0.966061936428003,0.151126283311803
30.6131,30.4085,30.8997,557.00224,3977000,4124000,4399000,3981000,3778000,3745000,3727000,3781000,3719000,4136000,30.6,342,0.98,1/1,0.382,4051800,5.67293115101768,3821600,4.64122636245091,0.943185744607335,0.962434433272791,0.114173800101662
26.7403,26.4893,26.91,519.12432,4968000,5278000,5250000,5155000,5117000,5162000,5163000,5137000,5046000,5028000,26.61,343,1.03,1/1,0.312,5153600,2.3874934568989,5107200,1.27732860291662,0.990996584911518,0.962132606710212,0.477583243355811
14.3079,14.0349,14.5696,388.10657,1011000,1009000,1003000,1151000,1008000,981700,1001000,1005000,1101000,963700,14.27,344,0.99,1/1,0.829,1036400,6.18787299235568,1010480,5.26702572948248,0.974990351215747,0.984838738601765,0.506463604064617
26.7786,26.6138,27.0395,521.19032,3209000,3378000,3315000,3311000,3260000,3132000,3148000,3174000,3058000,3077000,26.74,345,0.93,1/1,0,3294600,1.92955806177834,3117800,1.5641411245041,0.946336429308566,1.01756605301996,0.00114337878284337
21.787,21.5408,22.0789,327.01351,283600,294400,287400,281000,335900,263400,274500,280800,257300,314500,21.84,346,0.95,1/1,0.5,296460,7.6292410364791,278100,8.02832709269772,0.938069216757741,0.987441280797622,0.232501392709467
21.7656,21.5104,22.1097,474.23031,583300,550300,589800,573300,628100,519900,529300,531700,488400,564700,21.81,347,0.97,1/1,0.558,584960,4.85373245136672,526800,5.18890323017616,0.900574398249453,0.928427214690158,0.0108634687439198
10.2989,9.912,10.5462,434.19122,2936000,2915000,3031000,3404000,2667000,3028000,3048000,3129000,2941000,2683000,10.11,348,0.99,1/1,0.636,2990600,8.94032034934932,2965800,5.78754540190335,0.991707349695713,1.00172459565224,0.865780192679129
25.9867,25.7726,26.2271,438.08982,690900,627500,628000,631300,617400,641800,660600,674400,609200,594400,25.94,349,0.99,1/1,0.809,639020,4.61094229569099,636080,5.30935784074784,0.995399205032706,1.00545374245728,0.887012832385774
28.0788,27.8897,28.4298,370.13689,3322000,3326000,3796000,3317000,3892000,3357000,3338000,3414000,3433000,3900000,28.13,350,0.96,1/1,0.586,3530600,8.16058699056543,3488400,6.69079191766914,0.988047357389679,1.02921599728092,0.805539048749509
31.2654,31.221,31.3396,331.09627,46690,46690,74700,45850,78500,46420,47710,47470,43760,70700,31.27,351,0.9,1/1,0.685,58486,28.3722204383146,51212,21.4914146335792,0.875628355503881,0.972920395004313,0.437660846422777
5.2544,5.1929,5.792,227.15485,2177000,3531000,29480,1564000,1213000,203000,176600,19660,307600,493600,5.28,352,0.73,1/1,0.002,1702896,75.5821199753134,240092,72.9841487335815,0.140990406930312,0.193137543740153,0.0359139490568759
17.4408,17.2003,17.7995,354.0794,1131000,1009000,1098000,1117000,1138000,1093000,1080000,1045000,1213000,1084000,17.5,353,0.99,1/1,0.837,1098600,4.76670073961657,1103000,5.81473916860802,1.00400509739669,1.01414656302696,0.908343398118277
16.5482,16.12,16.7788,490.20035,2877000,2978000,2962000,3198000,2843000,2542000,2262000,1745000,2675000,2683000,16.42,354,0.95,1/1,0.496,2971600,4.6652877234191,2381400,16.5618429143746,0.80138645847355,0.843564693130052,0.0134598553851303
7.0919,6.9015,7.2199,514.20356,25090,17530,25090,25860,25580,32440,30820,32010,28680,30190,6.92,355,1.1,1/1,0.171,23830,14.8436918089565,30828,4.87021330142332,1.29366344943349,1.17605768130317,0.00357280916963925
24.5184,24.2807,24.8796,561.19552,8383000,8251000,8435000,8324000,8404000,8274000,8465000,8423000,8327000,8214000,24.58,356,1.04,1/1,0.102,8359400,0.872227214999175,8340600,1.24184719577469,0.99775103476326,0.959375994964674,0.748509114875665
11.4551,11.0506,11.692,500.16445,996200,966900,1010000,1128000,942500,979500,1005000,1054000,1112000,947000,11.27,357,0.98,1/1,0.837,1008720,7.10050428284268,1019500,6.35924241585496,1.01068681100801,1.03131307245715,0.809253939329996
32.3549,32.2956,32.5064,638.17741,663700,481600,944800,656100,677800,608100,652700,658500,660300,839000,32.39,358,1.02,1/1,0.919,684800,24.2389101634458,683720,13.0770837405798,0.998422897196262,0.978845977643394,0.990093932489215
17.2374,17.2003,17.5954,389.091,782300,841300,746100,6114,800300,910900,940200,971700,931300,805900,17.37,359,1.04,1/1,0.486,635222.8,55.6259705634024,912000,6.9327039876134,1.43571672805195,1.38049685389611,0.122974099441165
30.7783,30.6323,31.0095,413.08213,182100,200700,210700,183800,175500,171700,171600,171900,172400,189500,30.81,360,0.97,1/1,0.5,190560,7.66105377227994,175420,4.49036131091047,0.920549958018472,0.949020575276775,0.0755766588369814
6.736,6.4256,6.8386,174.05541,6121,2006,3429,16300,9820,1199,1265,2620,1157,5224,6.67,361,1.09,1/1,0.216,7535.2,76.0845861501041,2293,76.2937032873468,0.304305127932902,0.279179016452203,0.0862456899073784
19.6924,19.5996,20.1187,813.26733,116000,101700,118300,118100,124500,1755,53310,52910,93790,105600,19.72,362,0.92,1/1,0.417,115720,7.30770550272139,61473,66.5657799618199,0.531221914967162,0.577415124964307,0.0198010404259046
15.1397,14.8672,15.4199,365.16097,2018000,2040000,1990000,2229000,1996000,1962000,1914000,1988000,2250000,1963000,15.12,363,0.96,1/1,0.515,2054600,4.8412139909897,2015400,6.64154269255368,0.980920860508128,1.0217925630293,0.613410589707082
3.5334,3.3543,3.6882,362.25526,2281000,2603000,2465000,2317000,2285000,2511000,2220000,2320000,2203000,2231000,3.55,364,1,1/1,0.974,2390200,5.88812879906545,2297000,5.5686582141668,0.961007447075559,0.961007447075559,0.305051761698533
5.5589,5.4158,5.8127,272.9871,1268000,1278000,1458000,1242000,1269000,1303000,1335000,1368000,7602,1231000,5.72,365,0.96,1/1,0.505,1303000,6.72918195449976,1048920.4,55.7065422664886,0.805004144282425,0.838545983627526,0.364435092128012
6.3502,6.2059,6.6,454.26066,398900,461900,409300,427200,417300,238900,235900,228600,232800,276900,6.3,366,0.53,1/2,0.001,422920,5.70897544131261,242620,8.05338167363937,0.573678237018821,1.08241176796004,1.17608009530568E-06
19.6177,19.4602,20.0589,463.25105,900200,1099000,966200,865200,866400,3204,5557,9793,4160,4929,19.58,367,0.99,1/1,0.821,939400,10.4519523629963,5528.6,45.9570351943305,0.00588524590163935,0.00594469282993873,2.51857829022493E-08
7.8428,7.7002,8.0925,283.1447,574400,625700,578900,580200,567700,597900,625700,640300,559200,656100,8,368,1.07,1/1,0.064,585380,3.93988962143765,615840,6.20787702103665,1.05203457583108,0.983209883954284,0.165649866804546
3.6909,3.6061,3.8634,162.05515,1195000,1212000,1385000,1215000,1198000,1427000,1243000,1315000,1213000,1214000,3.57,369,1.05,1/1,0.563,1241000,6.52376040295573,1282400,7.08483545781668,1.03336019339243,0.984152565135643,0.468657096146902
7.7071,7.4363,7.9391,480.10401,222300,240700,225500,230900,228800,232600,235500,247700,224500,253000,7.54,370,1.05,1/1,0.305,229640,3.04538646750626,238660,4.84388107233929,1.03927887127678,0.989789401215982,0.173839403484317
5.5857,5.1306,5.7299,370.24964,5284000,5411000,5643000,5326000,5184000,4633000,4670000,4749000,4801000,4998000,5.43,371,0.9,1/1,0.004,5369600,3.22750424691356,4770200,3.00434558661451,0.888371573301549,0.987079525890611,0.000338189124989967
25.9961,25.8964,26.11,974.3024,51930,28570,48380,46350,46770,42090,44350,45420,42940,38310,25.81,372,0.92,1/1,0.357,44400,20.535971318881,42622,6.40306705749561,0.959954954954955,1.04342929886408,0.687136368832121
24.8379,24.5997,25.123,517.23782,2677000,2760000,2613000,2730000,2746000,2708000,2398000,2611000,2682000,2621000,24.68,373,0.95,1/1,0.049,2705200,2.23167791000279,2604000,4.69052655923909,0.962590566316723,1.01325322770181,0.135315166993385
3.8569,3.7815,3.9799,441.27649,126800,122500,125000,127900,120100,137500,148900,142800,141500,137400,3.93,374,1.1,1/1,0.228,124460,2.55511356116288,141620,3.33425358558174,1.13787562269002,1.03443238426366,0.000146542891035478
10.1863,9.9693,10.32,408.2517,1005000,1081000,1029000,1149000,1130000,1034000,986300,981000,1009000,975500,10.02,375,0.91,1/1,0.165,1078800,5.76667885755369,997160,2.42847279588799,0.924323322209863,1.01573991451633,0.0256645408010035
24.5608,24.2334,24.7896,517.22572,3818000,3835000,3818000,3901000,3880000,4009000,3884000,3962000,4017000,3910000,24.49,376,0.95,1/1,0.047,3850400,0.986671212268321,3956400,1.48810261680658,1.02752960731353,1.08161011296161,0.00960269826767263
10.0349,9.9928,10.4259,418.10441,2122000,2434000,1940000,2246000,2055000,1243000,1056000,787200,12790,1548000,10.13,377,0.94,1/1,0.29,2159400,8.76636189702496,929398,62.6797861616203,0.430396406409188,0.457868517456583,0.00202827780071841
21.7012,21.3782,21.8096,280.07562,363600,363000,365400,363100,429500,331300,342700,342400,331600,390800,21.51,378,1.04,1/1,0.426,376920,7.80244115974983,347760,7.10040465887988,0.922636103151863,0.887150099184483,0.127941248870542
5.3581,5.193,5.6861,381.27735,440900,463000,468300,459100,430800,447500,480900,496000,420300,419600,5.49,379,1.29,1/1,0.049,452420,3.51030928190207,452860,7.68310751619707,1.00097254763273,0.775947711343202,0.980107405912335
3.8486,3.6906,4.024,368.20903,983700,984800,1078000,986500,964500,1029000,1108000,1100000,1027000,1031000,3.76,380,1.14,1/1,0.199,999500,4.48051559546959,1059000,3.89053145882014,1.05952976488244,0.929412074458282,0.060260240917148
6.4745,6.2271,6.62,353.14983,2905000,2961000,2858000,2876000,2918000,2832000,2899000,2976000,2821000,3119000,6.32,381,1,1/1,0.914,2903600,1.37168969004305,2929400,4.19065850366652,1.00888552142168,1.00888552142168,0.666726082331694
6.7361,6.6657,7.1899,383.14824,143600,60510,94420,4157,171900,1597000,1661000,1752000,1331000,954100,6.73,382,0.98,1/1,0.565,94917.4,70.1180913884407,1459020,22.1298970972383,15.3714703521167,15.6851738286905,1.51143985570777E-05
3.4047,3.3711,3.5705,380.17683,211400,211100,226500,222400,210200,206300,192900,211900,190900,193000,3.45,383,1.2,1/1,0.087,216320,3.50164604395963,199000,4.75744330882629,0.919933431952663,0.766611193293886,0.0127225364232446
8.1898,8.0406,8.5683,405.09814,2455000,2839000,2555000,2489000,2339000,2119000,2158000,2193000,2078000,2324000,8.34,384,0.87,1/1,0.008,2535400,7.372165493196,2174400,4.3238388315346,0.857616155241776,0.985765695680203,0.00482186608192204
6.2105,6.1144,6.5019,396.16688,1101000,1120000,1086000,6868,1091000,1193000,1185000,1187000,1214000,1273000,6.28,385,1.29,1/1,0,880973.6,55.4855491012753,1210400,3.04318953951655,1.37393447431342,1.06506548396389,0.171321027346978
8.8443,8.6617,9.0313,374.23416,59910,53760,55530,57400,60250,62380,61570,59840,61550,59170,8.96,386,1.03,1/1,0.223,57370,4.86537067268172,60902,2.19962499837599,1.06156527801987,1.03064590099017,0.0341268635620032
9.7912,9.5251,9.9992,251.15486,9313000,10040000,9745000,9466000,10320000,7327000,6814000,6793000,7373000,7705000,9.7,387,0.75,1/1,0.004,9776800,4.20810402226165,7202400,5.44724691818548,0.736682759185009,0.982243678913346,7.73077511223823E-06
31.2417,31.1742,31.4095,545.17517,2059000,2156000,2362000,2102000,2370000,2002000,2055000,2111000,2008000,2242000,31.11,388,0.94,1/1,0.25,2209800,6.63865764206017,2083600,4.74103033373155,0.942890759344737,1.00307527589866,0.14925248267077
4.7632,4.5718,4.9518,376.0299,969100,1016000,1031000,970800,968000,1006000,1033000,1005000,984400,1012000,4.86,389,1.02,1/1,0.56,990980,3.04476723230966,1008080,1.72597367110697,1.01725564592625,0.997309456790446,0.304229783775661
31.9664,31.9295,32.0468,601.17469,45110,43070,111100,49810,47050,44750,47690,50310,47850,104400,32.09,390,1.01,1/1,0.971,59228,49.1384451933928,59000,43.1453087523658,0.996150469372594,0.986287593438212,0.989802700978841
29.7047,29.6426,30.1293,416.22259,57530,74130,78950,70640,64270,69620,3154,68820,59920,8987,29.69,391,0.94,1/1,0.22,69104,12.1480247040925,42100.2,78.7983141691919,0.609229567029405,0.64811656066958,0.115644770659625
9.01,8.6809,9.2796,443.17383,3311000,3214000,3239000,3368000,3452000,3782000,3948000,3906000,3758000,3485000,8.98,392,1.11,1/1,0.183,3316800,2.92134902085717,3775800,4.80247206390911,1.13838639652677,1.0255733302043,0.00106329045999441
27.6043,27.4263,27.8599,378.16189,1798000,1904000,2048000,1799000,2199000,1871000,1853000,1862000,1834000,2209000,27.56,393,1.03,1/1,0.761,1949600,8.87024931364264,1925800,8.25135987195742,0.987792367665162,0.959021716179769,0.826416898219542
4.0298,3.8402,4.1462,284.10669,655900,758400,770700,670900,641000,616000,652200,656500,621200,613500,4.14,394,0.92,1/1,0.443,699380,8.66195844206715,631880,3.28466924592001,0.903485944693872,0.982049939884643,0.0461741610563983
20.9587,20.6002,21.1996,384.209,2746000,2921000,2751000,3234000,3134000,2936000,2936000,2983000,3277000,3115000,20.9,395,1.07,1/1,0.331,2957200,7.49137268704448,3049400,4.81496195152154,1.03117814148519,0.963717889238494,0.460230967046083
7.5722,7.4471,8.0454,367.12739,7779,73200,6037,127600,183400,5594000,5311000,4399000,3911000,12260,7.58,396,1.13,1/1,0.148,79603.2,96.6750507982815,3845452,58.4518823781127,48.3077564721016,42.7502269664616,0.00567193744273585
